CRN,ARRIVAL_TM,AUTOMOBILE_COUNT,BELTED_DEATH_COUNT,BELTED_SUSP_SERIOUS_INJ_COUNT,BICYCLE_COUNT,BICYCLE_DEATH_COUNT,BICYCLE_SUSP_SERIOUS_INJ_COUNT,BUS_COUNT,CHLDPAS_DEATH_COUNT,CHLDPAS_SUSP_SERIOUS_INJ_COUNT,COLLISION_TYPE,COMM_VEH_COUNT,CONS_ZONE_SPD_LIM,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,DEC_LAT,DEC_LONG,DISPATCH_TM,DISTRICT,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,EST_HRS_CLOSED,FATAL_COUNT,HEAVY_TRUCK_COUNT,HORSE_BUGGY_COUNT,HOUR_OF_DAY,ILLUMINATION,INJURY_COUNT,INTERSECT_TYPE,INTERSECTION_RELATED,LANE_CLOSED,LATITUDE,LN_CLOSE_DIR,LOCATION_TYPE,LONGITUDE,MAX_SEVERITY_LEVEL,MCYCLE_DEATH_COUNT,MCYCLE_SUSP_SERIOUS_INJ_COUNT,MOTORCYCLE_COUNT,MUNICIPALITY,NONMOTR_COUNT,NONMOTR_DEATH_COUNT,NONMOTR_SUSP_SERIOUS_INJ_COUNT,NTFY_HIWY_MAINT,PED_COUNT,PED_DEATH_COUNT,PED_SUSP_SERIOUS_INJ_COUNT,PERSON_COUNT,POLICE_AGCY,POSSIBLE_INJ_COUNT,RDWY_SURF_TYPE_CD,RELATION_TO_ROAD,ROAD_CONDITION,ROADWAY_CLEARED,SCH_BUS_IND,SCH_ZONE_IND,SECONDARY_CRASH,SMALL_TRUCK_COUNT,SPEC_JURIS_CD,SUSP_MINOR_INJ_COUNT,SUSP_SERIOUS_INJ_COUNT,SUV_COUNT,TCD_FUNC_CD,TCD_TYPE,TFC_DETOUR_IND,TIME_OF_DAY,TOT_INJ_COUNT,TOTAL_UNITS,UNB_DEATH_COUNT,UNB_SUSP_SERIOUS_INJ_COUNT,UNBELTED_OCC_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,URBAN_AREA,URBAN_RURAL,VAN_COUNT,VEHICLE_COUNT,WEATHER1,WEATHER2,WORK_ZONE_IND,WORK_ZONE_LOC,WORK_ZONE_TYPE,WORKERS_PRES,WZ_CLOSE_DETOUR,WZ_FLAGGER,WZ_LAW_OFFCR_IND,WZ_LN_CLOSURE,WZ_MOVING,WZ_OTHER,WZ_SHLDER_MDN,WZ_WORKERS_INJ_KILLED
2010041293,1607.0,1,0,0,0,0,0,0,0,0,5,1,,67,4,2010,5,39.8782,-75.2506,1532.0,6,0,0,0,0,0,0,0,0,,0,1,0,15.0,1,0,0,,0,39 52:40.277,,0,75 15:04.861,0,0,0,0,67301,0,0,0,N,0,0,0,2,68K01,0,,1,1,,N,N,,0,,0,0,0,0,0,,1518.0,0,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010041294,1040.0,1,0,0,0,0,0,0,0,0,7,0,,67,4,2010,1,39.9665,-75.1357,1032.0,6,0,0,0,0,0,0,0,0,1.0,0,0,0,10.0,1,1,0,,2,39 57:59.108,1.0,0,75 08:08.888,8,0,0,0,67301,0,0,0,N,0,0,0,1,68K01,0,,3,9,,N,N,,0,,0,0,0,0,0,N,1031.0,1,1,0,0,0,1,0,3,4,0,1,7,,N,,,,,,,,,,,
2010122465,34.0,1,0,0,0,0,0,0,0,0,7,0,,67,11,2010,7,40.013,-75.1194,33.0,6,0,0,0,0,1,0,0,0,,0,0,0,0.0,3,0,1,,0,40 00:46.713,,0,75 07:09.797,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,5,1,,N,N,,0,,0,0,0,3,2,,25.0,0,1,0,0,0,0,0,3,4,0,1,3,,N,,,,,,,,,,,
2010038776,930.0,1,0,0,0,0,0,1,0,0,5,1,,67,3,2010,6,39.9533,-75.1624,921.0,6,0,0,0,0,0,2,0,0,2.0,0,0,0,99.0,1,1,1,,1,39 57:11.729,4.0,0,75 09:44.675,8,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,9,,N,N,,0,,0,0,0,3,2,Y,9999.0,1,2,0,0,0,1,0,3,4,0,2,7,,N,,,,,,,,,,,
2010041825,846.0,0,0,0,0,0,0,0,0,0,1,0,,67,4,2010,5,39.9523,-75.1412,840.0,6,0,0,0,0,0,1,0,0,,0,0,0,8.0,1,1,0,,0,39 57:11.036,,2,75 08:28.204,4,0,0,0,67301,0,0,0,N,0,0,0,2,68K01,1,,1,1,,N,N,,0,,0,0,2,0,0,,837.0,1,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010122611,725.0,1,0,0,0,0,0,0,0,0,8,0,,67,11,2010,4,40.0455,-75.1649,9999.0,6,0,0,0,0,0,0,0,0,,0,0,0,7.0,1,1,1,,0,40 02:43.800,,0,75 09:53.514,4,0,0,0,67301,1,0,0,,1,0,0,2,67301,1,,1,1,,,,,0,,0,0,0,3,2,,725.0,1,2,0,0,0,0,0,3,4,0,1,3,,N,,,,,,,,,,,
2010122635,849.0,1,0,0,0,0,0,0,0,0,1,0,,67,11,2010,4,40.0134,-75.1096,845.0,6,0,0,0,0,0,0,0,0,,0,0,0,7.0,1,1,1,,0,40 00:48.226,,0,75 06:34.690,4,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,1,1,,N,N,,1,,0,0,0,3,3,,721.0,1,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010039172,2318.0,4,0,0,0,0,0,0,0,0,5,0,,67,3,2010,5,39.937,-75.1895,2303.0,6,0,0,0,0,0,0,0,0,2.0,0,0,0,23.0,3,1,0,,2,39 56:13.056,3.0,0,75 11:22.124,4,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,1,1,,N,N,,1,,0,0,0,0,0,Y,2300.0,1,5,0,0,0,0,0,3,4,0,5,3,,N,,,,,,,,,,,
2010039204,1010.0,1,0,0,0,0,0,0,0,0,1,0,,67,3,2010,7,39.9562,-75.1941,1010.0,6,0,0,0,0,0,0,0,0,,0,0,0,10.0,1,0,1,,0,39 57:22.144,,0,75 11:38.868,0,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,,1,9,,N,N,,0,,0,0,1,3,2,,1005.0,0,2,0,0,0,0,0,3,4,0,2,7,,N,,,,,,,,,,,
2010032505,1840.0,2,0,0,0,0,0,0,0,0,6,0,,67,2,2010,6,39.9946,-75.1169,1834.0,6,0,0,0,0,0,0,0,0,,0,0,0,18.0,3,0,0,,0,39 59:40.430,,0,75 07:00.969,0,0,0,0,67301,0,0,0,,0,0,0,3,67301,0,,1,9,,,,,0,,0,0,0,0,0,,1832.0,0,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010032630,130.0,2,0,0,0,0,0,0,0,0,5,0,,67,2,2010,1,39.9466,-75.2337,125.0,6,0,0,0,0,0,0,0,0,3.0,0,0,0,1.0,3,3,1,,2,39 56:47.832,7.0,0,75 14:01.388,4,0,0,0,67301,0,0,0,N,0,0,0,4,67301,3,,1,1,,N,N,,0,,0,0,0,3,3,Y,125.0,3,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010032731,1500.0,2,0,0,0,0,0,0,0,0,4,0,,67,3,2010,3,39.9336,-75.1448,1455.0,6,0,0,0,0,0,0,0,0,,0,0,0,14.0,1,1,2,,0,39 56:00.848,,0,75 08:41.132,4,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,1,1,,N,N,,0,,0,0,0,0,0,,1450.0,1,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010012860,1917.0,0,0,0,0,0,0,1,0,0,4,1,,67,1,2010,3,40.0187,-75.1017,9999.0,6,0,0,0,0,0,1,0,0,,0,0,0,19.0,3,2,3,,0,40 01:07.309,,0,75 06:05.983,4,0,0,0,67301,0,0,0,N,0,0,0,3,67301,2,,1,1,,Y,N,,1,,0,0,0,3,3,,1915.0,2,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010011545,900.0,1,0,0,0,0,0,0,0,0,2,0,,67,1,2010,6,39.912,-75.1654,851.0,6,0,0,0,0,0,0,0,0,,0,0,0,8.0,1,0,0,,0,39 54:43.266,,7,75 09:55.349,0,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,4,7,,N,N,,0,,0,0,1,0,0,,830.0,0,2,0,0,0,0,0,3,4,0,2,10,,N,,,,,,,,,,,
2010017234,1512.0,3,0,0,0,0,0,0,0,0,5,0,,67,1,2010,5,40.0621,-75.0517,1507.0,6,0,0,0,0,0,0,0,0,,0,0,0,14.0,1,1,0,,0,40 03:43.425,,0,75 03:06.247,4,0,0,0,67301,1,0,0,,1,0,0,2,67301,1,,1,1,,,,,1,,0,0,1,0,0,,1445.0,1,7,0,0,0,0,0,3,4,1,6,3,,N,,,,,,,,,,,
2010023319,1205.0,1,0,0,0,0,0,0,0,0,7,0,,67,2,2010,4,40.0248,-75.0301,1200.0,6,0,0,0,0,0,0,0,0,2.0,0,0,0,11.0,1,0,0,,2,40 01:29.038,2.0,0,75 01:48.433,0,0,0,0,67301,0,0,0,N,0,0,0,1,68K01,0,,2,6,,N,N,,0,,0,0,0,0,0,N,1151.0,0,1,0,0,0,0,0,3,4,0,1,10,,N,,,,,,,,,,,
2010021556,2327.0,1,0,0,0,0,0,0,0,0,2,0,,67,1,2010,7,40.0296,-75.1032,2313.0,6,0,0,0,0,0,0,0,0,,0,0,0,23.0,3,0,5,,0,40 01:46.545,,0,75 06:13.959,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,1,,N,N,,0,,0,0,1,3,2,,2310.0,0,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010021702,2338.0,4,0,0,0,0,0,0,0,0,2,0,,67,1,2010,4,40.0151,-75.1774,2330.0,6,0,0,0,0,0,1,0,0,1.0,0,0,0,23.0,3,1,0,,1,40 00:54.145,1.0,0,75 10:38.419,3,0,0,0,67301,0,0,0,N,0,0,0,6,67301,0,,1,1,,N,N,,0,,1,0,0,0,0,N,2335.0,1,4,0,0,0,0,0,3,4,0,4,3,,N,,,,,,,,,,,
2010118003,1500.0,2,0,0,0,0,0,0,0,0,4,0,,67,9,2010,2,40.0784,-74.9977,1454.0,6,0,0,0,0,0,1,0,1,,0,0,0,14.0,1,1,1,,0,40 04:42.132,,0,74 59:51.752,4,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,1,1,,N,,,0,,0,0,0,3,3,,1446.0,1,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010118008,549.0,2,0,0,0,0,0,0,0,0,4,0,,67,10,2010,7,,,539.0,6,0,0,0,0,0,0,0,0,,0,0,0,5.0,1,1,0,,0,,,7,,4,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,1,1,,N,N,,0,,0,0,0,0,0,,539.0,1,2,0,0,1,0,1,3,3,0,2,3,,N,,,,,,,,,,,
2010118035,950.0,2,0,0,0,0,0,0,0,0,1,0,,67,10,2010,2,40.0546,-75.01,947.0,6,0,0,0,0,0,0,0,0,,0,0,0,99.0,1,1,2,,0,40 03:16.528,,0,75 00:36.317,4,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,1,1,,N,N,,0,,0,0,0,3,2,,9999.0,1,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010074985,940.0,2,0,0,0,0,0,0,0,0,4,0,,67,7,2010,3,40.0541,-75.049,935.0,6,0,0,0,0,1,1,0,0,1.0,0,0,0,9.0,1,1,1,,1,40 03:14.351,1.0,0,75 02:56.006,3,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,1,9,,N,N,,0,,1,0,0,3,2,N,935.0,1,2,0,0,0,0,0,3,4,0,2,7,,N,,,,,,,,,,,
2010075029,1626.0,0,0,0,0,0,0,0,0,0,7,0,,67,5,2010,4,40.0664,-74.9822,1624.0,6,0,0,0,0,0,0,0,1,4.0,0,0,0,14.0,1,1,1,,2,40 03:59.087,6.0,0,74 58:56.193,8,0,0,0,67301,1,0,0,N,0,0,0,2,67301,0,,5,1,,N,N,,0,,0,0,0,3,3,Y,1417.0,1,2,0,0,0,1,0,3,4,2,2,3,,N,,,,,,,,,,,
2010045072,1103.0,2,0,0,0,0,0,0,0,0,4,0,,67,4,2010,3,39.9758,-75.2266,1100.0,6,0,0,0,0,0,0,0,0,,0,0,0,10.0,1,1,2,,0,39 58:32.806,,0,75 13:35.928,4,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,1,1,,N,N,,0,,0,0,0,3,3,,1030.0,1,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010074857,1620.0,1,0,0,0,0,0,0,0,0,4,0,,67,6,2010,6,40.0204,-75.1521,1617.0,6,0,0,0,0,0,0,0,0,,0,0,0,16.0,1,1,1,,0,40 01:13.441,,0,75 09:07.585,8,0,0,0,67301,0,0,0,,0,0,0,3,67301,0,,1,1,,,,,1,,0,0,0,3,2,,1617.0,1,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
2010062038,40.0,4,0,0,0,0,0,0,0,0,5,0,,67,5,2010,5,40.0451,-75.1246,40.0,6,0,0,1,0,0,0,0,0,2.0,0,0,0,0.0,3,2,0,,2,40 02:42.452,6.0,0,75 07:28.441,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,6,1,,N,N,,0,,1,0,1,0,0,Y,40.0,2,5,0,0,0,0,0,3,4,0,5,3,,N,,,,,,,,,,,
2010059614,1501.0,3,0,0,0,0,0,0,0,0,4,0,,67,5,2010,4,40.0868,-74.9656,1500.0,6,0,1,0,0,0,1,0,0,,0,0,0,14.0,1,0,0,,0,40 05:12.602,,7,74 57:56.163,0,0,0,0,67301,0,0,0,,0,0,0,4,67301,0,,1,1,,,N,,0,,0,0,0,3,3,,1455.0,0,3,0,0,0,0,0,3,4,0,3,3,,N,,,,,,,,,,,
2010044470,1858.0,1,0,0,0,0,0,0,0,0,8,0,,67,4,2010,7,39.9941,-75.1194,1856.0,6,0,0,0,0,0,0,0,0,,0,0,0,18.0,1,1,0,,0,39 59:38.720,,0,75 07:09.940,8,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,,1,1,,N,N,,0,,0,0,0,0,0,,1839.0,1,2,0,0,0,1,0,3,4,0,1,3,,N,,,,,,,,,,,
2010084219,1940.0,3,0,0,0,0,0,0,0,0,1,0,,67,7,2010,7,39.9052,-75.1949,1930.0,6,0,0,0,0,0,0,0,0,,0,0,0,19.0,1,0,0,,0,39 54:18.792,,0,75 11:41.401,0,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,1,1,,N,N,,0,,0,0,0,3,2,,1930.0,0,3,0,0,0,0,0,3,4,0,3,3,,N,,,,,,,,,,,
2010105914,820.0,0,0,0,0,0,0,0,0,0,1,0,,67,8,2010,1,39.9489,-75.2456,820.0,6,0,0,0,0,0,0,1,0,,0,0,0,16.0,1,1,1,,0,39 56:56.040,,0,75 14:44.033,8,0,0,1,67301,0,0,0,N,0,0,0,2,67301,0,,1,9,,N,N,,0,,0,0,0,3,3,,1600.0,1,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
2010094125,957.0,1,0,0,0,0,0,0,0,0,4,1,,67,9,2010,6,40.1188,-75.0176,950.0,6,0,0,0,0,0,1,0,0,,0,1,0,9.0,1,1,0,,0,40 07:07.570,,7,75 01:03.380,8,0,0,0,67301,0,0,0,,0,0,0,2,67301,0,,1,1,,,,,0,,0,0,0,3,2,,945.0,1,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
2010094266,959.0,1,0,0,0,0,0,0,0,0,8,0,,67,8,2010,7,40.079,-75.174,953.0,6,0,0,0,0,0,0,0,0,,0,0,0,9.0,1,1,1,,0,40 04:44.472,,0,75 10:26.371,3,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,,1,1,,N,N,,0,,1,0,0,3,2,,949.0,1,2,0,0,1,0,0,3,4,0,1,3,,N,,,,,,,,,,,
2010113728,1235.0,1,0,0,0,0,0,0,0,0,8,0,,67,10,2010,7,39.9476,-75.1592,1218.0,6,0,0,0,0,0,0,0,0,,0,0,0,12.0,1,1,1,,0,39 56:51.180,,0,75 09:33.213,8,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,,1,1,,N,N,,0,,0,0,0,3,2,,1211.0,1,2,0,0,0,1,1,3,4,0,1,3,,N,,,,,,,,,,,
2010093738,2320.0,2,0,0,0,0,0,0,0,0,1,0,,67,8,2010,2,39.9648,-75.1791,2315.0,6,0,0,0,0,0,0,0,0,,0,0,0,23.0,3,1,0,,0,39 57:53.329,,0,75 10:44.722,2,0,0,0,67301,1,0,1,N,1,0,1,2,67301,0,,4,1,,N,N,,0,,0,1,0,0,0,,2305.0,1,3,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010093876,2136.0,0,0,0,0,0,0,0,0,0,4,0,,67,8,2010,2,40.0181,-75.1345,2136.0,6,0,0,1,0,0,0,0,0,,1,0,0,21.0,3,2,1,,0,40 01:05.185,,0,75 08:04.246,1,1,1,1,67301,0,0,0,N,0,0,0,3,67301,1,2.0,1,1,,N,N,,0,0.0,0,1,1,0,0,,2136.0,2,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010088858,806.0,1,0,0,0,0,0,0,0,0,4,0,,67,8,2010,6,39.9269,-75.1541,802.0,6,0,0,0,0,0,0,0,0,,0,0,0,99.0,1,1,1,,0,39 55:36.937,,0,75 09:14.698,4,0,0,1,67301,0,0,0,,0,0,0,2,67301,1,,1,1,,,,,0,,0,0,0,3,3,,9999.0,1,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010088889,2200.0,2,0,0,0,0,0,0,0,0,4,0,,67,8,2010,4,40.0295,-75.138,2130.0,6,0,0,0,0,0,0,0,0,,0,0,0,21.0,3,2,1,,0,40 01:46.304,,0,75 08:16.933,4,0,0,0,67301,0,0,0,N,0,0,0,3,67301,2,,1,1,,N,N,,0,,0,0,0,3,2,,2130.0,2,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2010088916,2115.0,0,0,0,0,0,0,0,0,0,8,0,,67,8,2010,7,40.0264,-75.0838,2111.0,6,0,0,0,0,0,0,0,0,,0,0,0,21.0,3,1,0,,0,40 01:34.928,,0,75 05:01.806,8,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,,1,1,,N,N,,1,,0,0,0,0,0,,2100.0,1,2,0,0,0,1,0,3,4,0,1,3,,N,,,,,,,,,,,
