CRN,MC_BAG_IND,MC_DVR_BOOTS_IND,MC_DVR_EDC_IND,MC_DVR_EYEPRT_IND,MC_DVR_HLMT_TYPE,MC_DVR_HLMTDOT_IND,MC_DVR_HLMTON_IND,MC_DVR_LNGPNTS_IND,MC_DVR_LNGSLV_IND,MC_ENGINE_SIZE,MC_PAS_BOOTS_IND,MC_PAS_EYEPRT_IND,MC_PAS_HLMT_TYPE,MC_PAS_HLMTDOT_IND,MC_PAS_HLMTON_IND,MC_PAS_LNGPNTS_IND,MC_PAS_LNGSLV_IND,MC_PASSNGR_IND,MC_TRAIL_IND,PC_HDLGHT_IND,PC_HLMT_IND,PC_PASSNGR_IND,PC_REAR_RFLTR_IND,UNIT_NUM
2006083008,,,,,,,,,,,,,,,,,,,,,N,N,,1
2006087907,Y,U,U,Y,1.0,U,Y,Y,Y,99999,,,,,,,,N,N,,,,,1
2006093419,U,U,U,U,9.0,U,U,U,U,00600,,,,,,,,N,N,,,,,2
2006103200,U,N,U,U,9.0,U,U,U,U,99999,U,U,9.0,U,U,U,U,Y,U,,,,,1
2006113393,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006127088,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006033413,,,,,,,,,,,,,,,,,,U,,,,,,2
2006054995,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2006055259,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,1
2006055280,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2006056247,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2007023246,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006065743,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006081046,U,U,U,U,9.0,U,U,U,U,99999,U,U,9.0,U,U,U,U,Y,N,,,,,1
2006081083,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006081162,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006081375,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2
2006081691,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,2
2006084543,Y,N,U,N,0.0,,,Y,N,99999,,,,,,,,N,U,,,,,1
2006094461,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006094948,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006112870,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006124261,U,U,U,U,9.0,U,U,U,U,99999,U,U,9.0,U,U,U,U,Y,U,,,,,1
2007009184,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006053955,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,1
2006055795,Y,Y,N,Y,1.0,Y,Y,Y,Y,01600,,,,,,,,N,N,,,,,2
2006056313,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2006056409,Y,Y,Y,Y,2.0,Y,Y,Y,Y,01200,U,U,9.0,U,U,U,U,Y,U,,,,,2
2006081640,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006082079,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,1
2006094437,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,1
2006094976,U,U,U,Y,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006116066,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2006116104,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006055163,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006079179,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006079635,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,1
2006080016,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006080288,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006081565,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2
2006092884,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006113079,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006116101,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006053717,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006055455,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006079628,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006080905,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006081636,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006083014,N,N,N,N,0.0,,,Y,N,,,,,,,,,N,N,,,,,1
2006094447,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,2
2006101792,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006105792,U,N,U,U,9.0,U,U,Y,Y,99999,,,,,,,,N,U,,,,,1
2006022790,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2006065449,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006080710,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2006083306,,,,,,,,,,,,,,,,,,,,U,U,Y,U,2
2006083908,U,Y,U,Y,1.0,U,Y,Y,Y,99999,,,,,,,,N,U,Y,Y,N,Y,2
2006092600,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2006093452,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006095190,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006096430,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006115619,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006126822,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006126869,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006036657,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006053693,U,U,U,U,9.0,U,U,U,U,99999,U,U,9.0,U,U,U,U,Y,U,,,,,1
2006065784,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006079922,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006080709,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2006081123,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006092469,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006104248,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006105851,,,,,,,,,,,,,,,,,,,,N,N,Y,N,2
2006115622,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006035702,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1
2006055820,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2007021560,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006079926,U,U,U,Y,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,2
2006082086,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2006094158,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2006102077,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006112868,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2007007417,,,,,,,,,,,,,,,,,,,,N,N,Y,N,2
2007010547,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2007030305,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006054616,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,2
2006062197,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006062716,,,,,,,,,,,,,,,,,,,,N,Y,N,U,1
2006065566,U,U,U,N,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006079925,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006081635,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006094471,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006101894,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2006105835,U,N,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006112652,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006113845,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006126201,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006126448,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1
2007007701,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,2
2007010946,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2007019771,U,U,U,Y,1.0,U,U,U,U,00600,,,,,,,,N,U,,,,,1
2007027220,N,N,U,N,1.0,Y,Y,Y,Y,99999,,,,,,,,N,N,,,,,2
2006080568,,,,,,,,,,,,,,,,,,,,U,Y,U,U,2
2006081398,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,1
2006081734,,,,,,,,,,,,,,,,,,,,U,U,U,U,1
2006105775,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,1
2006115881,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006125312,U,U,U,Y,9.0,U,U,U,U,99999,U,Y,9.0,U,U,U,U,Y,N,,,,,1
2006018430,,,,,,,,,,,,,,,,,,,,N,U,N,U,2
2006019470,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006048067,,,,,,U,U,,,,,,,,,,,,,Y,N,N,Y,1
2006053972,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,2
2006055300,Y,Y,Y,Y,3.0,Y,Y,Y,Y,99999,,,,,,,,N,N,,,,,1
2006055707,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2007022775,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006062401,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006062686,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006080957,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006081435,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006082030,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,2
2006094465,,,,,,,,,,,,,,,,,,,,N,N,N,U,1
2006095235,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006037790,,,,,,,,,,,,,,,,,,,,N,U,N,U,2
2006053894,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2006054713,U,U,U,U,1.0,U,U,U,U,99999,,,,,,,,N,N,,,,,2
2006055716,N,U,U,U,9.0,U,U,U,U,99999,U,U,9.0,U,U,U,U,Y,N,,,,,1
2006063252,,,,,0.0,,,,,,,,,,,,,,,,,,,1
2006081448,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006093879,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006126830,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006035641,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006054228,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006055642,,,,,,,,,,,,,,,,,,,,,Y,N,Y,2
2007008467,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2007021550,,,,,,,,,,,,,,,,,,,,N,Y,N,N,2
2007025417,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,N,,,,,1
2007032564,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,1
2007034487,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,2
2006079467,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2006079920,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006082640,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006083078,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,2
2006092789,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006093932,,,,,,,,,,,,,,,,,,,,N,N,N,N,1
2006101719,N,Y,U,Y,0.0,,,Y,N,99999,,,,,,,,N,N,,,,,2
2006113399,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006116240,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006124912,U,N,U,N,0.0,N,N,N,N,99999,,,,,,,,N,U,,,,,1
2007029565,N,U,U,N,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,1
2006055706,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006080261,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006081612,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006094212,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006102391,N,N,N,N,0.0,,,N,N,00750,,,,,,,,N,N,,,,,1
2006113297,,,,,,,,,,,,,,,,,,,,U,N,Y,U,2
2006114595,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2006033306,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2006035591,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2007007745,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2006054239,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006054949,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006056239,,,,,,,,,,,,,,,,,,,,N,U,N,U,2
2006056240,,,,,,,,,,,,,,,,,,,,N,U,N,N,1
2006065386,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006080548,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006094191,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,1
2006094356,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006094891,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006105308,N,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,N,,,,,1
2006036593,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006065532,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1
2006079671,N,Y,U,U,0.0,,,Y,N,99999,,,,,,,,N,N,,,,,1
2006080991,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006081161,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006083121,N,N,N,U,0.0,,,Y,N,00600,,,,,,,,N,N,,,,,1
2006102068,,,,,,,,,,,,,,,,,,,,U,U,N,U,3
2006104331,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006113272,U,U,U,N,0.0,N,N,N,U,00950,,,,,,,,N,N,,,,,1
2006113385,N,U,N,N,0.0,N,N,U,U,99999,,,,,,,,N,N,,,,,1
2006113447,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006124207,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006018381,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006035800,N,U,Y,U,9.0,U,U,Y,U,99999,,,,,,,,N,N,,,,,1
2006054239,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,3
2006055204,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2007006817,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2007006828,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2007034397,U,U,U,U,9.0,U,U,U,U,00750,,,,,,,,N,U,,,,,1
2006062230,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006066202,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006080975,,,,,,,,,,,,,,,,,,,,N,U,N,U,2
2006081646,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2006094184,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006113349,U,U,U,U,0.0,N,N,U,U,99999,U,U,0.0,N,N,U,U,Y,N,,,,,1
2006113408,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006113832,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006114721,N,N,U,N,0.0,N,N,U,U,99999,,,,,,,,N,N,,,,,1
2006116224,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2007023082,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2006054608,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006055759,N,U,U,Y,1.0,U,Y,Y,Y,00060,,,,,,,,N,N,,,,,1
2006056240,,,,,,,,,,,,,,,,,,,,N,U,N,N,2
2006065435,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006066183,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006079861,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006081122,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006081509,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006081690,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,1
2006081741,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,1
2006082657,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006083772,Y,Y,U,U,9.0,U,U,Y,Y,99999,,,,,,,,N,N,,,,,2
2006092368,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006095972,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,2
2006103137,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006113826,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006114701,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006123773,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006124166,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006124849,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006033028,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2007009212,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2007022530,,,,,,,,,,,,,,,,,,,,U,U,N,N,2
2006053877,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006055925,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006065013,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006080179,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006080275,N,U,N,U,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,1
2006081537,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2006092910,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,1
2006102796,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006103386,N,N,N,N,0.0,,N,Y,N,99999,,,,,,,,N,N,,,,,1
2006105884,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006125342,U,U,U,N,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006125459,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006126394,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,2
2006019470,,,,,,,,,,,,,,,,,,U,,,,,,1
2006037680,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2007032644,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006055356,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006065445,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006080568,,,,,,,,,,,,,,,,,,,,,Y,U,,1
2006081076,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006084535,U,U,U,N,0.0,,,Y,U,99999,,,,,,,,N,U,,,,,1
2006101794,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006101841,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006103208,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,2
2006103250,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006103666,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006105762,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006105852,U,U,U,Y,1.0,U,U,U,U,00600,U,Y,1.0,U,U,U,U,Y,N,,,,,1
2006113290,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006113963,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006118625,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006125482,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006036617,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2007023553,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2007033437,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006054645,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006055198,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006062499,U,U,N,U,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,1
2006062723,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006065736,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006066971,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,U,U,,,,,2
2006081145,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006081551,U,U,U,U,1.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006083171,Y,Y,Y,Y,0.0,,,Y,N,00150,,,,,,,,N,Y,,,,,1
2006092476,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006102480,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006103374,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1
2006113225,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006054708,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2006055876,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006080260,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006082025,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006093435,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006094995,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006116230,,,,,,,,,,,,,,,,,,U,,N,N,N,Y,2
2006124735,U,U,U,U,0.0,N,N,U,U,99999,,,,,,,,N,N,,,,,1
2006126877,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2006053825,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006054664,,,,,,,,,,,,,,,,,,,,U,U,U,U,1
2006055370,U,U,U,Y,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006056068,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2007007149,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2
2006063266,N,U,U,Y,1.0,Y,Y,N,N,00600,,,,,,,,N,N,,,,,1
2006065019,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006082043,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2006092889,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2006094411,U,U,U,N,0.0,N,N,U,U,99999,,,,,,,,N,U,,,,,1
2006101787,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2006102404,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006125294,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006126202,U,U,U,N,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006053696,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006053854,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006054165,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2007009190,U,U,U,N,9.0,U,U,U,U,99999,,,,,,,,N,N,,,,,2
2006062201,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2006081073,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2006083012,U,N,U,N,0.0,U,U,N,N,00900,,,,,,,,N,U,,,,,1
2006093463,U,U,N,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,1
2006095280,U,U,U,U,9.0,U,U,U,U,99999,,,,,,,,N,U,,,,,2
2006103388,,,,,,,,,,,,,,,,,,U,,,,,,1
2006112796,,,,,,,,,,,,,,,,,,,,N,Y,Y,Y,1
2006116000,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2006126881,U,U,U,U,9.0,U,U,U,U,99999,U,N,0.0,N,N,U,U,Y,U,,,,,1
2006054168,,,,,,,,,,,,,,,,,,,,U,U,U,U,1
2006062413,N,N,N,Y,1.0,Y,Y,Y,Y,00750,N,Y,3.0,Y,Y,Y,Y,Y,N,,,,,1
2006065414,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1
2006068203,N,Y,U,Y,1.0,Y,Y,Y,Y,00600,,,,,,,,N,N,,,,,1
