CRN,AVOID_MAN_CD,BODY_TYPE,COMM_VEH,DAMAGE_IND,DVR_PRES_IND,EMERG_VEH_USE_CD,GRADE,HAZMAT_IND,IMPACT_POINT,INS_IND,MAKE_CD,MODEL_YR,NON_MOTORIST,OWNER_DRIVER,PEOPLE_IN_UNIT,PRIN_IMP_PT,RDWY_ALIGNMENT,SPECIAL_USAGE,TOW_IND,TRAVEL_DIRECTION,TRAVEL_SPD,TRL_VEH_CNT,UNDER_RIDE_IND,UNIT_NUM,UNIT_TYPE,VEH_COLOR_CD,VEH_MOVEMENT,VEH_POSITION,VEH_REG_STATE,VEH_ROLE,VEH_TYPE,PARTIAL_VIN,VINA_BODY_TYPE_CD
2006056393,,4.0,N,3.0,1.0,,1.0,N,12.0,U,DODG,2002.0,0,2.0,1,,1.0,0.0,Y,S,999.0,0.0,,1,1,1.0,1.0,7.0,PA,1.0,1.0,1B3EL36X02N,P4D
2006084516,,4.0,N,1.0,1.0,,1.0,N,6.0,Y,CHEV,2004.0,0,1.0,1,,1.0,0.0,N,S,999.0,0.0,,2,1,7.0,1.0,3.0,PA,3.0,1.0,2G1WH55K049,P4D
2006036829,,4.0,N,2.0,1.0,,1.0,N,6.0,Y,NISS,2002.0,0,2.0,2,,1.0,0.0,N,E,0.0,0.0,,2,1,2.0,3.0,9.0,PA,2.0,1.0,3N1CB51D92L,P4D
2006056172,,4.0,N,1.0,1.0,,1.0,N,11.0,Y,HYUN,2000.0,0,2.0,1,,1.0,0.0,N,E,999.0,0.0,,2,1,7.0,1.0,6.0,PA,2.0,1.0,KMHCG45G8YU,P4D
2006055629,,4.0,N,0.0,1.0,,1.0,N,11.0,Y,DODG,2001.0,0,1.0,1,,1.0,0.0,N,E,999.0,0.0,,1,1,12.0,1.0,13.0,PA,1.0,1.0,1B3EJ46X81N,P4D
2006062421,,4.0,N,9.0,4.0,,1.0,N,12.0,U,MRCU,1998.0,0,99.0,1,,1.0,0.0,N,W,999.0,0.0,,1,5,2.0,1.0,3.0,PA,1.0,1.0,1MEFM6536WK,P4D
2006065459,,9.0,N,3.0,1.0,,3.0,N,1.0,Y,HOND,2003.0,0,1.0,1,,1.0,0.0,Y,E,25.0,0.0,,1,1,7.0,1.0,1.0,CA,1.0,1.0,1HGCM82673A,P
2006079935,,40.0,N,1.0,2.0,,1.0,N,6.0,U,FORD,1994.0,1,,0,,1.0,0.0,N,E,0.0,0.0,,4,2,3.0,6.0,8.0,PA,2.0,7.0,1FTJE34H9RH,TVN
2006092444,,15.0,N,3.0,1.0,,1.0,N,6.0,Y,DODG,2004.0,0,1.0,2,,1.0,0.0,Y,W,999.0,,,2,1,1.0,1.0,99.0,PA,2.0,1.0,1D4HB48N04F,PUT
2006081699,,4.0,N,2.0,1.0,,9.0,N,1.0,U,FORD,1996.0,0,2.0,2,,1.0,0.0,N,W,999.0,0.0,,2,1,1.0,1.0,13.0,PA,2.0,1.0,2FALP71W3TX,P4D
2006054681,,15.0,N,3.0,1.0,,1.0,N,12.0,Y,DODG,1999.0,0,1.0,1,,1.0,0.0,Y,S,25.0,0.0,,1,1,5.0,1.0,3.0,PA,1.0,6.0,1B4HS28Y2XF,PUT
2006055897,,6.0,N,9.0,4.0,,1.0,N,11.0,U,HOND,1992.0,0,99.0,1,,1.0,0.0,N,N,999.0,0.0,,1,5,99.0,1.0,1.0,PA,1.0,1.0,1HGCB9855NA,PSW
2006054109,,72.0,Y,1.0,1.0,,1.0,N,11.0,U,FRHT,2000.0,0,2.0,1,,1.0,21.0,N,S,25.0,1.0,,1,1,3.0,1.0,1.0,OH,1.0,5.0,1FUYSSEB8YL,TDS
2006056108,,12.0,N,2.0,1.0,,1.0,N,12.0,N,PLYM,1990.0,0,1.0,1,,1.0,0.0,N,S,999.0,0.0,,1,1,3.0,1.0,1.0,PA,1.0,7.0,1P4FH54R5LX,PSV
2006112801,,4.0,N,2.0,2.0,,1.0,N,6.0,U,HYUN,1996.0,1,,0,,1.0,0.0,N,W,0.0,0.0,,3,2,5.0,6.0,98.0,PA,2.0,1.0,KMHJF34M0TU,P4D
2006093908,,12.0,N,2.0,1.0,,1.0,N,1.0,Y,CHRY,1998.0,0,1.0,1,,1.0,0.0,N,N,999.0,0.0,,1,1,3.0,1.0,98.0,PA,1.0,1.0,1C4GP54L8WB,PSV
2006094711,,4.0,N,1.0,1.0,,1.0,N,6.0,Y,HOND,2001.0,0,1.0,2,,1.0,0.0,N,W,999.0,0.0,,2,1,2.0,2.0,3.0,PA,2.0,1.0,1HGCG66881A,P4D
2006037558,,9.0,N,1.0,1.0,,1.0,N,6.0,Y,CHEV,2005.0,0,2.0,2,,1.0,0.0,N,E,0.0,0.0,,2,1,7.0,3.0,6.0,NY,2.0,1.0,2G1WF52E659,
2006096152,,12.0,N,3.0,1.0,,1.0,N,1.0,Y,DODG,2005.0,0,1.0,1,,1.0,99.0,Y,E,999.0,,,1,1,7.0,1.0,6.0,PA,1.0,7.0,1D4GP24R85B,PSV
2006094018,,,N,,,,,N,,,,,1,0.0,1,,,,,,0.0,,,2,31,,,,,2.0,,,
2006063239,,4.0,N,1.0,1.0,,1.0,N,0.0,Y,CHEV,2004.0,0,1.0,2,,1.0,0.0,Y,W,0.0,0.0,,3,1,5.0,3.0,4.0,PA,2.0,1.0,1G1ZS52F94F,P4D
2006047968,0.0,50.0,N,2.0,1.0,0.0,4.0,N,11.0,Y,FORD,1999.0,0,1.0,1,11.0,1.0,0.0,N,E,999.0,0.0,0.0,1,1,1.0,1.0,1.0,PA,1.0,4.0,1FTNX20F1XE,T4C
2006065549,,4.0,N,1.0,1.0,,1.0,N,9.0,Y,HYUN,2005.0,0,1.0,1,,1.0,0.0,N,N,999.0,0.0,,1,1,3.0,12.0,8.0,PA,1.0,1.0,KMHDN46DX5U,P4D
2006125443,,51.0,N,2.0,1.0,,1.0,N,9.0,Y,TOYT,2006.0,0,1.0,1,,1.0,0.0,Y,E,999.0,0.0,,2,1,3.0,1.0,3.0,PA,2.0,4.0,5TEUU42N96Z,TPK
2006053982,,4.0,N,2.0,1.0,,1.0,N,9.0,Y,PONT,1989.0,0,1.0,1,,1.0,0.0,N,S,999.0,,,3,1,12.0,1.0,1.0,PA,2.0,1.0,1G2JB51K9K7,P4D
2006083055,,2.0,N,2.0,1.0,,2.0,N,12.0,U,CHEV,1994.0,0,2.0,2,,1.0,0.0,N,S,999.0,0.0,,1,1,2.0,1.0,0.0,PA,1.0,1.0,2G1WN14T4R9,PCP
2006021316,,4.0,N,0.0,1.0,,1.0,N,1.0,Y,CHEV,1996.0,0,1.0,3,,1.0,0.0,N,W,999.0,0.0,,1,1,3.0,12.0,99.0,PA,1.0,1.0,1G1JF5247T7,P4D
2006053854,,4.0,N,1.0,1.0,,1.0,N,11.0,Y,HOND,1997.0,0,1.0,1,,1.0,0.0,N,S,999.0,0.0,,4,1,12.0,1.0,3.0,PA,1.0,1.0,1HGCD5609VA,P4D
2006055761,,4.0,N,3.0,1.0,,1.0,N,12.0,Y,NISS,2004.0,0,1.0,1,,1.0,0.0,Y,N,999.0,0.0,,3,1,2.0,1.0,1.0,PA,1.0,1.0,3N1CB51D64L,P4D
2006124884,,1.0,N,2.0,1.0,,1.0,N,3.0,Y,HYUN,2006.0,0,1.0,1,,1.0,0.0,N,S,999.0,0.0,,2,1,2.0,13.0,99.0,PA,1.0,1.0,KMHHN65F86U,PCP
2006080933,,2.0,N,2.0,1.0,,1.0,N,6.0,Y,PONT,2006.0,0,1.0,1,,1.0,0.0,N,N,999.0,0.0,,3,1,1.0,1.0,6.0,PA,3.0,1.0,1G2ZH158764,PCP
2006055748,,12.0,N,2.0,1.0,,1.0,N,1.0,Y,FORD,2000.0,0,1.0,1,,1.0,0.0,N,N,999.0,0.0,,1,1,11.0,1.0,3.0,PA,1.0,7.0,2FMZA5148YB,PSV
2006056338,,9.0,N,3.0,1.0,,1.0,N,12.0,Y,ACUR,2004.0,0,1.0,1,,1.0,0.0,Y,S,999.0,0.0,,1,1,12.0,1.0,13.0,MD,1.0,1.0,1900A66234A,P
2006080582,,15.0,N,3.0,2.0,,1.0,N,1.0,U,TOYT,2005.0,1,,0,,1.0,0.0,Y,E,0.0,0.0,,3,2,5.0,6.0,11.0,PA,2.0,6.0,JTEHD20V856,PUT
2006065984,,4.0,N,1.0,1.0,,1.0,N,12.0,U,FORD,2006.0,0,1.0,1,,1.0,0.0,N,W,25.0,0.0,,1,1,3.0,1.0,3.0,AK,1.0,1.0,1FAFP53U66A,P4D
2006054028,,,,,,,,N,,,,,1,0.0,1,,,,,,0.0,,,2,31,,,,,1.0,,,
2006056126,,29.0,N,1.0,1.0,,1.0,N,1.0,Y,KAWK,2006.0,0,2.0,1,,1.0,0.0,N,N,999.0,0.0,,2,1,7.0,1.0,1.0,PA,2.0,2.0,JKBVNMD116A,M
2006037162,,4.0,N,2.0,1.0,,4.0,N,12.0,Y,TOYT,2004.0,0,1.0,1,,2.0,0.0,N,N,999.0,0.0,,8,1,7.0,99.0,99.0,PA,1.0,1.0,4T1BE32KX4U,P4D
2006055199,,50.0,N,1.0,1.0,,1.0,N,13.0,Y,FORD,1995.0,0,2.0,1,,1.0,0.0,N,S,999.0,0.0,,1,1,4.0,1.0,6.0,NJ,1.0,1.0,1FTEF15YXSN,TPK
2006081329,,,N,,,,,N,,,,,1,0.0,1,,,,,,0.0,,,2,31,,,,,2.0,,,
2006081690,,29.0,N,2.0,1.0,,1.0,N,1.0,N,HOND,2006.0,0,99.0,1,,1.0,0.0,N,S,999.0,0.0,,1,1,2.0,1.0,1.0,ZZ,1.0,2.0,9C2ME09086R,
2006056337,,4.0,N,3.0,1.0,,1.0,N,12.0,Y,BUIC,1996.0,0,1.0,1,,1.0,0.0,Y,E,999.0,0.0,,2,1,8.0,1.0,1.0,PA,2.0,1.0,1G4CU5215TH,P4D
2006065539,,,N,,,,,N,,,,,1,0.0,1,,,,,,0.0,,,2,31,,,,,2.0,,,
2006036490,,4.0,N,3.0,1.0,,1.0,N,10.0,Y,CHEV,2005.0,0,2.0,2,,1.0,0.0,Y,N,999.0,0.0,,2,1,12.0,1.0,98.0,PA,2.0,1.0,1G1AL52F757,P4D
2006062427,,,N,,,,,N,,,,,1,0.0,1,,,,,,0.0,,,2,31,,,,,2.0,,,
2006081585,,4.0,N,3.0,1.0,,1.0,N,12.0,Y,BUIC,2000.0,0,1.0,2,,1.0,0.0,Y,W,999.0,0.0,,1,1,7.0,12.0,4.0,PA,1.0,1.0,2G4WS52J1Y1,P4D
2006021091,,6.0,N,2.0,1.0,,1.0,N,5.0,Y,VOLK,2001.0,0,1.0,1,,1.0,0.0,N,N,999.0,0.0,,2,1,7.0,1.0,6.0,PA,2.0,1.0,WVWSK61JX1W,PSW
2006034890,,,N,,,,,N,,,,,1,0.0,1,,,,,,0.0,,,2,31,,,,,2.0,,,PUT
2006112698,,4.0,N,2.0,1.0,,1.0,N,9.0,Y,CHRY,1994.0,0,1.0,1,,2.0,0.0,N,W,999.0,0.0,,2,1,5.0,10.0,0.0,PA,2.0,1.0,2C3HL56F5RH,P4D
2006054556,,15.0,N,1.0,1.0,,3.0,N,6.0,Y,HOND,2006.0,0,1.0,1,,1.0,0.0,N,S,999.0,0.0,,4,1,5.0,99.0,3.0,NJ,2.0,1.0,2HKYF18606H,PUT
2006093081,,50.0,N,1.0,1.0,,1.0,N,6.0,Y,CHEV,2001.0,0,2.0,1,,1.0,0.0,N,N,0.0,0.0,,2,1,7.0,3.0,1.0,PA,2.0,4.0,1GCEK19T61E,T4C
2006065422,,4.0,N,2.0,1.0,,1.0,N,11.0,Y,PLYM,1989.0,0,1.0,1,,1.0,0.0,N,S,999.0,0.0,,1,1,3.0,1.0,1.0,PA,1.0,1.0,1P3BA7639KF,P4D
2006081391,,4.0,N,3.0,1.0,,1.0,N,12.0,Y,HYUN,2002.0,0,1.0,1,,1.0,0.0,Y,E,999.0,0.0,,3,1,1.0,1.0,1.0,PA,1.0,1.0,KMHDN45D82U,P4D
2006055528,,9.0,Y,1.0,1.0,,1.0,N,2.0,Y,OTHR,2004.0,0,99.0,1,,1.0,12.0,N,N,999.0,0.0,,1,1,3.0,1.0,13.0,PA,1.0,3.0,5FYD2LL1X40,P
2006105733,,3.0,N,3.0,1.0,,1.0,N,12.0,Y,OTHR,2005.0,0,1.0,1,,1.0,0.0,Y,S,999.0,0.0,,1,1,2.0,1.0,1.0,PA,1.0,1.0,WMWRE335X5T,P2H
2006103657,,4.0,N,3.0,2.0,,1.0,N,5.0,Y,BUIC,1993.0,1,,0,,1.0,0.0,Y,W,0.0,0.0,,3,2,12.0,6.0,98.0,PA,3.0,1.0,1G4AG54N3P6,P4D
2006080128,,2.0,N,2.0,1.0,,1.0,N,1.0,Y,HOND,1998.0,0,1.0,2,,1.0,0.0,N,W,999.0,0.0,,3,1,2.0,1.0,99.0,PA,2.0,1.0,JHMBB624XWC,PCP
2006103537,,4.0,N,3.0,1.0,,1.0,N,11.0,Y,FORD,2000.0,0,98.0,2,,1.0,13.0,Y,S,999.0,0.0,,1,1,5.0,1.0,0.0,NJ,1.0,1.0,2FAFP71W7YX,P4D
2006053785,,9.0,N,2.0,1.0,,2.0,N,12.0,Y,PLYM,,0,1.0,1,,1.0,0.0,N,E,999.0,0.0,,1,1,5.0,1.0,3.0,NJ,0.0,1.0,1P3ES47C65D,
2006062682,,4.0,N,2.0,2.0,,1.0,N,11.0,Y,DODG,2003.0,1,,2,,1.0,0.0,N,E,0.0,0.0,,2,2,2.0,99.0,11.0,PA,2.0,1.0,1B3ES56C83D,P4D
2006104946,,4.0,N,3.0,4.0,,1.0,N,12.0,Y,TOYT,,0,2.0,1,,1.0,0.0,Y,N,999.0,0.0,,1,5,8.0,1.0,9.0,PA,1.0,1.0,2T1AE09B9SC,P4D
2006094191,,4.0,N,2.0,1.0,,1.0,N,2.0,Y,TOYT,1997.0,0,1.0,1,,1.0,0.0,N,S,10.0,0.0,,2,1,12.0,10.0,2.0,PA,2.0,1.0,4T1BG22K6VU,P4D
2006112661,,,N,9.0,1.0,,9.0,N,99.0,,,,1,0.0,1,,9.0,0.0,N,N,999.0,0.0,,2,11,99.0,99.0,99.0,,2.0,20.0,,
2006038664,,12.0,N,3.0,1.0,,1.0,N,12.0,Y,CHRY,2005.0,0,2.0,1,,1.0,0.0,Y,S,999.0,,,1,1,1.0,1.0,98.0,PA,1.0,7.0,1C4GP45R65B,PSV
2006037748,,73.0,N,3.0,1.0,,1.0,N,12.0,Y,FORD,1993.0,0,1.0,1,,1.0,0.0,Y,W,999.0,0.0,,1,1,3.0,1.0,98.0,PA,1.0,1.0,1FDEE14HXPH,TIC
2006113858,,15.0,N,1.0,1.0,,1.0,N,1.0,Y,KIA,2005.0,0,1.0,1,,1.0,0.0,N,W,5.0,0.0,,1,1,8.0,12.0,98.0,PA,2.0,6.0,KNDJC733355,PUT
2006080007,,,N,,,,,N,,,,,1,,1,,,,,,0.0,,,2,31,,,,,2.0,,,
2006064168,,4.0,N,3.0,1.0,,1.0,N,12.0,U,BUIC,2000.0,0,1.0,1,,1.0,99.0,Y,E,999.0,0.0,,1,1,11.0,15.0,1.0,PA,1.0,1.0,1G4CW52K5Y4,P4D
2006081407,,,N,,,,,N,,,,,1,,1,,,,,,0.0,,,2,31,,,,,2.0,,,
2006083117,,,N,,,,,N,,,,,1,,1,,,,,,0.0,,,2,32,,,,,2.0,,,P4D
2006053969,,40.0,N,3.0,1.0,,1.0,N,2.0,U,CHEV,2000.0,0,1.0,3,,1.0,0.0,Y,N,999.0,0.0,,2,1,3.0,1.0,0.0,PA,2.0,7.0,1GCFG25M0Y1,TVN
2006065815,,4.0,N,3.0,1.0,,1.0,N,3.0,Y,,1993.0,0,1.0,1,,1.0,0.0,Y,W,25.0,0.0,,1,1,3.0,1.0,1.0,PA,2.0,1.0,1G6CD53B1P4,P4D
2006055455,,,N,2.0,1.0,,1.0,N,5.0,N,,,1,0.0,1,,1.0,0.0,N,E,999.0,0.0,,2,11,12.0,1.0,6.0,,2.0,20.0,,
2006024629,,,N,3.0,2.0,,1.0,N,6.0,Y,PONT,,1,,0,,1.0,0.0,Y,S,0.0,0.0,,2,2,2.0,6.0,1.0,PA,2.0,7.0,1GMDX03E070,
2006036617,,50.0,N,0.0,1.0,,1.0,N,12.0,Y,DODG,2005.0,0,2.0,1,,1.0,0.0,N,E,999.0,0.0,,1,1,5.0,1.0,1.0,PA,1.0,1.0,1D7HW22K75S,TPK
2006055406,,4.0,N,2.0,1.0,,2.0,N,1.0,Y,NISS,2004.0,0,1.0,1,,1.0,0.0,Y,S,999.0,0.0,,2,1,8.0,1.0,13.0,PA,1.0,1.0,1N4BA41E84C,P4D
2006055519,,73.0,N,1.0,1.0,,1.0,N,6.0,Y,GMC,2002.0,0,1.0,1,,1.0,0.0,N,E,0.0,0.0,,3,1,3.0,3.0,3.0,PA,2.0,4.0,4KDC4B1R92J,TTB
2006105822,,9.0,N,3.0,1.0,,1.0,N,7.0,Y,DODG,2005.0,0,99.0,1,,1.0,0.0,Y,W,999.0,0.0,,2,1,1.0,1.0,6.0,ZZ,3.0,1.0,99999999999,
2006068248,,4.0,N,2.0,1.0,,1.0,N,6.0,Y,FORD,1993.0,0,2.0,2,,1.0,0.0,Y,N,999.0,0.0,,3,1,4.0,1.0,6.0,PA,2.0,1.0,1FALP5240PA,P4D
2006104931,,12.0,N,2.0,1.0,,1.0,N,1.0,Y,DODG,2002.0,0,1.0,1,,1.0,0.0,N,E,20.0,0.0,,1,1,7.0,12.0,3.0,PA,1.0,1.0,2B4GP44342R,PSV
2006082060,,4.0,N,2.0,1.0,,1.0,N,2.0,Y,SUBA,2003.0,0,2.0,1,,1.0,99.0,Y,W,999.0,0.0,,1,1,5.0,1.0,98.0,PA,1.0,1.0,JF1GD67593H,P4D
2006102213,,12.0,N,3.0,1.0,,2.0,N,2.0,Y,CHEV,1995.0,0,1.0,4,,1.0,0.0,Y,E,999.0,0.0,,2,1,1.0,12.0,4.0,PA,2.0,1.0,1GNDU06L4ST,PSV
2006036842,,4.0,N,3.0,1.0,,1.0,N,9.0,U,TOYT,2000.0,0,2.0,3,,1.0,0.0,Y,S,25.0,0.0,,2,1,3.0,1.0,3.0,PA,3.0,1.0,4T1BF28B0YU,P4D
2006053543,,4.0,N,1.0,1.0,,1.0,N,0.0,Y,CHEV,2004.0,0,1.0,4,,1.0,0.0,N,N,0.0,0.0,,3,1,12.0,3.0,6.0,PA,2.0,1.0,2G1WF52E149,P4D
2006034179,,12.0,N,2.0,1.0,,1.0,N,6.0,N,CHRY,1991.0,0,2.0,2,,1.0,0.0,N,W,999.0,0.0,,2,1,3.0,1.0,98.0,PA,2.0,7.0,1C4GY54R7MX,PSV
2006116071,,9.0,N,9.0,3.0,,1.0,N,12.0,U,VOLV,1990.0,0,1.0,2,,1.0,0.0,N,N,30.0,0.0,,1,1,12.0,1.0,7.0,ZZ,1.0,1.0,99999999999,
2006055477,,9.0,N,0.0,4.0,,1.0,N,1.0,U,PONT,,0,99.0,1,,1.0,0.0,N,E,15.0,0.0,,1,5,3.0,1.0,7.0,,1.0,1.0,,
2006038177,,8.0,N,3.0,1.0,,1.0,N,12.0,Y,TOYT,2006.0,0,1.0,1,,3.0,0.0,Y,S,50.0,0.0,,1,1,5.0,17.0,1.0,PA,1.0,1.0,JTKDE177560,PLB
2006081686,,72.0,Y,1.0,4.0,,3.0,N,5.0,Y,FRHT,2001.0,0,8.0,1,,1.0,31.0,N,S,999.0,0.0,,1,5,7.0,10.0,2.0,PA,1.0,99.0,1FVMBGA851H,TTM
2006081920,0.0,20.0,N,3.0,1.0,0.0,1.0,N,12.0,Y,SUZI,2006.0,0,2.0,1,12.0,1.0,0.0,N,W,999.0,0.0,0.0,1,1,5.0,1.0,1.0,PA,1.0,2.0,JS1GT76A062,MRS
2006082091,,4.0,N,3.0,1.0,,2.0,N,12.0,Y,MITS,,0,1.0,3,,1.0,0.0,Y,N,999.0,0.0,,1,1,3.0,1.0,3.0,PA,1.0,1.0,4A3AA46H62E,P4D
2006079847,,4.0,N,1.0,1.0,,2.0,N,6.0,Y,LINC,1997.0,0,2.0,1,,1.0,0.0,N,N,15.0,0.0,,2,1,8.0,99.0,0.0,PA,3.0,1.0,1LNLM82W1VY,P4D
2006113268,,6.0,N,2.0,1.0,,1.0,N,12.0,Y,HOND,2004.0,0,1.0,2,,1.0,0.0,N,S,999.0,0.0,,1,1,7.0,1.0,6.0,PA,1.0,1.0,5J6YH28604L,PSW
2006019842,,4.0,N,2.0,1.0,,2.0,N,12.0,Y,,1996.0,0,1.0,1,,1.0,0.0,N,E,999.0,0.0,,1,1,3.0,1.0,1.0,PA,1.0,1.0,1G6KD52Y9TU,P4D
2006065324,,4.0,N,0.0,1.0,,1.0,N,1.0,Y,CHEV,1985.0,0,1.0,2,,1.0,0.0,N,E,25.0,0.0,,1,1,1.0,1.0,0.0,PA,1.0,1.0,1G1BL69H7FY,P4D
2006126302,,4.0,N,3.0,1.0,,1.0,N,11.0,Y,CHRY,2005.0,0,1.0,1,,1.0,0.0,Y,N,20.0,0.0,,1,1,7.0,12.0,4.0,PA,1.0,1.0,1C3EL46X55N,P4D
2006079885,,9.0,Y,0.0,1.0,,1.0,N,7.0,Y,OTHR,2002.0,0,98.0,1,,1.0,0.0,N,S,999.0,0.0,,2,1,12.0,98.0,98.0,PA,2.0,3.0,5FYD2LL112U,P
2006092757,,4.0,N,2.0,1.0,,1.0,N,1.0,N,STRN,1993.0,0,1.0,5,,1.0,0.0,N,E,999.0,0.0,,1,1,4.0,10.0,2.0,PA,1.0,1.0,1G8ZH5595PZ,P4D
