CRN,ARRIVAL_TM,AUTOMOBILE_COUNT,BELTED_DEATH_COUNT,BELTED_SUSP_SERIOUS_INJ_COUNT,BICYCLE_COUNT,BICYCLE_DEATH_COUNT,BICYCLE_SUSP_SERIOUS_INJ_COUNT,BUS_COUNT,CHLDPAS_DEATH_COUNT,CHLDPAS_SUSP_SERIOUS_INJ_COUNT,COLLISION_TYPE,COMM_VEH_COUNT,CONS_ZONE_SPD_LIM,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,DEC_LAT,DEC_LONG,DISPATCH_TM,DISTRICT,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,EST_HRS_CLOSED,FATAL_COUNT,HEAVY_TRUCK_COUNT,HORSE_BUGGY_COUNT,HOUR_OF_DAY,ILLUMINATION,INJURY_COUNT,INTERSECT_TYPE,INTERSECTION_RELATED,LANE_CLOSED,LATITUDE,LN_CLOSE_DIR,LOCATION_TYPE,LONGITUDE,MAX_SEVERITY_LEVEL,MCYCLE_DEATH_COUNT,MCYCLE_SUSP_SERIOUS_INJ_COUNT,MOTORCYCLE_COUNT,MUNICIPALITY,NONMOTR_COUNT,NONMOTR_DEATH_COUNT,NONMOTR_SUSP_SERIOUS_INJ_COUNT,NTFY_HIWY_MAINT,PED_COUNT,PED_DEATH_COUNT,PED_SUSP_SERIOUS_INJ_COUNT,PERSON_COUNT,POLICE_AGCY,POSSIBLE_INJ_COUNT,RDWY_SURF_TYPE_CD,RELATION_TO_ROAD,ROAD_CONDITION,ROADWAY_CLEARED,SCH_BUS_IND,SCH_ZONE_IND,SECONDARY_CRASH,SMALL_TRUCK_COUNT,SPEC_JURIS_CD,SUSP_MINOR_INJ_COUNT,SUSP_SERIOUS_INJ_COUNT,SUV_COUNT,TCD_FUNC_CD,TCD_TYPE,TFC_DETOUR_IND,TIME_OF_DAY,TOT_INJ_COUNT,TOTAL_UNITS,UNB_DEATH_COUNT,UNB_SUSP_SERIOUS_INJ_COUNT,UNBELTED_OCC_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,URBAN_AREA,URBAN_RURAL,VAN_COUNT,VEHICLE_COUNT,WEATHER1,WEATHER2,WORK_ZONE_IND,WORK_ZONE_LOC,WORK_ZONE_TYPE,WORKERS_PRES,WZ_CLOSE_DETOUR,WZ_FLAGGER,WZ_LAW_OFFCR_IND,WZ_LN_CLOSURE,WZ_MOVING,WZ_OTHER,WZ_SHLDER_MDN,WZ_WORKERS_INJ_KILLED
2007066666,215.0,1,0,0,0,0,0,0,0,0,8,0,,67,5,2007,1,40.0211,-75.2169,215.0,6,0,0,0,0,0,0,0,0,,0,0,0,2,3,1,0,,0,40 01:15.956,,0,75 13:00.670,4,0,0,0,67301,1,0,0,N,1,0,0,2,67301,1,,1,9,,N,N,,0,,0,0,0,0,0,,215,1,2,0,0,0,0,1,3,4,0,1,7,,N,,,,,,,,,,,
2007066804,1649.0,2,0,0,0,0,0,0,0,0,4,0,,67,4,2007,4,40.1224,-75.0159,1647.0,6,0,0,0,0,1,0,0,0,2.0,0,0,0,16,1,0,0,,1,40 07:20.000,1.0,0,75 00:57.356,0,0,0,0,67301,0,0,0,N,0,0,0,7,67301,0,,1,9,,N,N,,0,,0,0,0,0,0,N,1645,0,2,0,0,0,0,0,3,4,0,2,7,,N,,,,,,,,,,,
2007066818,215.0,0,0,0,0,0,0,0,0,0,5,0,,67,4,2007,6,40.0918,-74.9864,215.0,6,0,0,0,0,0,0,0,0,2.0,0,0,0,2,3,0,2,,1,40 05:30.480,3.0,0,74 59:11.108,0,0,0,0,67301,0,0,0,Y,0,0,0,1,67301,0,,4,9,,N,N,,1,,0,0,1,0,0,N,215,0,2,0,0,0,0,0,3,4,0,2,7,,N,,,,,,,,,,,
2007056621,1246.0,3,0,0,0,0,0,0,0,0,3,0,,67,4,2007,3,40.0412,-75.1295,1246.0,6,0,0,0,0,0,0,1,0,,0,0,0,12,1,1,0,,0,40 02:28.319,,0,75 07:46.108,3,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,1,1,,N,N,,0,,1,0,0,0,0,,1246,1,3,0,0,0,0,0,3,4,0,3,3,,N,,,,,,,,,,,
2007056757,1319.0,0,0,0,0,0,0,0,0,0,6,0,,67,4,2007,2,39.9179,-75.2242,1316.0,6,0,0,0,0,0,1,0,0,,0,0,0,13,1,0,2,,0,39 55:04.342,,0,75 13:27.274,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,9,,N,N,,1,,0,0,1,3,3,,1300,0,2,0,0,0,0,0,3,4,0,2,7,,N,,,,,,,,,,,
2007056656,1739.0,1,0,0,0,0,0,0,0,0,8,0,,67,4,2007,1,40.0227,-75.0467,1738.0,6,0,0,0,0,0,0,0,0,,0,0,0,17,1,1,0,,0,40 01:21.669,,0,75 02:48.174,4,0,0,0,67301,1,0,0,N,1,0,0,3,67301,1,,1,1,,N,N,,0,,0,0,0,0,0,,1726,1,2,0,0,2,0,0,3,4,0,1,3,,N,,,,,,,,,,,
2007056661,855.0,1,0,0,0,0,0,0,0,0,4,0,,67,4,2007,4,39.9773,-75.1694,850.0,6,0,0,0,0,0,0,1,0,,0,0,0,8,1,1,1,,0,39 58:38.000,,0,75 10:09.860,4,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,1,1,,N,N,,1,,0,0,0,3,2,,850,1,2,0,0,0,0,1,3,4,0,2,3,,N,,,,,,,,,,,
2007056662,630.0,1,0,0,0,0,0,0,0,0,8,0,,67,4,2007,4,39.9804,-75.1822,624.0,6,0,0,0,0,0,0,0,0,,0,0,0,6,1,1,1,,0,39 58:49.000,,0,75 10:55.936,4,0,0,0,67301,1,0,0,N,1,0,0,2,67301,1,,1,1,,N,N,,0,,0,0,0,3,2,,624,1,2,0,0,0,0,0,3,4,0,1,3,,N,,,,,,,,,,,
2007056740,931.0,2,0,0,0,0,0,0,0,0,4,0,,67,3,2007,6,39.9939,-75.0802,924.0,6,0,0,0,0,0,0,0,0,,0,0,0,99,1,1,2,,0,39 59:40.000,,0,75 04:43.717,4,0,0,0,67301,0,0,0,,0,0,0,2,67301,1,,1,1,,N,,,0,,0,0,0,3,3,,9999,1,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2007056824,1835.0,1,0,0,0,0,0,0,0,0,2,0,,67,4,2007,7,40.0037,-75.0944,1833.0,6,0,0,0,0,0,0,0,0,2.0,0,0,0,18,1,2,1,,1,40 00:13.000,2.0,0,75 05:39.820,4,0,0,1,67301,0,0,0,N,0,0,0,3,67301,2,,1,1,,N,N,,0,,0,0,0,3,2,N,1830,2,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2007056856,1455.0,3,0,0,0,0,0,0,0,0,4,0,,67,3,2007,5,40.0855,-75.2105,1448.0,6,0,0,0,0,0,2,0,1,,0,0,0,14,1,1,1,,0,40 05:07.000,,0,75 12:37.887,4,0,0,0,67301,0,0,0,N,0,0,0,3,67301,1,,1,1,,N,N,,0,,0,0,0,2,2,,1400,1,3,0,0,0,0,0,3,4,0,3,3,,N,,,,,,,,,,,
2007046899,9999.0,1,0,0,0,0,0,0,0,0,7,0,,67,3,2007,4,40.0135,-75.2054,,6,0,0,0,0,0,0,0,0,,0,0,0,7,1,0,0,,0,40 00:48.572,,0,75 12:19.510,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,2,2,,N,N,,0,,0,0,0,0,0,,715,0,1,0,0,0,0,0,3,4,0,1,3,,N,,,,,,,,,,,
2007099517,438.0,1,0,0,0,0,0,0,0,0,1,0,,67,8,2007,7,39.9608,-75.1434,436.0,6,0,0,0,0,0,1,0,0,1.0,0,0,0,4,3,1,1,,1,39 57:38.000,1.0,0,75 08:35.842,8,0,0,0,67301,0,0,0,,0,0,0,2,67301,0,,1,1,,N,N,,1,,0,0,0,3,2,N,435,1,2,0,0,0,1,1,3,4,0,2,3,,N,,,,,,,,,,,
2007099357,905.0,0,0,0,0,0,0,0,0,0,0,0,,67,7,2007,2,39.9691,-75.2163,903.0,6,0,0,0,0,0,0,0,0,3.0,0,0,0,9,1,1,0,,2,39 58:08.600,6.0,0,75 12:58.500,8,0,0,1,67301,0,0,0,N,0,0,0,1,67301,0,,1,1,,N,N,,0,,0,0,0,9,2,Y,900,1,1,0,0,0,1,0,3,4,0,1,3,,N,,,,,,,,,,,
2007099359,2045.0,0,0,0,0,0,0,0,0,0,7,0,,67,8,2007,4,39.8869,-75.2136,2033.0,6,0,0,0,0,0,0,0,0,1.0,0,0,0,20,3,1,0,,2,39 53:10.000,2.0,2,75 12:41.339,3,0,0,1,67301,0,0,0,N,0,0,0,1,67301,0,,2,1,,N,N,,0,,1,0,0,0,0,Y,2020,1,1,0,0,0,0,0,3,4,0,1,3,,N,,,,,,,,,,,
2007111908,2015.0,1,0,0,1,0,0,0,0,0,4,0,,67,9,2007,4,40.0061,-75.1392,2001.0,6,0,0,0,0,0,0,0,0,,0,0,0,19,3,1,1,,0,40 00:21.783,,0,75 08:21.022,4,0,0,0,67301,1,0,0,N,0,0,0,2,67301,1,,1,1,,N,N,,0,,0,0,0,3,2,,1955,1,2,0,0,0,0,0,3,4,0,1,3,,N,,,,,,,,,,,
2007091867,355.0,2,0,0,0,0,0,0,0,0,1,0,,67,7,2007,1,39.8944,-75.2466,349.0,6,0,0,0,1,0,0,0,0,,0,0,0,1,3,1,1,,0,39 53:39.858,,0,75 14:47.934,4,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,1,1,,N,N,,0,,0,0,0,3,2,,146,1,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2007091874,900.0,2,0,0,0,0,0,0,0,0,1,0,,67,7,2007,5,39.9759,-75.1202,900.0,6,0,0,0,0,0,0,0,0,2.0,0,0,0,8,1,0,0,,1,39 58:33.000,2.0,0,75 07:12.727,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,1,,N,N,,0,,0,0,0,0,0,N,850,0,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2007092254,1453.0,2,0,0,0,0,0,0,0,0,1,0,,67,7,2007,3,40.063,-75.2384,1450.0,6,0,0,0,0,0,0,1,0,,0,0,0,14,1,1,3,,0,40 03:48.000,,0,75 14:20.430,8,0,0,0,67301,0,0,0,,0,0,0,2,67301,0,,7,9,,N,N,,0,,0,0,0,9,4,,1445,1,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
2007092047,2257.0,3,0,0,0,0,0,0,0,0,4,0,99.0,67,7,2007,4,40.0159,-75.1538,2255.0,6,0,0,0,0,0,0,0,0,,0,0,0,22,3,1,1,,0,40 00:57.000,,0,75 09:13.935,3,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,1,98,,N,N,,0,,1,0,0,3,2,,2255,1,3,0,0,2,0,0,3,4,0,3,3,,Y,8.0,1.0,U,,,N,,,Y,,
