CRN,CRASH_YEAR,TRAILER_PARTIAL_VIN,TRL_SEQ_NUM,TRL_VEH_REG_STATE,TRL_VEH_TAG_NUM,TRL_VEH_TYPE_CD,UNIT_NUM
2008004903,2007,,0,,,,1
2008018028,2007,,0,,,,1
2008028982,2007,,0,,,,2
2007022687,2007,,0,PA,PT1690F,6.0,2
2007048976,2007,,0,,,,2
2007080080,2007,,0,,,,1
2007080243,2007,,0,,,,2
2007080473,2007,,0,,,,1
2007080852,2007,,0,,,,1
2007092033,2007,,0,,,,2
2007092299,2007,,0,,,,2
2007098134,2007,,0,,,,1
2007106057,2007,,0,,,1.0,4
2007106164,2007,,0,,,1.0,2
2007110863,2007,,0,,,,1
2008002536,2007,,0,PA,XC46U9,3.0,1
2008029724,2007,,0,,,,1
2007046898,2007,,0,,,,2
2007067138,2007,,0,,,9.0,2
2007092308,2007,,0,,,,4
2007098295,2007,,0,,,,1
2007106057,2007,,0,,,1.0,3
2007120291,2007,,0,,,,1
2007120515,2007,,0,,,8.0,2
2007120731,2007,,0,,,,2
2007029264,2007,,0,NJ,TI0Y7W,9.0,2
2007047806,2007,,0,,,7.0,1
2007065650,2007,,0,,,9.0,1
2007080885,2007,,0,FL,C7405T,6.0,1
2007081010,2007,,0,,,,2
2007095781,2007,,0,,,,1
2007111714,2007,,0,,,7.0,2
2007116657,2007,,0,,,8.0,2
2007047860,2007,,0,,XOYDZ1,7.0,1
2007047964,2007,,0,,,,3
2007048958,2007,,0,NJ,T62CBV,7.0,1
2007068123,2007,,0,,,,2
2007081707,2007,,0,,,,3
2007098142,2007,,0,,,,2
2008016977,2007,,0,PA,8CRXQ3,3.0,1
2008024504,2007,,0,,,9.0,1
2007047551,2007,,0,,,,3
2007066281,2007,,0,,,,2
2007066343,2007,,0,KS,A5M3Z,7.0,1
2007068138,2007,,0,,,,2
2007092308,2007,,0,,,,2
2007092912,2007,,0,,,,1
2007098507,2007,,0,,,9.0,1
2007111908,2007,,0,,,,1
2007116916,2007,,0,,,,2
2008003913,2007,,0,,,8.0,2
2008017097,2007,,0,,,,1
2008024222,2007,,0,,I87I0T,7.0,1
2007047606,2007,,0,,,8.0,1
2007047628,2007,,0,,,,1
2007047628,2007,,0,,,,2
2007080064,2007,,0,,,,1
2007106570,2007,,0,,,8.0,2
2008017400,2007,,0,,,,2
2007048955,2007,,0,IL,T38L340,7.0,3
2007082584,2007,,0,,,,1
2007092003,2007,,0,,YRH827,9.0,1
2007106480,2007,,0,,,,2
2008004912,2007,,0,,,8.0,1
2008006457,2007,,0,,,,1
2007046819,2007,,0,,U0K,7.0,1
2007047680,2007,,0,,,,1
2007047959,2007,,0,,873887,7.0,1
2007080141,2007,,0,,,9.0,1
2007080147,2007,,0,,,,2
2007092260,2007,,0,,,,1
2007092763,2007,,0,,,,1
2007093542,2007,,0,,,,2
2007109774,2007,,0,,,,2
2008005718,2007,,0,PA,RM96,6.0,1
2007027918,2007,,0,,925893,6.0,4
2007048320,2007,,0,,,,1
2007051277,2007,,0,,,7.0,2
2007067666,2007,,0,,,2.0,2
2007080887,2007,,0,,,,1
2007081680,2007,,0,,,,1
2007110536,2007,,0,,,,1
2007117231,2007,,0,PA,X0HQQ72,3.0,1
2007120722,2007,,0,,,,1
2007124163,2007,,0,,,,2
2007124268,2007,,0,,,,1
2007124273,2007,,0,,,,1
2007126533,2007,,0,,,9.0,3
2008016456,2007,,0,,I,,2
2008017034,2007,,0,,,,2
2007022772,2007,,0,,73I58T,6.0,1
2007027645,2007,,0,,,,1
2007027914,2007,,0,,,,1
2007079939,2007,,0,,054374,6.0,1
2007092887,2007,,0,,,,2
2007093165,2007,,0,,,,2
2007099166,2007,,0,,,,1
2007099499,2007,,0,,,,2
2008018639,2007,,0,,,,1
2008024067,2007,,0,,,,1
2007027572,2007,,0,,,,1
2007056505,2007,,0,,,,2
2007056721,2007,,0,PA,PT7228J,7.0,2
2007057210,2007,,0,,,,2
2007066244,2007,,0,,,3.0,2
2007081630,2007,,0,,,,1
2007107070,2007,,0,,,,2
2008020099,2007,,0,,,,1
2007057003,2007,,0,NJ,TCJYIK,7.0,1
2007066541,2007,,0,,,9.0,3
2007080474,2007,,0,,,,1
2007081053,2007,,0,,,8.0,1
2007092770,2007,,0,NJ,T5FMMO,8.0,1
2007099345,2007,,0,OK,58I30V,6.0,1
2007099499,2007,,0,,,,1
2007109456,2007,,0,,,,2
2007116223,2007,,0,,,6.0,1
2007120530,2007,,0,PA,G2K8602,1.0,1
2008002474,2007,,0,,U0XQ,7.0,1
2008005981,2007,,0,,,,2
2007048907,2007,,0,MA,W879,7.0,1
2007067326,2007,,0,,,7.0,2
2007092342,2007,,0,,,,1
2007092342,2007,,0,,,,3
2007092763,2007,,0,,,,2
2007109348,2007,,0,,,,1
2007022725,2007,,0,PA,M489J,7.0,1
2007026863,2007,,0,,,,1
2007049022,2007,,0,NJ,TAY22V,7.0,1
2007066220,2007,,0,FL,C9H7R,7.0,1
2007067477,2007,,0,,,8.0,3
2007067828,2007,,0,,D2Q5,7.0,1
2007076500,2007,,0,NJ,T7557D,6.0,2
2007080053,2007,,0,,4,,2
2007082269,2007,,0,,MK,7.0,3
2007106489,2007,,0,,,,2
2007107555,2007,,0,,,,3
2007109406,2007,,0,,,,1
2007120198,2007,,0,,T0U972,7.0,1
2008007257,2007,,0,,,,1
2008017366,2007,,0,IA,XBRM8,7.0,2
2007029255,2007,,0,,,,2
2007056534,2007,,0,,,8.0,2
2007067098,2007,,0,,,,2
2007080267,2007,,0,NE,144590,7.0,1
2007081027,2007,,0,,,,2
2007099397,2007,,0,,,,2
2007109368,2007,,0,,,,1
2007116223,2007,,0,,,,2
2008003733,2007,,0,,,9.0,2
2008007283,2007,,0,,,7.0,1
2007055381,2007,,0,,,7.0,1
2007066256,2007,,0,,,,2
2007066675,2007,,0,,,7.0,1
2007106056,2007,,0,,,1.0,1
2007109406,2007,,0,,,,2
2007109650,2007,,0,,,,1
2007109774,2007,,0,,,9.0,1
2008020409,2007,,0,ZA,0IQGI,3.0,1
2007045769,2007,,0,,,,2
2007046050,2007,,0,,,,1
2007051280,2007,,0,,,7.0,2
2007057976,2007,,0,,,7.0,3
2007066381,2007,,0,,,1.0,1
2007069504,2007,,0,NY,ANGSO8,7.0,2
2007082201,2007,,0,,0202,7.0,1
2007110505,2007,,0,,05735,7.0,2
2007046898,2007,,0,,,,1
2007047001,2007,,0,PA,8BCMJY,3.0,2
2007066858,2007,,0,,,,1
2007080076,2007,,0,,,9.0,1
2007081002,2007,,0,PA,MYG27B,7.0,2
2007093380,2007,,0,,,,1
2007095690,2007,,0,,,,2
2007106885,2007,,0,,,,1
2007111499,2007,,0,,,,1
2007116247,2007,,0,,,,1
2008018865,2007,,0,,,7.0,1
2008054059,2007,,0,,,6.0,1
2007046723,2007,,0,,,9.0,1
2007047680,2007,,0,,,,2
2007051279,2007,,0,,,,1
2007066218,2007,,0,,,7.0,5
2007067632,2007,,0,IL,QT39333Z,6.0,3
2007080177,2007,,0,,NIA,3.0,1
2007081852,2007,,0,,,,1
2007093595,2007,,0,,,,2
2007120706,2007,,0,,,,1
2007023176,2007,,0,,,,2
2007029247,2007,,0,,,,2
2007045767,2007,,0,,,7.0,1
2007056753,2007,,0,,,,1
2007057015,2007,,0,,,8.0,1
2007066874,2007,,0,,,,1
2007080097,2007,,0,,X,,1
2007092300,2007,,0,,,,2
2007092411,2007,,0,,,,1
2007094372,2007,,0,TN,TQ4975,7.0,2
2007097339,2007,,0,,,,1
2007097809,2007,,0,,,,1
2007107482,2007,,0,,,,1
2007110533,2007,,0,,,,2
2007111499,2007,,0,,,,2
2008017097,2007,,0,,,,2
2008018231,2007,,0,DE,T642IS,6.0,2
2007066381,2007,,0,,,1.0,2
2007080819,2007,,0,,TJZJBB,7.0,1
2007081650,2007,,0,,,,1
2007092342,2007,,0,,,,2
2007107959,2007,,0,,????????????,,1
2008004092,2007,,0,ME,0O0B,7.0,1
2008006465,2007,,0,,,,2
2008024434,2007,,0,,T,,1
2007057215,2007,,0,,0,,1
2007057220,2007,,0,,,,1
2007092300,2007,,0,,,,1
2007093380,2007,,0,,SN2Q90,8.0,2
2007093559,2007,,0,,,,1
2007099072,2007,,0,,,,1
2007100019,2007,,0,,,,1
2007106889,2007,,0,,,,2
2007109126,2007,,0,,,9.0,2
2007109403,2007,,0,,,,1
2008003832,2007,,0,,,,2
2008020412,2007,,0,GA,9O939,6.0,3
2007076499,2007,,0,TN,T709W9,7.0,2
2007092260,2007,,0,,,1.0,2
2007092308,2007,,0,,,,3
2007098512,2007,,0,,,,1
2007112033,2007,,0,,,,1
2007120265,2007,,0,,,,2
2007123839,2007,,0,,,,2
2007124273,2007,,0,,,,2
2008001915,2007,,0,PA,MI9IF,6.0,2
2008006457,2007,,0,,,,2
2008024067,2007,,0,PA,DFK648,1.0,2
2008029498,2007,,0,,,,1
2007047009,2007,,0,,,,2
2007056665,2007,,0,,,7.0,2
2007067203,2007,,0,,,,1
2007080113,2007,,0,,GMFHU,1.0,3
2007105902,2007,,0,,,,1
2007106927,2007,,0,,,,1
2007125752,2007,,0,,,,1
2008017543,2007,,0,,,,1
2007057036,2007,,0,,,,2
2007081009,2007,,0,,,9.0,2
2007098142,2007,,0,,,,1
2007106005,2007,,0,PA,22318,7.0,2
2007106947,2007,,0,,,,2
2007120230,2007,,0,,,,1
2008010652,2007,,0,,,,2
2008018059,2007,,0,,,,1
2007027577,2007,,0,,,,1
2007082258,2007,,0,PA,X2RM,3.0,2
2007097485,2007,,0,,,,1
2007098496,2007,,0,,,,2
2007098685,2007,,0,,I,,1
2008006682,2007,,0,,,,1
2008007257,2007,,0,,,,2
2008010652,2007,,0,,,,1
2008012519,2007,,0,,,,1
2008018050,2007,,0,,,,2
2008029724,2007,,0,,,,3
2008053062,2007,,0,,K5L477,6.0,2
2007056513,2007,,0,,,,2
2007056598,2007,,0,NJ,564BBE,7.0,1
2007081556,2007,,0,TN,118S592I,7.0,1
2007093257,2007,,0,,,,1
2007106028,2007,,0,,G5QH9,8.0,1
2007116141,2007,,0,,,9.0,1
2008000438,2007,,0,,,,1
2008017516,2007,,0,,A,9.0,2
2007027659,2007,,0,,,,2
2007067098,2007,,0,,,,3
2007081027,2007,,0,,,,1
2007091891,2007,,0,,BWB5,7.0,1
2007098995,2007,,0,,,8.0,2
2007105915,2007,,0,,,,1
2007111539,2007,,0,,,9.0,1
2007111673,2007,,0,ME,I2I6739,7.0,1
2007126176,2007,,0,,,,1
2008007237,2007,,0,,,,2
2008018635,2007,,0,,,9.0,1
2008078955,2007,,0,,,1.0,2
2007022065,2007,,0,,,,1
2007027802,2007,,0,PA,XL29492,7.0,1
2007047915,2007,,0,OH,TNB77M,7.0,2
2007065650,2007,,0,,,,2
2007081068,2007,,0,,,,1
2007098539,2007,,0,I,,,2
2007110533,2007,,0,,,,1
2007124268,2007,,0,,,,2
2008016463,2007,,0,,R7YE529,6.0,1
2007046811,2007,,0,IN,P928U0,7.0,1
2007056533,2007,,0,,T2I36Y7,7.0,1
2007067247,2007,,0,,,,2
2007081547,2007,,0,PA,EWWZS7Y,,1
2007106568,2007,,0,,,,1
2007126445,2007,,0,PA,AE35Y12,6.0,1
2007022353,2007,,0,,,,2
2007047513,2007,,0,,3N295,7.0,1
2007066625,2007,,0,,T12R3F,7.0,2
2007092383,2007,,0,,,,2
2007098725,2007,,0,,,,1
2007120711,2007,,0,,,8.0,1
2007120732,2007,,0,,,,2
2008008068,2007,,0,,,,1
2008020799,2007,,0,,,,2
2008024427,2007,,0,,02,7.0,2
2007027914,2007,,0,,,,2
2007081778,2007,,0,,,,1
2007082535,2007,,0,,,,4
2007096316,2007,,0,,GCL248I,8.0,2
2007098479,2007,,0,,,,2
2007126607,2007,,0,,,,1
2007030097,2007,,0,,,,1
2007092383,2007,,0,,,,1
2007095526,2007,,0,,,,2
2007097779,2007,,0,,,,2
2007097793,2007,,0,,,,2
2007106056,2007,,0,,,1.0,2
2007107543,2007,,0,,,,2
2007080116,2007,,0,,,9.0,2
2007090008,2007,,0,,,,3
2007123840,2007,,0,,,,2
2007125020,2007,,0,,,8.0,2
2008017296,2007,,0,,,6.0,1
2008017516,2007,,0,,,9.0,1
2007047855,2007,,0,,,,2
2007066213,2007,,0,,,,2
2007066220,2007,,0,,,,2
2007106480,2007,,0,,,,1
2007106529,2007,,0,,,,1
2008006682,2007,,0,,V,,5
2007026863,2007,,0,,,,2
2007027610,2007,,0,,T51017S,6.0,1
2007058043,2007,,0,PA,Q765X,3.0,2
2007067371,2007,,0,,,6.0,2
2007080261,2007,,0,,,,3
2007080919,2007,,0,,,6.0,2
2007092752,2007,,0,,,,1
2007097796,2007,,0,,,1.0,1
2007099078,2007,,0,,,,2
2007106799,2007,,0,OK,9692FS,7.0,1
2007109441,2007,,0,,,,2
2007123809,2007,,0,,,,1
2008017034,2007,,0,,,,1
2008053183,2007,,0,,,9.0,2
2007047724,2007,,0,,,1.0,1
2007080831,2007,,0,,E000Y,8.0,4
2007123413,2007,,0,,,9.0,2
2007126186,2007,,0,,I6V3IM7,7.0,2
2008017500,2007,,0,,,9.0,2
2008024227,2007,,0,,,,1
2007026262,2007,,0,PA,XO390S6,7.0,1
2007037372,2007,,0,NJ,T29FSM,6.0,1
2007045754,2007,,0,,,,2
2007054644,2007,,0,FL,CS6MY,7.0,2
2007055178,2007,,0,IL,2S9GG5T,7.0,2
2007057037,2007,,0,,,9.0,2
2007080831,2007,,0,PA,GBLYYYY,,3
2007080960,2007,,0,,,,2
2007090008,2007,,0,,,,1
2007098739,2007,,0,,UNKMN0T,7.0,2
2007098807,2007,,0,,,9.0,2
2007106489,2007,,0,,,,1
2007109213,2007,,0,PA,XZ31626,7.0,1
2007120292,2007,,0,,,,2
2008017285,2007,,0,,WK,6.0,1
2007091904,2007,,0,,,,1
2007091924,2007,,0,,U42V,6.0,2
2007092752,2007,,0,,,,3
2007095362,2007,,0,,,,1
2007109457,2007,,0,,,,2
2007110550,2007,,0,,,7.0,1
2007111908,2007,,0,,,,2
2008000671,2007,,0,MI,YI2R2,7.0,2
2008016973,2007,,0,,,,1
2008021415,2007,,0,,,,3
2007066387,2007,,0,,,,2
2007081615,2007,,0,PA,XCZ56Y7,8.0,1
2007081687,2007,,0,,,,2
2007092311,2007,,0,,,,1
2007092410,2007,,0,,,,2
2007095526,2007,,0,,,,1
2007096594,2007,,0,,,,1
2007106028,2007,,0,,GKRB8I,8.0,2
2007022809,2007,,0,,A,6.0,1
2007066444,2007,,0,,,8.0,1
2007080846,2007,,0,,,,1
2007092053,2007,,0,,M480J,7.0,1
2007092258,2007,,0,,,,2
2007092772,2007,,0,,,,2
2007095807,2007,,0,,,,1
2007107031,2007,,0,,,,1
2007107539,2007,,0,,,,2
2007107902,2007,,0,,T43U5G,6.0,1
2007046320,2007,,0,,,7.0,8
2007058015,2007,,0,,,,1
2007066367,2007,,0,,,9.0,4
2007080147,2007,,0,,,,1
2007080831,2007,,0,PA,GBLY44Y,8.0,2
2007092619,2007,,0,,T,,2
2007120719,2007,,0,,,,2
2007126118,2007,,0,,,,2
2008016087,2007,,0,,,,2
2008017034,2007,,0,,,,3
2007045769,2007,,0,,,,1
2007051518,2007,,0,,8509EH,7.0,1
2007054524,2007,,0,ME,UI6I87,7.0,1
2007056434,2007,,0,,,,2
2007075238,2007,,0,,,,2
2007080400,2007,,0,OK,2SBU2,7.0,1
2007090900,2007,,0,,????????????,7.0,1
2007092385,2007,,0,,,,2
2007098760,2007,,0,,,,1
2007107740,2007,,0,MI,40536O9,7.0,2
2007117215,2007,,0,,,,1
2007121645,2007,,0,,47Z0L,6.0,1
2007126118,2007,,0,,,,1
2008024442,2007,,0,,,,1
2007092752,2007,,0,,,,2
2007106015,2007,,0,,,,1
2007120515,2007,,0,,,9.0,1
2007123203,2007,,0,OH,TM88833,7.0,2
2007124137,2007,,0,,,,2
2007022323,2007,,0,,TBY4W,7.0,2
2007048211,2007,,0,,,,2
2007092033,2007,,0,,,,1
2007097857,2007,,0,,,1.0,1
2007099128,2007,,0,IL,I0S098J,6.0,1
2007123744,2007,,0,,T,,1
2007126525,2007,,0,,,1.0,1
