CRN,ACCESS_CTRL,ADJ_RDWY_SEQ,LANE_COUNT,OFFSET,RDWY_COUNTY,RDWY_ORIENT,RDWY_SEQ_NUM,ROAD_OWNER,ROUTE,SEGMENT,SPEED_LIMIT,STREET_NAME
2008088435,3.0,3,2.0,403.0,67,N,3,2,4001,70.0,35.0,HENRY AV
2008120768,,4,2.0,,67,N,3,4,,,25.0,43RD ST
2008108608,3.0,3,2.0,871.0,67,S,3,2,3004,20.0,25.0,SIXTYTHIRD ST
2008094878,,3,2.0,,67,E,3,3,,,35.0,BYBERRY RD
2008101002,3.0,4,2.0,0.0,67,S,4,2,0611,161.0,30.0,BROAD ST
2008057339,2.0,3,2.0,179.0,67,E,3,2,0291,90.0,35.0,PENROSE AV
2009030179,,5,4.0,,67,N,5,4,,,25.0,ELEVENTH ST
2008046759,1.0,4,1.0,1160.0,67,W,4,2,8002,500.0,,
2008042119,,3,2.0,,67,E,3,4,,,40.0,WALT WHITMAN EX
2008073509,,5,1.0,,67,N,5,4,,,,ELEVENTH ST
2008095724,,3,1.0,,67,W,4,4,,,,MOYER ST
2008051377,,4,99.0,,67,E,4,4,,,,BENNER ST
2008119003,,4,4.0,,67,N,4,4,,,25.0,FIFTYNINTH ST
2008079699,,4,2.0,,67,E,4,4,,,,LINDBERGH BL
2008087938,3.0,3,2.0,0.0,67,N,3,2,3004,40.0,35.0,SIXTYTHIRD ST
2008098433,,3,4.0,,67,E,3,4,,,,HUNTING PARK AV
2008054075,3.0,4,2.0,0.0,67,W,4,2,0013,181.0,30.0,ROOSEVELT BL
2008058195,3.0,4,2.0,1570.0,67,S,4,2,2009,21.0,25.0,ARAMINGO AV
2008128255,,4,2.0,,67,S,3,4,,,25.0,56TH ST
2008057359,,3,2.0,,67,E,3,4,,,,RED LION RD
2008122862,3.0,3,2.0,16.0,67,E,3,2,3010,110.0,25.0,MARKET ST
2008047383,,3,2.0,,67,N,3,4,,,25.0,BARTRAM AV
2008044672,,4,99.0,,67,W,3,4,,,,GLENWOOD AV
2008078910,,4,2.0,,67,N,3,4,,,,FIFTYSEVENTH ST
2008099901,1.0,4,1.0,600.0,67,N,4,2,8009,520.0,55.0,RAMP RD
2008045513,3.0,3,3.0,550.0,67,E,3,2,0003,40.0,35.0,CHESTNUT ST
2008040762,,3,99.0,,67,S,3,4,,,,MILLBROOK RD
2008083356,3.0,3,2.0,453.0,67,W,3,2,2016,30.0,25.0,ALLEGHENY AV
2008085914,3.0,3,2.0,1514.0,67,E,3,2,4005,30.0,25.0,GERMANTOWN AV
2008061203,3.0,3,2.0,376.0,67,E,3,2,2004,10.0,,MARKET ST
2008040445,,3,3.0,,67,E,3,4,,,45.0,WALT WHITMAN BR
2008060620,3.0,3,2.0,1353.0,67,W,3,2,4002,120.0,30.0,GODFREY AV
2008108002,1.0,3,1.0,3.0,67,W,3,2,8059,250.0,,RAMP RD
2008058057,3.0,3,2.0,1433.0,67,N,3,2,3015,130.0,30.0,SIXTYTHIRD ST
2008057154,,5,1.0,,67,S,5,4,,,,JUNIPER ST
2008088045,1.0,3,3.0,245.0,67,W,3,2,0063,33.0,55.0,WOODHAVEN RD
2008098665,3.0,3,4.0,1066.0,67,N,3,2,0611,10.0,30.0,BROAD ST
2008108307,3.0,3,2.0,1783.0,67,S,3,2,4002,44.0,40.0,STENTON AV
2008097983,,4,2.0,,67,E,4,4,,,,THIRTY FIRST ST
2008051494,,4,2.0,,67,W,4,4,,,25.0,CLIVEDEN ST
2008120901,1.0,3,4.0,,67,N,3,1,0095,240.0,55.0,
2008082199,,3,2.0,,67,,3,4,,,,MIFFLIN ST
2008088182,,4,2.0,,67,E,4,4,,,,DICKINSON ST
2008121243,,4,2.0,,67,S,4,4,,,,KREWSTOWN RD
2008027022,,4,2.0,,67,S,3,4,,,25.0,WISTER ST
2008098033,,4,2.0,,67,E,4,4,,,,JEFFERSON ST
2008050559,,4,2.0,,67,B,3,4,,,,SEYMOUR RD
2008027036,,3,99.0,,67,N,3,4,,,,MAIN ST
2008070680,3.0,3,2.0,468.0,67,N,3,2,2007,80.0,,FRANKFORD AV
2008088698,,4,2.0,,67,S,4,4,,,,TABOR AV
2008119142,3.0,3,2.0,2352.0,67,W,3,2,0013,10.0,25.0,BALTIMORE AV
2008040283,1.0,3,3.0,404.0,67,S,3,1,0095,245.0,55.0,DELAWARE EX
2008098108,,4,2.0,,67,N,4,4,,,25.0,EMLEN ST
2008051776,,3,2.0,,67,N,4,4,,,,FRONT ST
2008051740,3.0,3,2.0,0.0,67,E,3,2,0291,40.0,35.0,PENROSE AV
2008071619,3.0,3,2.0,0.0,67,N,3,2,3005,130.0,,BELMONT AV
2008060181,,5,2.0,,67,E,4,4,,,25.0,LEVICK ST
2008040749,,4,99.0,,67,E,3,4,,,,CLEARFIELD ST
2008081955,1.0,3,2.0,2112.0,67,W,3,1,0076,3455.0,50.0,SCHUYKILL EX
2008095688,,3,2.0,,67,W,4,4,,,,LYCOMING ST
2008051763,,3,2.0,,67,N,4,4,,,,MELROSE ST
2008044292,,6,2.0,,67,E,6,4,,,25.0,ELMWOOD AV
2008132443,1.0,3,3.0,1886.0,67,N,3,1,0095,264.0,55.0,DELAWARE EX
2008087997,,4,2.0,,67,W,3,4,,,25.0,PINE ST
2008133592,3.0,3,2.0,1724.0,67,E,3,2,2006,90.0,35.0,SPRING GARDEN ST
2008057087,3.0,3,2.0,1993.0,67,N,3,2,3017,30.0,25.0,FIFTYSECOND ST
2008098156,,3,2.0,,67,S,4,4,,,25.0,GREENE ST
2008098615,,3,2.0,,67,W,4,4,,,,GRAYS FERRY AV
2008042300,,4,2.0,,67,W,3,4,,,25.0,WYOMING AV
2008082480,,3,2.0,,67,N,3,4,,,,KELLY DR
2008059209,1.0,4,1.0,1180.0,67,S,4,2,8037,500.0,,RAMP E RD
2008119896,3.0,3,2.0,0.0,67,E,3,2,1018,40.0,25.0,GRANT AV
2008079181,,4,2.0,,67,E,3,4,,,,GLENWOOD AV
2008098213,,4,2.0,,67,N,4,4,,,,CEMETERY AV
2008026694,3.0,5,2.0,0.0,67,E,5,2,3010,54.0,35.0,MARKET ST
2008098675,,4,2.0,,67,E,4,4,,,25.0,HOOPES ST
2008079180,,4,35.0,,67,W,5,4,,,,PATTISON AV
2008058218,3.0,3,2.0,0.0,67,S,3,2,3019,41.0,35.0,ESSINGTON AV
2008103943,3.0,4,2.0,0.0,67,W,4,2,4017,50.0,25.0,UPSAL ST
2008057075,,3,2.0,,67,S,4,4,,,15.0,CRESTMONT AV
2008097571,,4,1.0,,67,W,3,4,,,,CHERRY ST
2008026674,3.0,3,2.0,1847.0,67,N,3,2,3009,110.0,35.0,RIDGE AV
2008057264,,3,99.0,,67,S,3,4,,,,6TH ST
2008133796,,4,1.0,,67,E,3,4,,,25.0,ARCH ST
2008059213,3.0,4,2.0,0.0,67,S,4,2,1009,61.0,25.0,BUSTLETON AV
2008118631,3.0,3,2.0,894.0,67,N,3,2,4007,40.0,25.0,WAYNE AV
2008079675,,4,2.0,,67,S,4,4,,,25.0,FOURTH ST
2008095567,3.0,3,3.0,0.0,67,S,3,2,6001,241.0,40.0,ROOSEVELT BL
2008051611,3.0,3,3.0,367.0,67,E,3,2,0003,70.0,35.0,CHESTNUT ST
2008053251,,4,2.0,,67,E,4,4,,,25.0,CHELTEN AV
2008079016,3.0,4,2.0,0.0,67,W,4,2,0291,27.0,40.0,BARTRAM AV
2008087485,,4,99.0,,67,S,4,4,,,,BLUE GRASS RD
2008119301,,3,2.0,,67,S,4,4,,,25.0,2ND ST
2008119133,,4,1.0,,67,E,4,4,,,,FOULKROD ST
2008098059,3.0,3,4.0,646.0,67,N,5,2,3005,160.0,35.0,
2008098483,3.0,3,2.0,619.0,67,E,3,2,2014,100.0,25.0,LEHIGH AV
2008108647,,3,99.0,,67,S,3,4,,,,8TH ST
2009024747,3.0,3,2.0,410.0,67,E,3,2,2004,10.0,,MARKET ST
2008061183,,4,99.0,,67,N,4,4,,,,O ST
2008100996,3.0,3,2.0,0.0,67,N,3,2,0291,40.0,,ISLAND AV
2008108389,,4,99.0,,67,W,3,4,,,,WIDENER PL
2008059952,1.0,3,3.0,3490.0,67,W,3,1,0676,3.0,55.0,VINE ST EX
2008098405,,4,99.0,,67,N,3,4,,,,64TH ST
2008057076,3.0,3,2.0,1107.0,67,S,3,2,3005,141.0,25.0,BELMONT AV
2008074476,1.0,3,3.0,1089.0,67,S,3,1,0095,211.0,55.0,DELAWARE EX
2008088228,,3,99.0,,67,N,3,4,,,,FRANKLIN ST
2008119292,3.0,3,1.0,949.0,67,W,3,2,0291,141.0,20.0,BROAD ST
2008119076,,3,2.0,,67,N,3,4,,,25.0,SAUL ST
2008069314,,3,2.0,,67,E,3,4,,,25.0,BELLS MILL RD
2008098432,,4,1.0,,67,W,3,4,,,,SOMERSET ST
2008058059,,3,99.0,,67,W,3,4,,,,CALUMET ST
2008123006,,3,4.0,,67,W,3,4,,,45.0,I 76
2008087880,,5,1.0,,67,E,4,4,,,25.0,LAWLER ST
2008119244,3.0,5,2.0,3388.0,67,W,5,2,2009,121.0,45.0,HARBISON AV
2008108662,,3,2.0,,67,N,4,4,,,25.0,22ND ST
2008024299,,4,2.0,,67,N,4,4,,,25.0,TWENTYFIRST ST
2008050249,,4,1.0,,67,E,4,4,,,25.0,PHIL-ELLENA ST
2008042228,,4,2.0,,67,S,3,4,,,,23RD ST
2008069628,,3,1.0,,67,S,4,4,,,,10TH ST
2008059097,,4,2.0,,67,N,3,4,,,25.0,56TH ST
2008120926,3.0,3,4.0,2330.0,67,E,3,2,1008,60.0,25.0,LEVICK ST
2008080298,,4,1.0,,67,E,3,4,,,,FOULKROD ST
2008090634,1.0,3,2.0,679.0,67,N,3,2,8001,750.0,45.0,RAMP BROAD ST TO 95NB RD
2008107752,,3,99.0,,67,W,4,4,,,,SUSQUEHANNA AV
2008057342,,3,2.0,,67,N,4,4,,,,9TH ST
2009026082,3.0,3,3.0,0.0,67,N,4,2,6001,380.0,45.0,ROOSEVELT BL
2008088172,,3,2.0,,67,W,4,4,,,25.0,JOHNSON ST
2008098619,,4,2.0,,67,W,3,4,,,25.0,CHELTEN AV
2008055034,3.0,3,2.0,0.0,67,E,3,2,3015,52.0,25.0,COBBS CREEK PY
2008094904,,3,2.0,,67,E,4,4,,,25.0,CHURCH LN
2008120179,3.0,3,3.0,1509.0,67,S,3,2,2009,111.0,25.0,HARBISON AV
2008119060,,3,2.0,,67,E,3,4,,,,MAGEE AV
2009025186,3.0,3,2.0,289.0,67,S,3,2,1005,100.0,35.0,CASTOR AV
2008032862,1.0,3,3.0,39.0,67,N,3,1,0095,140.0,55.0,DELAWARE EX
2008041258,,3,99.0,,67,E,4,4,,,,VENANGO ST
2008069547,,7,2.0,,67,E,7,4,,,35.0,GRAYS FERRY AV
2008098175,3.0,3,2.0,2638.0,67,W,3,2,3023,60.0,25.0,CHESTER AV
2008051636,3.0,4,2.0,2756.0,67,W,4,2,0073,11.0,30.0,COTTMAN AV
2008041256,,3,1.0,,67,W,3,4,,,25.0,BROOMALL ST
2008082410,3.0,3,2.0,346.0,67,N,3,2,1013,90.0,35.0,ACADEMY RD
2008058221,,3,2.0,,67,S,3,4,,,25.0,S 11TH ST
2008108010,,4,2.0,,67,S,4,4,,,,ROWLAND ST
2008057351,,4,2.0,,67,N,3,4,,,25.0,ROWLAND AV
2008098162,,3,2.0,,67,E,4,4,,,,PINE ST
2008098430,,5,2.0,,67,N,4,4,,,,CUSTER ST
2008053196,3.0,3,2.0,890.0,67,E,3,2,1024,20.0,25.0,ROBBINS ST
2008132043,1.0,3,1.0,1075.0,67,W,3,2,8009,520.0,55.0,RAMP RD
2008060516,3.0,4,3.0,161.0,67,S,4,2,0013,191.0,25.0,LEVICK ST
2008121100,,4,99.0,,67,W,3,4,,,,ARCH ST
2008108558,,3,1.0,,67,W,4,4,,,25.0,CLEARVIEW ST
2008095718,,3,99.0,,67,W,3,4,,,,CHELTEN AV
2008132820,1.0,3,1.0,3520.0,67,N,3,2,8009,10.0,55.0,RAMP RD
2008044652,3.0,3,2.0,2320.0,67,N,3,2,0013,100.0,25.0,THIRTYTHIRD ST
2008082672,,4,2.0,,67,E,4,4,,,35.0,CHRISTIAN ST
2008050895,,4,2.0,,67,N,4,4,,,,7TH ST
2008119315,3.0,3,2.0,2471.0,67,N,3,2,4013,50.0,25.0,LINCOLN DR
2008079361,,3,99.0,,67,W,3,4,,,,ROCKLAND ST
2008096071,3.0,3,2.0,565.0,67,W,3,2,0003,31.0,35.0,WALNUT ST
2008050618,3.0,3,2.0,922.0,67,W,3,2,2004,31.0,25.0,MARKET ST
2008044688,,4,99.0,,67,S,4,4,,,,F ST
2008083326,,3,4.0,,67,N,3,4,,,35.0,OGONTZ AV
2008059276,3.0,4,2.0,1977.0,67,N,4,2,1009,70.0,25.0,BUSTLETON AV
2008040757,,5,2.0,,67,N,4,4,,,35.0,LIMEKILN PK
2008082222,,4,99.0,,67,E,3,4,,,,FOUNTAIN GREEN DR
2008060716,3.0,3,2.0,205.0,67,W,3,2,1002,61.0,35.0,ADAMS AV
2008107904,3.0,4,4.0,1836.0,67,S,4,2,0611,31.0,30.0,BROAD ST
2008057209,,4,1.0,,67,N,4,4,,,25.0,NEWTOWN AV
2008070674,,3,99.0,,67,S,3,4,,,,PRESIDENT ST
2008058242,,3,2.0,,67,E,4,4,,,35.0,FAYETTE ST
2008133175,,3,1.0,,67,N,4,4,,,,16TH ST
2008044682,,3,2.0,,67,E,4,4,,,,VERNON RD
2008098193,,3,2.0,,67,N,3,4,,,30.0,54TH ST
2008050616,,3,1.0,,67,W,4,4,,,,RITNER ST
2008062760,1.0,3,3.0,390.0,67,E,3,1,0076,3460.0,50.0,SCHUYLKILL EX
2008071642,,3,2.0,,67,S,3,4,,,25.0,12TH ST
2008024062,3.0,3,2.0,0.0,67,N,3,2,1003,30.0,35.0,WHITAKER AV
2008061204,3.0,3,4.0,1526.0,67,N,3,2,0611,30.0,30.0,BROAD ST
2008054222,,3,2.0,,67,W,3,4,,,25.0,CHEROKEE ST
2008095597,3.0,3,3.0,1460.0,67,S,3,2,6001,301.0,45.0,ROOSEVELT BL
2008051784,,4,2.0,,67,N,5,4,,,30.0,THIRD ST
2008044467,3.0,4,2.0,0.0,67,E,4,2,2004,30.0,25.0,MARKET ST
2008071929,3.0,4,2.0,908.0,67,W,4,2,2004,21.0,25.0,MARKET ST
2009015037,3.0,3,3.0,0.0,67,N,3,2,0001,340.0,45.0,ROOSEVELT BL
2009013844,3.0,3,4.0,297.0,67,N,3,2,0013,204.0,25.0,FRANMFORD AV
2009024701,,4,2.0,,67,W,4,4,,,25.0,HORNIG RD
2008126998,3.0,3,4.0,1360.0,67,S,3,2,0001,51.0,35.0,CITY AV
2009024699,,3,2.0,,67,E,4,4,,,,GODFREY AV
2009024768,,4,99.0,,67,S,3,4,,,,16TH ST
2009031197,3.0,3,2.0,2830.0,67,W,3,2,3018,50.0,45.0,HAVERFORD AV
2008133556,3.0,3,2.0,2042.0,67,N,3,2,1013,30.0,35.0,ACADEMY RD
2008134041,,3,99.0,,67,E,4,4,,,,LOUDEN ST
2009001932,1.0,3,4.0,108.0,67,W,3,1,0076,3395.0,50.0,SCHUYLKILL EX
2008070752,3.0,3,2.0,0.0,67,S,3,2,0013,280.0,30.0,FRANKFORD AV
2008133647,3.0,4,2.0,0.0,67,W,4,2,0291,27.0,40.0,BARTRAM AV
2009024827,3.0,6,2.0,0.0,67,W,6,2,3025,11.0,35.0,LINDBERGH BL
2009018770,,4,1.0,,67,E,3,4,,,25.0,WYNDALE RD
2009013317,3.0,6,2.0,2133.0,67,S,6,2,1009,151.0,25.0,BUSTLETON AV
2009025372,3.0,3,2.0,0.0,67,N,3,2,3027,10.0,25.0,SIXTEENTH ST
2009029255,3.0,4,2.0,1491.0,67,W,4,2,0073,41.0,30.0,COTTMAN AV
2008122556,,3,99.0,,67,E,3,4,,,,FULLER ST
2009000996,3.0,3,2.0,2420.0,67,W,3,2,3010,51.0,30.0,MARKET ST
2009000997,,4,2.0,1549.0,67,N,4,2,3005,20.0,,THIRTYTHIRD ST
2009013853,,3,2.0,,67,S,4,4,,,25.0,21ST ST
2009002132,3.0,3,2.0,2687.0,67,N,3,2,4001,50.0,35.0,HENRY AV
2008072071,,4,2.0,,67,E,4,4,,,,WISTER ST
2009004035,1.0,3,3.0,2607.0,67,W,3,1,0076,3435.0,50.0,SCHUYLKILL EX
2009003146,,3,6.0,,67,S,4,4,,,35.0,70TH ST
2009013722,,3,2.0,,67,E,4,4,,,,PARKWAY ST
2008133547,,4,2.0,,67,E,3,4,,,25.0,GLENWOOD ST
2009015082,3.0,3,2.0,0.0,67,N,3,2,0611,100.0,30.0,BROAD ST
2009003048,,4,2.0,,67,S,3,4,,,25.0,17TH ST
2009015025,,3,99.0,,67,S,4,4,,,,STRAWBERRY MANSION DR
2009013312,3.0,3,2.0,2427.0,67,S,3,2,1001,140.0,35.0,VERREE RD
2008133658,,4,2.0,,67,W,4,4,,,,ONTARIO ST
2009024779,,4,99.0,,67,E,3,4,,,,WESTMORELAND ST
2009024885,3.0,4,2.0,2495.0,67,S,4,2,0532,71.0,35.0,BUSTLETON AV
2008133973,3.0,3,2.0,2278.0,67,S,3,2,3021,71.0,25.0,GRAYS FERRY AV
2008069638,,3,2.0,,67,S,4,4,,,,59TH ST
2009013625,,4,1.0,474.0,67,W,4,2,3019,111.0,35.0,PASSYUNK AV
2009013596,,5,2.0,,67,N,5,4,,,35.0,FORTYTHIRD ST
2009013571,,4,1.0,,67,W,3,4,,,25.0,COULTER ST
2009002227,3.0,3,4.0,563.0,67,S,3,2,0611,141.0,30.0,BROAD ST
2009002187,3.0,3,2.0,1248.0,67,W,3,2,2014,61.0,25.0,LEHIGH AV
2009005455,1.0,3,3.0,4504.0,67,S,3,1,0095,171.0,55.0,DELAWARE EX
2009013243,,5,1.0,,67,S,5,4,,,25.0,A ST
2008072608,3.0,6,2.0,1530.0,67,W,6,2,3005,161.0,35.0,BELMONT AV
2009000584,,4,4.0,,67,N,3,4,,,25.0,LINCOLN DR
2009024735,,4,99.0,,67,W,3,4,,,,WYALUSING AV
2009013529,3.0,4,3.0,2089.0,67,S,4,2,0001,201.0,40.0,ROOSEVELT BL
2009025917,3.0,4,4.0,0.0,67,W,4,2,0013,151.0,30.0,HUNTING PARK AV
2009001039,3.0,3,2.0,500.0,67,S,3,2,3021,60.0,25.0,FORTYNINTH ST
2009013301,3.0,3,1.0,826.0,67,N,3,2,2009,40.0,,ARAMINGO AV
2009000731,3.0,4,2.0,912.0,67,S,4,2,0611,41.0,30.0,BROAD ST
2008078928,3.0,3,2.0,2338.0,67,S,3,2,0003,101.0,25.0,MARKET ST
2009007277,1.0,3,4.0,1226.0,67,N,3,1,0095,244.0,55.0,DELAWARE EX
2009025881,3.0,4,3.0,598.0,67,S,4,2,6001,221.0,40.0,ROOSEVELT BL
2008122681,,3,4.0,,67,W,3,4,,,45.0,WALT WHITMAN BR
2009001028,,4,1.0,,67,W,4,4,,,,WOMRATH ST
2009024849,,6,99.0,,67,N,6,4,,,,FORTYFOURTH ST
2009008235,1.0,3,3.0,1650.0,67,N,3,1,0095,214.0,55.0,DELAWARE EX
2008059204,3.0,3,2.0,1144.0,67,S,3,2,0611,101.0,30.0,BROAD ST
2008095716,,3,1.0,,67,E,3,4,,,35.0,VARE AV
2008050562,1.0,4,1.0,400.0,67,S,4,2,8039,250.0,,RAMP G RD
2008041291,3.0,3,2.0,1441.0,67,N,3,2,4004,30.0,35.0,CHEW AV
2008072488,1.0,3,3.0,4103.0,67,N,3,1,0095,264.0,55.0,DELAWARE EX
2008060173,,4,99.0,,67,N,3,4,,,,19TH ST
2008103647,3.0,3,3.0,65.0,67,N,3,2,0001,350.0,45.0,ROOSEVELT BL
2008057759,3.0,3,1.0,0.0,67,S,3,2,3003,60.0,25.0,THIRTYEIGHTH ST
2008095553,,4,99.0,,67,E,4,4,,,,TASKER ST
2008125303,1.0,3,3.0,2087.0,67,N,3,1,0095,150.0,55.0,DELAWARE EX
2008057127,3.0,3,2.0,96.0,67,N,3,2,4013,20.0,25.0,WALNUT LN
2008072780,3.0,3,2.0,456.0,67,N,3,2,3015,74.0,25.0,COBBS CREEK PY
2008088246,1.0,3,4.0,,67,N,3,1,0095,120.0,55.0,
2008098467,3.0,4,2.0,1452.0,67,E,4,2,4015,20.0,30.0,WALNUT LN
2008054211,3.0,8,2.0,0.0,67,S,8,2,3003,11.0,,TWENTYSIXTH ST
2008097574,3.0,3,2.0,406.0,67,E,3,2,3018,50.0,45.0,HAVERFORD AV
2008051609,3.0,3,2.0,1180.0,67,B,3,2,1002,40.0,35.0,CHELTENHAM AV
2008044677,3.0,3,2.0,1821.0,67,S,3,2,2009,100.0,25.0,HARBISON AV
2008081504,3.0,3,4.0,0.0,67,N,3,2,0001,80.0,20.0,CITY AV
2008088020,,3,99.0,,67,W,4,4,,,,LOMBARD ST
2008118586,,4,1.0,,67,W,3,4,,,20.0,INDIANA AV
2008079179,,4,99.0,,67,N,4,4,,,,CLARK ST
2008095715,3.0,3,2.0,1986.0,67,S,3,2,2014,40.0,,LEHIGH AV
2008051612,3.0,5,2.0,0.0,67,E,5,2,3010,54.0,25.0,MARKET ST
2008041292,3.0,3,2.0,568.0,67,N,3,2,1007,20.0,,TACONY ST
2008070739,3.0,3,3.0,2234.0,67,E,3,2,0003,60.0,35.0,CHESTNUT ST
2008047384,,3,2.0,,67,W,3,4,,,25.0,CALLOWHILL ST
2008119023,,3,1.0,,67,S,4,4,,,,EIGHTH ST
2008081488,,3,2.0,,67,E,3,4,,,25.0,WOODBINE AV
2008098068,3.0,3,2.0,289.0,67,N,3,2,1005,100.0,25.0,CASTOR AV
2008103651,,4,2.0,,67,W,4,4,,,25.0,WYOMING AV
2008044664,3.0,3,2.0,2148.0,67,S,3,2,3019,61.0,35.0,PASSYUNK AV
2008082650,,4,2.0,,67,E,4,4,,,25.0,HENDRIX ST
2008026607,,4,2.0,,67,W,4,4,,,35.0,SUSQUEHANNA AV
2008120779,,4,2.0,,67,S,4,4,,,25.0,LEONARD ST
2008108676,,4,99.0,,67,N,4,4,,,,THOMPSON ST
2008062521,,3,99.0,,67,N,3,4,,,,67TH ST
2008101002,3.0,3,2.0,0.0,67,N,3,2,0611,160.0,30.0,BROAD ST
2008057680,,3,1.0,,67,W,3,4,,,,ORLEANS ST
2009030179,3.0,4,2.0,1245.0,67,W,4,2,2004,11.0,25.0,MARKET ST
2008046759,3.0,3,1.0,543.0,67,E,3,2,4006,10.0,50.0,CITY AV
2008040286,,3,1.0,,67,W,3,4,,,25.0,YORK ST
2008073509,3.0,4,3.0,2000.0,67,W,4,2,2676,11.0,25.0,VINE ST
2008095724,,4,1.0,,67,S,3,4,,,25.0,COLUMBIA AV
2008051377,3.0,3,3.0,1590.0,67,N,3,2,2009,110.0,,HARBISON AV
2008119003,3.0,3,2.0,2599.0,67,W,3,2,0030,20.0,30.0,LANCASTER AV
2008079699,3.0,3,2.0,0.0,67,N,3,2,3013,30.0,35.0,ISLAND AV
2008060196,,3,1.0,,67,N,3,4,,,25.0,TERRACE ST
2008098440,3.0,3,2.0,1380.0,67,S,3,2,0611,121.0,30.0,BROAD ST
2008054075,3.0,3,2.0,0.0,67,E,3,2,0013,180.0,30.0,ROOSEVELT BL
2008058195,3.0,3,2.0,1559.0,67,N,3,2,2009,20.0,25.0,ARAMINGO AV
2008061201,3.0,3,2.0,416.0,67,W,3,2,2006,81.0,,SPRING  GARDEN ST
2008053239,1.0,3,3.0,1239.0,67,S,3,2,0001,101.0,50.0,ROOSEVELT BOULEVARD EX
2008133601,,3,99.0,,67,S,3,4,,,,17TH ST
2008047510,1.0,3,3.0,1932.0,67,N,3,1,0095,210.0,55.0,DELAWARE EX
2008040765,,3,1.0,,67,S,4,4,,,25.0,3RD ST
2008069627,,4,2.0,,67,W,4,4,,,25.0,OXFORD ST
2008099901,1.0,3,1.0,0.0,67,N,3,2,8009,510.0,55.0,RAMP RD
2008051404,,3,2.0,,67,W,4,4,,,25.0,WOODLAND AV
2008043921,,4,2.0,,67,W,4,4,,,35.0,SUSQUEHANNA AV
2008080108,1.0,3,2.0,2260.0,67,W,3,1,0076,3455.0,50.0,SCHUYLKILL EX
2008088078,,3,1.0,,67,N,3,4,,,,WASHINGTON AV
2008099073,3.0,3,2.0,2403.0,67,W,3,2,3010,55.0,,MARKET ST
2008044649,3.0,3,2.0,947.0,67,S,3,2,0611,41.0,30.0,BROAD ST
2008094891,,4,99.0,,67,W,4,4,,,,GERHARD ST
2008098293,,3,1.0,,67,W,4,4,,,,DEVEREAUX AV
2008027212,,4,2.0,,67,E,4,4,,,30.0,WALNUT LN
2008057154,3.0,3,2.0,0.0,67,E,4,2,2004,10.0,25.0,MARKET ST
2008088082,,4,99.0,,67,N,4,4,,,,OAKLEY ST
2008119213,,3,2.0,,67,E,4,4,,,,WINTER ST
