CRN,CURVED_ROAD,DISTRACTED,DRUG_RELATED,DRUGGED_DRIVER,IMPAIRED_DRIVER,INTERSECTION,INTERSTATE,SPEEDING,SPEEDING_RELATED,WET_ROAD
2006019000,0,0,0,0,0,1,0,0,0,0
2006073522,1,0,0,0,0,0,0,0,0,0
2006127713,0,0,0,0,0,1,0,0,0,0
2006095508,0,0,0,0,0,0,0,0,0,0
2006079382,0,0,0,0,0,1,0,0,0,0
2006209068,0,0,0,0,1,0,0,0,0,0
2006073878,0,1,0,0,0,0,0,0,0,0
2006038464,0,0,0,0,0,1,0,0,0,0
2006105917,0,0,0,0,0,0,0,0,0,0
2006030499,1,1,0,0,0,1,0,0,0,1
2006058507,0,0,0,0,0,0,0,0,0,0
2006095174,1,0,0,0,0,0,0,0,1,0
2006098702,0,0,0,0,0,0,0,0,0,1
2006024576,0,0,0,0,0,0,0,1,1,0
2006044055,0,0,0,0,0,0,0,0,0,1
2006074940,1,0,0,0,0,0,0,0,1,1
2006126389,0,1,0,0,1,0,0,0,0,0
2006094851,0,0,0,0,0,0,0,0,0,0
2007000614,0,0,0,0,0,0,0,0,0,0
2006124641,1,0,0,0,0,0,0,0,0,0
2006209001,0,0,0,0,0,1,0,0,0,0
2006130621,0,0,0,0,0,0,0,0,1,1
2006004389,1,0,0,0,0,0,0,0,1,0
2006079310,1,0,1,1,1,0,0,0,0,0
2006086750,0,0,0,0,0,0,0,0,1,0
2006058538,1,0,0,0,0,0,0,0,0,0
2006086348,0,0,0,0,0,0,0,0,1,0
2006081051,1,0,0,0,0,1,0,1,1,0
2006123731,0,0,0,0,0,1,0,0,0,0
2006107661,0,0,0,0,0,1,0,0,0,0
2006123917,0,0,0,0,0,1,0,0,0,0
2006073470,0,0,0,0,0,1,0,0,0,0
2006119360,1,0,0,0,0,0,0,0,1,1
2006028887,0,0,0,0,0,1,0,0,0,0
2006130174,1,0,0,0,1,1,0,1,1,1
2006032245,0,0,0,0,0,0,0,0,0,0
2006203537,0,0,1,1,1,1,0,0,0,0
2006062438,0,0,0,0,0,1,0,0,0,0
2006037192,1,0,0,0,0,1,0,0,0,1
2007000479,0,0,0,0,0,0,0,0,0,0
2007011773,0,0,0,0,0,0,0,0,0,0
2006110325,0,0,0,0,0,0,0,0,1,0
2006119362,1,0,0,0,0,0,0,0,0,1
2006041966,0,0,0,0,0,1,0,0,0,0
2006207268,1,0,0,0,0,0,0,0,0,0
2006087216,0,0,0,0,0,0,0,0,0,0
2006109466,0,0,0,0,0,0,0,0,0,0
2007000894,0,0,0,0,0,0,0,0,0,0
2007002109,0,0,0,0,0,0,0,0,0,0
2006129908,1,0,0,0,0,1,0,1,1,1
2006126051,0,0,0,0,0,0,0,0,0,0
2006127191,0,0,0,0,0,0,0,0,0,1
2006107203,0,1,0,0,0,0,0,0,0,0
2006054208,1,0,0,0,0,0,0,0,0,0
2006100575,0,0,0,0,0,0,0,0,0,0
2006203204,1,1,0,0,0,1,0,0,0,0
2006114502,0,0,0,0,0,1,0,0,0,0
2006130710,1,0,0,0,0,0,0,0,0,1
2006046728,0,1,0,0,0,1,0,0,0,0
2006101809,0,0,0,0,0,1,0,0,0,0
2006203665,0,0,0,0,0,1,0,0,0,1
2006206536,0,0,0,0,0,0,0,0,0,0
2006125348,0,1,0,0,0,1,0,0,0,1
2006045174,1,1,0,0,0,1,0,1,1,0
2006081697,0,0,0,0,0,0,0,0,0,0
2006128862,0,0,0,0,0,1,0,0,0,0
2006061528,0,0,0,0,0,1,0,0,0,0
2006069082,1,0,0,0,0,0,0,0,1,1
2006089042,1,0,0,0,0,1,0,0,0,0
2006018110,0,0,0,0,0,1,0,0,0,1
2006068023,0,1,0,0,0,0,0,0,1,0
2006017235,0,0,0,0,0,1,0,0,0,0
2006129494,0,0,0,0,0,1,0,0,0,0
2006027824,1,0,0,0,0,0,0,0,1,0
2006036234,0,1,0,0,0,0,0,0,0,0
2006030744,0,0,0,0,0,1,0,0,0,0
2006044866,0,0,0,0,0,0,0,0,0,0
2006206685,0,0,0,0,0,1,0,0,0,0
2006121619,0,1,0,0,1,0,0,0,1,1
2006025085,0,0,0,0,0,1,0,0,0,0
2006042302,0,0,0,0,0,0,0,0,0,0
2006038222,0,0,0,0,0,1,0,0,0,1
2007002795,0,0,0,0,0,1,0,0,0,0
2006016472,1,0,0,0,1,0,0,0,0,0
2006081330,0,0,0,0,0,1,0,0,0,0
2007004762,0,1,0,0,0,0,0,0,0,0
2006067452,0,0,0,0,1,1,0,0,0,0
2006022308,0,0,0,0,0,1,0,0,1,0
2006065868,0,0,0,0,0,1,0,0,1,1
2006118828,0,0,0,0,0,0,0,0,1,0
2006127505,0,0,0,0,0,0,1,0,1,0
2006026059,0,1,0,0,0,1,0,0,0,0
2007009626,0,1,0,0,0,0,0,0,1,0
2006086572,0,0,0,0,0,0,0,0,0,0
2006064185,0,0,0,0,0,1,0,0,0,0
2006014527,0,0,0,0,0,1,0,0,1,0
2006065566,0,0,0,0,0,0,0,0,0,0
2006097170,1,0,0,0,0,1,0,0,0,0
2006102735,0,0,0,0,0,0,0,0,0,0
2006114133,1,0,0,0,0,0,0,1,1,0
2006117280,1,0,0,0,0,0,0,0,1,1
2006036944,1,0,0,0,1,1,1,1,1,0
2006081957,1,0,0,0,0,0,0,0,0,0
2006089000,1,0,0,0,0,0,0,0,1,1
2006022952,0,0,0,0,0,1,0,0,0,0
2006107723,0,0,0,0,0,1,0,0,0,0
2006078266,0,0,0,0,0,0,0,0,1,1
2006018495,0,0,0,0,0,1,0,0,0,0
2006027939,1,1,0,0,0,0,0,0,0,1
2007007477,1,0,0,0,1,0,0,1,1,0
2006065360,0,1,0,0,0,1,0,0,0,0
2006088069,0,0,0,0,0,1,0,0,0,0
2006016937,1,0,0,0,0,0,0,1,1,0
2006033321,0,0,0,0,0,1,0,0,0,0
2006205137,0,0,0,0,0,1,0,0,1,0
2006112766,0,0,0,0,0,1,0,0,0,0
2007014227,1,0,0,0,0,0,1,0,0,0
2006083273,0,0,0,0,0,1,0,0,0,0
2006130755,0,0,0,0,0,0,0,0,0,0
2006034331,1,0,0,0,0,0,0,0,1,0
2006095575,0,0,1,1,1,0,0,0,0,0
2006111357,0,1,0,0,0,0,0,0,0,0
2006101655,0,0,0,0,0,1,0,0,0,1
2006017664,0,0,0,0,0,0,0,0,0,0
2007023017,0,0,0,0,0,0,0,0,0,0
2006120325,0,0,0,0,0,0,0,0,1,1
2006064399,0,0,0,0,0,1,1,0,0,0
2006060808,0,0,0,0,0,0,0,0,0,0
2006107831,0,0,0,0,0,0,0,0,1,0
2006077743,0,0,0,0,0,1,0,0,1,0
2006075138,0,0,0,0,0,1,0,0,0,1
2006030009,0,0,0,0,0,0,1,0,0,0
2006130738,0,0,0,0,1,0,0,0,0,0
2006101661,0,0,0,0,0,1,0,0,0,0
2007032668,1,0,0,0,0,1,0,0,0,0
2006004705,0,0,0,0,0,1,0,0,1,1
2006084022,1,0,0,0,0,0,0,0,0,0
2006079819,0,1,0,0,0,0,0,0,0,0
2006072998,0,1,0,0,0,1,0,0,0,0
2006035560,0,0,0,0,0,0,0,0,0,0
2006205323,0,0,0,0,0,0,0,0,0,0
2006052577,1,0,0,0,0,0,0,0,0,0
2006113501,0,0,0,0,0,1,0,0,0,0
2006113785,1,0,0,0,0,0,0,0,0,0
2006004640,0,0,0,0,0,1,0,0,0,1
2006202238,0,0,0,0,0,1,0,0,0,0
2006054436,0,1,0,0,0,1,0,0,0,0
2006079215,0,0,0,0,0,1,0,0,0,0
2006095520,0,0,0,0,0,1,0,0,0,0
2006042557,0,0,0,0,0,1,0,0,0,0
2006059851,0,0,0,0,0,0,0,0,0,0
2006101988,1,0,0,0,0,1,0,0,0,1
2006076170,0,0,0,0,0,0,0,0,0,0
2006047725,0,0,0,0,0,1,0,0,0,0
2006092029,0,0,0,0,0,0,1,0,0,0
2006024973,0,0,0,0,0,0,0,0,0,0
2006071660,0,1,0,0,0,1,0,0,0,0
2006063631,0,0,0,0,0,0,1,0,0,0
2006118904,0,0,0,0,0,0,0,0,0,0
2006042910,0,0,0,0,0,1,0,0,0,0
2006037000,0,0,0,0,0,0,0,0,1,0
2006095521,0,0,0,0,0,0,0,0,1,1
2006019107,0,1,0,0,0,0,0,0,0,0
2006078073,1,0,0,0,0,0,0,1,1,0
2006050280,0,0,0,0,0,0,0,0,0,1
2006082391,1,0,0,0,0,0,0,0,0,1
2006077776,1,0,0,0,0,0,0,0,1,0
2006089185,0,0,0,0,0,0,0,0,1,0
2006207620,0,0,0,0,0,1,0,0,0,0
2006126785,1,0,0,0,0,0,0,0,0,0
2006085056,0,0,0,0,1,0,0,0,0,0
2006052277,1,0,0,0,0,0,0,0,1,0
2006203241,0,0,0,0,1,0,0,0,0,0
2006206356,0,0,0,0,0,1,0,0,0,0
2006053362,0,0,0,0,0,0,0,0,0,0
2006121518,1,0,0,0,0,0,0,0,0,0
2006209302,0,0,0,0,1,1,0,0,0,0
2006062446,1,0,0,0,1,0,1,0,0,0
2007005253,1,0,0,0,1,0,0,0,0,0
2006032025,0,1,0,0,1,0,0,0,0,0
2006125692,1,0,0,0,0,0,0,0,0,0
2006042775,0,0,0,0,0,0,0,0,0,0
2006017055,0,0,0,0,0,0,0,0,0,0
2006045321,1,0,0,0,0,0,0,0,1,0
2006118678,0,0,0,0,0,0,0,0,0,0
2006100007,0,0,0,0,0,1,0,0,0,0
2006016877,1,0,0,0,0,0,0,0,1,1
2006201235,0,0,0,0,0,1,0,0,0,0
2006075522,1,0,0,0,0,0,0,0,0,0
2006043767,0,0,0,0,0,0,0,0,0,0
2006076471,0,0,0,0,0,1,0,0,0,0
2006034715,0,0,0,0,1,0,0,0,0,0
2006039438,1,0,0,0,0,0,0,0,1,0
2006096623,0,0,0,0,0,0,0,0,0,0
2006203874,0,0,0,0,0,1,0,0,0,0
2007030213,0,0,1,1,1,1,0,1,1,0
2006201079,1,0,0,0,0,0,0,0,1,0
2006118744,0,0,0,0,0,0,0,0,0,0
2006083218,0,1,0,0,0,0,0,0,0,0
2006075780,0,0,0,0,0,0,1,0,1,1
2006008227,0,1,0,0,0,1,0,0,1,0
2006095473,0,0,0,0,0,1,0,0,0,0
2006063357,0,1,0,0,0,1,0,0,0,0
2006033362,1,0,0,0,0,0,0,0,1,0
2007012258,0,0,0,0,0,0,0,0,0,0
2006050462,0,0,0,0,0,0,0,1,1,0
2006127121,0,0,0,0,0,0,0,0,0,0
2006040600,0,0,0,0,0,1,0,0,0,0
2006092042,0,0,0,0,1,0,0,0,0,0
2007002360,0,0,0,0,0,0,0,0,0,0
2006045546,0,1,0,0,0,0,0,0,0,0
2006071682,0,0,0,0,0,1,0,0,0,0
2006091573,0,0,0,0,0,0,0,0,0,0
2006060872,0,0,0,0,0,0,0,0,0,0
2006051031,0,0,0,0,0,0,0,0,0,0
2006027413,0,0,0,0,0,1,1,0,0,1
2006103821,0,0,0,0,1,0,0,0,1,0
2006104768,0,0,0,0,0,0,1,0,0,0
2006091047,0,0,0,0,0,1,0,0,0,0
2006039432,0,0,0,0,0,0,1,0,0,0
2006053190,0,0,0,0,0,1,0,0,0,0
2006054514,0,0,0,0,0,1,0,0,0,0
2006024805,0,0,0,0,0,1,0,0,1,0
2006079724,1,0,0,0,0,0,0,0,0,0
2007008973,0,0,0,0,0,0,0,0,0,0
2006086320,0,0,0,0,0,0,0,0,1,0
2006112460,1,0,0,0,0,0,0,0,0,1
2006024985,0,0,0,0,0,1,0,0,0,0
2006062565,0,1,0,0,0,1,0,0,0,0
2006069026,0,1,0,0,0,0,0,0,0,0
2006205263,0,0,0,0,0,1,0,0,0,0
2006051184,1,0,0,0,0,0,0,0,0,0
2007022145,0,0,0,0,0,0,0,0,0,0
2006108371,0,0,0,0,0,0,1,0,1,1
2006091417,0,0,0,0,0,1,0,0,0,0
2006112154,0,1,0,0,0,1,0,0,0,0
2006045227,0,0,0,0,1,0,0,0,0,0
2006029653,0,0,0,0,0,0,0,0,1,0
2006205700,0,0,0,0,0,0,0,0,0,0
2006017756,0,0,0,0,0,1,0,0,0,1
2006084076,1,0,0,0,0,1,0,0,0,0
2006090173,1,0,0,0,0,1,0,0,0,0
2006062128,0,0,0,0,1,1,0,0,0,1
2006057661,1,0,0,0,0,0,1,0,0,0
2006115322,1,0,0,0,0,0,0,0,1,1
2006023030,1,0,0,0,0,1,0,0,0,0
2006025061,0,0,0,0,0,1,0,0,0,1
2006047023,0,0,0,0,0,1,0,0,0,0
2006129784,0,0,0,0,0,0,0,0,0,0
2006060866,0,0,0,0,1,1,0,0,0,0
2006203650,0,0,0,0,0,0,0,0,1,1
2006115874,0,0,0,0,0,1,0,0,0,0
2006016808,0,0,0,0,0,0,0,0,0,0
2006018039,0,0,0,0,0,0,0,0,0,0
2006019801,1,0,0,0,0,1,0,0,0,0
2006102971,1,0,0,0,0,0,0,0,0,0
2006085076,1,0,0,0,0,1,0,0,0,0
2006044508,0,0,0,0,0,1,0,0,0,0
2006066150,0,0,0,0,0,0,0,0,0,0
2006106941,0,0,0,0,0,1,0,0,0,0
2006058809,0,0,0,0,0,0,1,0,1,0
2006044352,0,0,0,0,0,1,0,0,0,1
2006047493,0,0,0,0,0,1,0,0,0,0
2007005822,0,0,0,0,0,0,0,0,0,0
2006204269,0,0,0,0,0,0,0,0,0,0
2007007959,0,0,0,0,0,1,0,0,0,0
2006067863,0,0,0,0,0,0,0,0,0,0
2006130938,1,0,0,0,1,0,0,1,1,0
2006201677,0,0,0,0,0,0,0,0,0,0
2006105157,0,0,0,0,0,1,0,0,0,0
2006018840,0,0,0,0,0,0,0,0,0,1
2006126019,0,0,0,0,0,0,0,0,0,0
2006040044,0,0,0,0,0,0,0,0,0,0
2006203447,0,0,0,0,1,1,0,0,0,0
2006121481,0,0,0,0,1,0,0,0,1,0
2006109257,1,0,0,0,0,0,0,0,0,0
2006079858,0,0,0,0,0,1,0,1,1,0
2006071085,1,0,0,0,1,0,0,0,1,0
2006079746,0,1,0,0,0,0,0,0,0,0
2006110321,0,0,0,0,0,1,0,0,0,0
2006202877,0,0,0,0,1,0,0,0,0,0
2006041227,1,0,0,0,0,1,0,0,0,0
2006107659,0,0,0,0,0,1,0,0,0,0
2006208551,1,0,0,0,0,0,0,0,0,0
2006202080,0,0,0,0,0,1,0,0,0,1
2007034537,0,0,0,0,0,0,0,0,0,0
2006054481,1,0,0,0,0,0,0,0,0,0
2006066750,0,0,0,0,0,1,0,0,0,0
2006121003,0,0,0,0,0,0,0,0,0,0
2006208022,0,0,0,0,0,1,0,0,0,0
2006070519,1,0,0,0,0,0,0,0,0,0
2006048167,1,0,0,0,1,0,0,1,1,0
2006117979,0,1,0,0,0,0,0,0,0,0
2006079251,0,0,0,0,0,0,0,0,0,0
2006054831,1,0,0,0,0,0,0,0,0,1
2006102548,0,0,0,0,0,0,0,0,1,1
2006086922,1,0,0,0,1,1,0,0,0,0
2006019658,0,0,0,0,0,1,0,0,0,0
2006054769,0,1,0,0,0,1,0,0,0,0
2006099860,0,0,0,0,0,0,0,0,0,0
2007001262,1,0,0,0,0,1,0,0,0,0
2007010858,0,0,0,0,0,1,0,0,0,0
2006088053,0,0,0,0,0,0,0,0,0,0
2006026009,0,0,0,0,0,0,0,0,1,0
2006027264,0,0,0,0,0,0,0,0,1,0
2006108172,0,0,0,0,0,0,0,0,0,0
2006109334,1,0,0,0,0,0,0,0,1,1
2006030623,0,0,0,0,0,0,0,0,0,0
2006085367,0,0,0,0,0,1,0,0,0,0
2006016613,0,0,0,0,0,0,0,0,0,0
2006129923,0,0,0,0,1,0,0,0,0,0
2006108931,0,0,0,0,0,1,0,0,0,1
2006109860,0,0,0,0,1,0,1,0,0,0
2006089660,0,0,0,0,0,1,0,0,0,1
2006061803,1,1,0,0,0,0,0,0,0,0
2006096165,0,1,0,0,0,0,0,0,0,0
2006033625,1,0,0,0,0,0,0,0,0,0
2006098566,1,0,1,1,1,1,0,0,1,0
2006131166,0,0,0,0,0,1,0,0,0,0
2006127329,0,0,0,0,0,0,1,0,1,0
2007004950,1,0,0,0,0,0,0,0,1,0
2006206887,0,0,0,0,0,1,0,0,0,0
2006085179,0,1,0,0,0,0,0,1,1,0
2006130035,0,0,0,0,0,0,0,0,1,0
2007007273,0,0,0,0,0,1,0,0,0,0
2007003541,0,0,0,0,0,0,1,0,0,0
2007056160,0,0,0,0,0,0,0,0,0,0
2006129962,1,0,0,0,0,0,0,0,0,0
2006119646,0,0,0,0,0,1,0,0,0,0
2006037817,0,0,0,0,0,1,0,0,0,0
2006096107,0,0,0,0,0,1,0,0,0,0
2006029955,1,0,0,0,0,0,0,0,1,0
2006110221,0,0,0,0,0,0,0,0,1,1
2007021781,0,0,0,0,0,0,0,0,1,0
2006077773,0,0,0,0,0,0,0,0,0,0
2006060116,0,0,0,0,0,1,0,0,0,1
2006053588,0,0,0,0,0,1,0,0,0,0
2006052962,1,0,0,0,0,0,0,0,1,1
2006049800,0,1,0,0,1,0,0,0,1,0
2006203298,0,0,0,0,0,1,0,0,0,1
2006055962,0,0,0,0,0,1,0,0,0,0
2006113768,0,0,0,0,0,1,0,0,0,0
2006083841,0,0,0,0,0,0,0,0,0,0
2006022654,1,0,0,0,0,1,0,0,0,0
2006101136,0,0,0,0,0,0,1,0,0,0
2006052488,1,0,0,0,0,0,0,0,0,0
2006074681,0,0,0,0,0,0,0,0,0,0
2006119854,0,0,0,0,0,1,0,0,1,1
2006043674,1,0,0,0,1,0,0,0,1,0
2006122650,0,1,0,0,0,0,0,0,0,0
2006035419,1,0,0,0,1,1,1,0,1,1
2006058932,1,0,1,1,1,0,0,0,0,0
2006004341,1,0,0,0,1,1,0,0,0,0
2006064926,0,0,0,0,0,1,0,0,0,0
2006113225,0,0,0,0,0,0,0,0,0,0
2006032073,0,0,0,0,0,0,0,0,0,0
2006034260,0,0,0,0,0,1,0,0,0,1
2006102264,0,0,0,0,0,0,0,0,0,0
2006115489,0,0,0,0,0,1,0,0,0,1
2006103317,1,0,0,0,0,0,0,0,0,1
2006089805,1,0,0,0,0,0,0,0,1,1
2006032272,0,0,0,0,0,0,0,0,0,0
2006015250,0,0,0,0,0,0,0,0,0,0
2007033779,0,1,0,0,0,0,0,0,0,1
2006110022,0,0,0,0,0,0,0,0,0,0
2006106488,0,0,0,0,0,1,0,0,0,0
2006119955,0,0,0,0,0,0,0,0,0,0
2006078049,0,0,1,1,1,1,0,0,0,0
2006041598,0,0,0,0,0,0,0,0,0,0
2006082597,0,1,0,0,0,0,1,0,0,1
2006038937,0,0,0,0,0,0,0,0,1,0
2006124220,1,0,0,0,0,0,0,0,0,1
2006044346,0,0,0,0,0,0,0,0,0,1
2006060101,0,0,0,0,0,1,0,0,0,0
2007003197,0,0,0,0,0,0,0,0,1,0
2006015199,0,0,0,0,0,0,0,0,0,1
2006127145,1,0,0,0,0,0,0,0,0,0
2006067736,0,0,0,0,0,0,0,0,0,0
2006070949,1,0,0,0,0,0,0,0,0,0
2007006510,0,1,0,0,0,0,1,1,1,0
2006113841,0,0,0,0,0,0,0,0,0,0
2006047186,0,0,0,0,1,0,0,0,0,1
2006063960,0,0,0,0,1,0,0,0,1,0
2006037115,0,0,0,0,0,1,0,0,0,0
2006084949,1,0,0,0,0,1,0,0,0,0
2006111607,0,0,0,0,0,0,0,0,0,0
2006083987,0,1,0,0,0,1,0,0,0,0
2006084364,0,0,0,0,0,0,0,0,0,0
2006123322,0,0,0,0,0,0,0,0,0,0
2006061332,1,0,0,0,0,0,0,0,0,0
2006019828,0,0,0,0,0,0,0,0,0,0
2006117397,0,0,0,0,0,0,1,0,0,0
2006061611,0,0,0,0,1,0,0,0,1,0
2007117785,0,0,0,0,0,0,0,0,1,0
2006203191,0,0,0,0,0,1,0,0,0,0
2006020648,0,0,0,0,0,0,0,0,0,0
2006043273,0,0,0,0,0,1,0,0,0,0
2006128187,0,0,0,0,0,0,0,0,0,0
2006066348,0,0,0,0,0,1,0,0,0,0
2006027727,0,0,0,0,0,0,0,0,0,0
2006200914,0,1,0,0,0,0,0,0,0,0
2006101375,0,0,0,0,0,1,0,0,0,0
2006101949,0,0,0,0,0,0,0,0,1,0
2007001695,0,0,0,0,0,1,0,0,0,0
2006107999,1,0,0,0,1,0,0,0,1,0
2006081199,0,0,0,0,0,0,0,0,0,0
