CRN,ACCESS_CTRL,ADJ_RDWY_SEQ,LANE_COUNT,OFFSET,RDWY_COUNTY,RDWY_ORIENT,RDWY_SEQ_NUM,ROAD_OWNER,ROUTE,SEGMENT,SPEED_LIMIT,STREET_NAME
2007095526,,4,99.0,,46,N,5,4,,,,RAYNHAM RD
2007125137,,4,2.0,,67,N,3,4,,,35.0,G ST
2007048001,3.0,3,2.0,0.0,67,W,3,2,0073,80.0,30.0,TORRESDALE AV
2007118260,3.0,3,2.0,2801.0,67,S,3,2,0013,151.0,30.0,HUNTING PARK AV
2007106066,,3,2.0,,67,E,4,4,,,,SOMERSET ST
2007097859,3.0,3,1.0,1540.0,67,E,3,2,2012,40.0,25.0,DAUPHIN ST
2007046881,,3,2.0,,67,E,4,4,,,,NOBLE ST
2007093139,,3,2.0,,67,N,3,4,,,15.0,RYERS AV
2007120686,,4,2.0,,67,E,3,4,,,25.0,SOMERSET ST
2007048278,,3,1.0,,67,E,3,4,,,,ARCH ST
2007117221,,3,99.0,,67,E,4,4,,,,WELLENS ST
2007107755,3.0,5,2.0,0.0,67,S,5,2,3017,61.0,35.0,FIFTYSECOND ST
2007080088,,6,99.0,,67,S,6,4,,,,FIFTYEIGHTH ST
2007066217,,3,99.0,,67,S,4,4,,,,FIFTEENTH ST
2007027963,,3,2.0,,67,U,4,4,,,,FILBERT ST
2007097883,,3,1.0,,67,W,3,4,,,25.0,MASTER ST
2007047558,3.0,3,2.0,384.0,67,N,3,2,0291,110.0,,
2007095804,3.0,3,2.0,0.0,67,N,3,2,3015,100.0,35.0,SIXTYTHIRD ST
2007105889,3.0,6,2.0,0.0,67,S,6,2,1009,101.0,25.0,BUSTLETON AV
2007080938,,4,1.0,,67,N,4,4,,,25.0,DUFFIELD ST
2007067828,1.0,4,1.0,955.0,67,E,4,2,8033,10.0,,RAMP I RD
2007056537,,3,2.0,,67,S,3,4,,,,SWANSON ST
2007098977,3.0,3,4.0,0.0,67,N,3,2,0611,180.0,45.0,BROAD ST
2007047368,,4,2.0,,67,N,3,4,,,35.0,GREENE ST
2007088827,1.0,3,2.0,1582.0,67,E,3,1,0076,3440.0,50.0,SCHUYLKILL EX
2007110085,,3,2.0,,67,N,4,4,,,25.0,26TH ST
2007098680,,4,2.0,,67,N,4,4,,,25.0,FIFTYSIXTH ST
2007067492,,3,4.0,,67,S,3,1,0095,,,
2007026863,,4,1.0,,67,N,4,4,,,,TWENTYSEVENTH ST
2007126697,1.0,3,3.0,1894.0,67,E,3,1,0076,3400.0,55.0,
2007082533,,3,99.0,,67,E,3,4,,,,TREMONT ST
2007093222,,4,2.0,,67,W,3,4,,,,PIKE ST
2007107476,1.0,3,4.0,562.0,67,E,3,1,0676,14.0,50.0,SEVENTH ST
2007098278,3.0,3,4.0,1800.0,67,N,3,2,3019,50.0,35.0,ESSINGTON AV
2007047328,1.0,3,3.0,132.0,67,W,3,1,0076,3431.0,50.0,
2007091950,,5,1.0,,67,E,3,4,,,15.0,WOODHAVEN RD
2007098780,,4,99.0,,67,N,4,4,,,,OXFORD CR
2007046708,,4,2.0,,67,S,4,4,,,,TWELFTH ST
2007095281,3.0,4,2.0,2879.0,67,W,5,2,1018,21.0,30.0,GRANT AV
2007105768,1.0,3,1.0,835.0,67,N,3,2,8004,510.0,40.0,RAMP C RD
2007097854,,4,2.0,,67,W,3,4,,,25.0,WISTER ST
2007067832,,4,99.0,,67,N,3,4,,,,RESERVOIR DR
2007025829,,3,1.0,,67,E,3,4,,,20.0,
2007123238,3.0,3,2.0,569.0,67,N,3,2,4002,70.0,35.0,STENTON AV
2007080181,3.0,3,2.0,660.0,67,N,3,2,1004,140.0,30.0,TORRESDALE AV
2007065641,,4,2.0,,67,E,4,4,,,25.0,LEVERINGTON AV
2007107947,3.0,3,2.0,1605.0,67,N,3,2,2001,170.0,,RICHMOND ST
2007098282,,4,2.0,,67,E,4,4,,,20.0,ORTHODOX ST
2007067192,3.0,3,2.0,2176.0,67,W,3,2,0013,20.0,25.0,BALTIMORE AV
2007027913,3.0,3,2.0,76.0,67,W,3,2,3021,10.0,25.0,
2007097255,1.0,4,3.0,1709.0,67,W,3,1,0076,3471.0,50.0,SCHUYLKILL EX
2007049044,,4,2.0,,67,N,4,4,,,25.0,HOLMEHURST AV
2007092069,,3,2.0,,67,E,4,4,,,35.0,PINE ST
2007105926,3.0,3,3.0,554.0,67,E,3,2,3010,90.0,25.0,MARKET ST
2007080118,,3,2.0,,67,E,3,4,,,25.0,WIDENER PL
2007067233,,5,2.0,,67,E,5,4,,,35.0,LINDBERGH BL
2007027928,,4,6.0,,67,E,4,4,,,,FRONT ST
2007099356,,4,1.0,,67,W,3,4,,,,RACE ST
2007047972,,3,4.0,,67,N,3,1,0095,,55.0,ALLEGHENY AV
2007095792,,3,99.0,,67,E,4,4,,,,CAMBRIA ST
2007128179,3.0,3,2.0,2257.0,67,E,3,2,1016,20.0,30.0,HOLME AV
2007081630,,4,99.0,,67,S,3,4,,,,SOUDER ST
2007066839,,4,2.0,,67,N,3,4,,,25.0,KENSINGTON AV
2007028823,,4,2.0,,67,S,4,4,,,35.0,G ST
2007125133,,4,2.0,,67,E,3,4,,,,LOMBARD ST
2007046914,,3,2.0,,67,N,4,4,,,,41ST ST
2007093409,,3,2.0,,67,W,3,4,,,25.0,W RUSCOMB ST
2007107954,3.0,3,2.0,2042.0,67,S,3,2,3019,65.0,35.0,PASSYUNK AV
2007080271,,3,2.0,,67,N,4,4,,,,11TH ST
2007066523,,4,2.0,,67,S,3,4,,,25.0,THIRD ST
2007029560,,4,2.0,,67,E,4,4,,,25.0,WYNNEFIELD AV
2007120641,,9,2.0,,67,W,9,4,,,35.0,BARTRAM AV
2007080398,,4,2.0,,67,W,4,4,,,25.0,SEVENTYFIRST ST
2007093575,1.0,3,4.0,915.0,67,N,3,1,0095,214.0,55.0,
2007109139,3.0,5,2.0,641.0,67,N,5,2,1009,14.0,25.0,BRIDGE ST
2007098783,,4,2.0,,67,N,4,4,,,25.0,FORTYSECOND ST
2007047538,3.0,4,2.0,0.0,67,N,4,2,3015,60.0,25.0,COBBS CREEK PY
2007091872,3.0,3,2.0,2672.0,67,W,3,2,2008,41.0,,GIRARD AV
2007098732,,3,1.0,,67,N,3,4,,,,HOWARD ST
2007080817,,3,4.0,,67,N,3,4,,,25.0,KENSINGTON AV
2007095357,,4,1.0,,67,W,3,4,,,25.0,RITNER ST
2007106805,,4,99.0,,67,E,5,4,,,,PEARCE ST
2007084597,3.0,3,2.0,1203.0,67,N,3,2,4001,60.0,35.0,HENRY AV
2007080021,,4,2.0,,67,N,4,4,,,,WATER ST
2007066556,3.0,3,2.0,490.0,67,S,3,2,0013,181.0,30.0,ROOSEVELT BL
2007125763,3.0,5,3.0,0.0,67,W,5,2,1018,31.0,35.0,GRANT AV
2007080477,,4,2.0,,67,E,4,4,,,,SAINT VINCENT ST
2007066330,3.0,3,2.0,765.0,67,W,3,2,0030,40.0,30.0,LANCASTER AV
2007107072,3.0,3,4.0,1201.0,67,N,3,2,0611,150.0,30.0,BROAD ST
2007127644,3.0,3,2.0,1347.0,67,W,3,2,4007,60.0,25.0,WASHINGTON LN
2007066403,,4,2.0,,67,N,3,4,,,25.0,LORETTO AV
2007056427,3.0,3,2.0,0.0,67,S,3,2,0013,91.0,25.0,GIRARD AV
2007123800,3.0,4,2.0,0.0,67,W,4,2,0003,25.0,35.0,COBBS CREEK PY
2007081053,3.0,3,2.0,0.0,67,N,3,2,1003,30.0,35.0,WHITAKER AV
2007067116,3.0,3,2.0,0.0,67,E,3,2,3004,30.0,,LINDBERGH BL
2007107021,,5,4.0,,67,E,5,4,,,35.0,LINDBERGH BL
2007098272,3.0,3,2.0,215.0,67,W,3,2,3005,90.0,,LANCASTER AV
2007047761,,4,2.0,,67,N,4,4,,,,TWENTYSECOND ST
2007092494,,3,1.0,,67,S,4,4,,,25.0,40TH ST
2007123813,,3,99.0,,67,E,4,4,,,,UNRUH AV
2007081586,,4,2.0,,67,N,4,4,,,25.0,FORTYTHIRD ST
2007067305,,4,99.0,,67,N,3,4,,,,FRANKLIN AV
2007107351,,4,2.0,,67,N,3,4,,,,59TH ST
2007098087,,4,1.0,,67,W,3,4,,,25.0,SANSOM ST
2007045746,,4,2.0,,67,W,3,4,,,,VINE ST
2007092322,3.0,4,4.0,1837.0,67,S,5,2,2001,111.0,35.0,DELAWARE AV
2007106550,,4,2.0,,67,E,3,4,,,25.0,WISTER ST
2007080059,3.0,3,2.0,1921.0,67,S,3,2,0532,31.0,35.0,BUSTLETON AV
2007117198,,4,2.0,,67,N,3,4,,,30.0,67TH ST
2007107485,,3,1.0,,67,N,4,4,,,,23RD ST
2007100022,3.0,3,2.0,499.0,67,S,3,2,1007,51.0,35.0,TACONY ST
2007045731,,4,99.0,,67,S,3,4,,,,BRYN MAWR AV
2007027897,,4,99.0,,67,E,3,4,,,,HUNTING PARK AV
2007124656,,4,2.0,,67,E,4,4,,,25.0,BURNHAM RD
2007080277,3.0,3,2.0,2026.0,67,S,3,2,0611,41.0,30.0,BROAD ST
2007067258,,3,2.0,,67,E,3,4,,,,LUZERNE ST
2007107018,3.0,3,2.0,973.0,67,W,3,2,0003,31.0,35.0,WALNUT ST
2007126210,3.0,3,2.0,1264.0,67,E,3,2,2004,10.0,,MARKET ST
2007080127,,3,1.0,,67,E,4,4,,,,ONTARIO ST
2007065779,,3,99.0,,67,E,4,4,,,,COLWYN ST
2007120305,,3,2.0,,67,N,4,4,,,25.0,CRESHEIM RD
2007080067,3.0,3,1.0,0.0,67,W,4,2,2004,11.0,25.0,MARKET ST
2007093380,,3,99.0,,67,S,4,4,,,,12TH ST
2007058168,,4,2.0,,67,E,4,4,,,25.0,CLEARFIELD ST
2007126659,,4,2.0,,67,E,4,4,,,,SPENCER ST
2007029323,3.0,3,2.0,1543.0,67,E,3,2,2006,70.0,25.0,SPRING GARDEN ST
2007067479,,4,4.0,,67,E,5,4,,,35.0,BELMONT MANSION DR
2007125453,3.0,3,2.0,0.0,67,S,3,2,1005,141.0,35.0,CASTOR AV
2007046918,,4,1.0,,67,E,3,4,,,25.0,BAINBRIDGE ST
2007093161,3.0,3,2.0,1674.0,67,N,3,2,0013,150.0,30.0,HUNTING PARK AV
2007107759,,3,1.0,1019.0,67,N,3,2,8025,260.0,25.0,RAMP RD
2007127668,,3,4.0,,67,E,3,4,,,35.0,CHELTENHAM AV
2007071359,3.0,3,2.0,2293.0,67,S,3,2,3009,110.0,35.0,RIDGE AV
2007022111,,4,2.0,,67,E,3,4,,,25.0,YORK ST
2007120635,,4,2.0,,67,N,3,4,,,25.0,53RD ST
2007082518,1.0,3,3.0,1224.0,67,S,3,1,0095,211.0,55.0,DELAWARE EX
2007095352,,3,2.0,,67,E,3,4,,,,W LOUDEN ST
2007109395,3.0,3,2.0,994.0,67,N,3,2,3025,10.0,35.0,LINDBERGH BL
2007125240,,4,99.0,,67,N,3,4,,,,LYNFORD ST
2007081704,3.0,3,2.0,2097.0,67,S,3,2,1004,200.0,30.0,TORRESDALE AV
2007065647,,3,99.0,,67,N,3,4,,,,66TH ST
2007124663,3.0,3,99.0,3211.0,67,W,3,2,0003,91.0,,WALNUT ST
2007082207,3.0,3,1.0,2338.0,67,S,3,2,0013,110.0,25.0,THIRTYTHIRD ST
2007092497,,4,1.0,,67,S,3,4,,,25.0,23RD ST
2007110755,3.0,4,2.0,1228.0,67,W,3,2,1002,31.0,35.0,CHELTENHAM AV
2007120651,,4,2.0,,67,W,3,4,,,,MOYAMENSING AV
2007048899,,3,6.0,,67,N,3,4,T001,,40.0,ROOSEVELT BL
2007095377,3.0,4,99.0,901.0,67,W,4,2,0291,151.0,,
2007126209,,3,99.0,,67,N,4,4,,,,47TH ST
2007048916,3.0,4,3.0,1965.0,67,W,4,2,4006,11.0,35.0,CITY LINE UPPER BR
2007091960,,3,2.0,,67,S,4,4,,,25.0,19TH ST
2007057418,3.0,3,2.0,320.0,67,W,3,2,4004,80.0,25.0,OLNEY AV
2007098807,,4,2.0,,67,W,3,4,,,,CALLOWHILL ST
2007048855,3.0,3,2.0,1979.0,67,W,3,2,1004,10.0,30.0,ERIE AV
2007095789,3.0,3,3.0,1363.0,67,S,3,2,6001,341.0,45.0,ROOSEVELT BL
2007098972,,4,2.0,,67,W,3,4,,,30.0,POPLAR ST
2007080178,,5,2.0,,46,W,5,4,,,,MERMAID LN
2007095064,3.0,3,2.0,2095.0,67,W,3,2,3006,11.0,,WALNUT ST
2007109774,,3,99.0,,67,S,4,4,,,,9TH ST
2007099644,,4,2.0,,67,E,4,4,,,20.0,KNORR ST
2007080898,,4,99.0,,67,S,3,4,,,,COTTAGE ST
2007095358,1.0,5,2.0,775.0,67,S,3,2,8020,10.0,,RAMP RD
2007014726,1.0,3,2.0,190.0,67,W,3,1,0076,3401.0,50.0,SCHUYLKILL EX
2007080046,3.0,3,3.0,1640.0,67,N,3,2,6001,200.0,40.0,ROOSEVELT BL
2007067203,,4,3.0,,67,N,4,4,,,25.0,SIXTYSECOND ST
2007107016,,3,2.0,,67,N,3,4,,,25.0,19TH ST
2007098483,,5,99.0,,67,E,4,4,,,,JASPER ST
2007048995,,4,2.0,,67,E,3,4,,,,MANHEIM ST
2007091866,,3,99.0,,67,E,4,4,,,25.0,DOREL ST
2007108206,1.0,4,1.0,0.0,67,S,3,2,8045,260.0,,RAMP E RD
2007097809,,4,2.0,,67,N,3,4,,,,15TH ST
2007047835,1.0,3,4.0,729.0,67,E,3,1,0676,15.0,,VINE ST
2007057992,,4,2.0,,67,E,4,4,,,25.0,WAKELING ST
2007099155,,3,99.0,,67,U,4,4,,,,RUTLAND ST
2007047611,,4,99.0,,67,N,3,4,,,,KENSINGTON AV
2007092331,,4,99.0,,67,S,3,4,,,,24TH ST
2007106511,,3,1.0,,67,W,4,4,,,,CAYUGA ST
2007082215,,4,99.0,,67,N,3,4,,,,THORNTON RD
2007067650,3.0,6,2.0,1571.0,67,W,8,2,1002,81.0,35.0,ADAMS AV
2007057417,,4,2.0,,67,W,4,4,,,,WALNUT PARK DR
2007099495,,4,2.0,,67,E,3,4,,,25.0,MASTER ST
2007084582,,3,99.0,,67,S,4,4,,,,FIFTEENTH ST
2007095783,3.0,3,1.0,826.0,67,N,3,2,2009,40.0,,ARAMINGO AV
2007030106,,3,2.0,,67,W,3,4,,,25.0,MANTUA AV
2008016459,,3,1.0,,67,W,3,4,,,,MOORE AV
2008035023,3.0,3,4.0,925.0,67,W,3,2,0003,111.0,35.0,WALNUT ST
2007056992,,4,2.0,,67,N,4,4,,,25.0,FIFTYFIRST ST
2008017331,3.0,3,2.0,1456.0,67,E,3,2,3017,70.0,35.0,PARKSIDE AV
2007022385,,3,2.0,1010.0,67,N,3,2,6073,20.0,25.0,COTTMAN AV
2008006403,3.0,3,2.0,2680.0,67,E,3,2,3017,10.0,25.0,WHITBY AV
2008003992,2.0,5,3.0,3581.0,67,E,5,2,3002,20.0,35.0,EIGHTYFOURTH ST
2007056986,,4,1.0,,67,W,4,4,,,25.0,YORK ST
2007023068,1.0,4,1.0,0.0,67,N,4,2,8004,510.0,,RAMP C RD
2012034612,3.0,4,2.0,1202.0,67,E,4,2,2016,100.0,30.0,ALLEGHENY AV
2008006526,,3,99.0,,67,S,3,4,,,,FOX ST
2007056439,,3,2.0,,67,W,4,4,,,,NORRIS ST
2008004904,3.0,3,2.0,2464.0,67,W,3,2,3018,10.0,45.0,HAVERFORD AV
2008018608,,3,2.0,2688.0,67,W,3,2,8018,20.0,,RAMP RD
2007023064,3.0,3,2.0,423.0,67,N,3,2,3009,120.0,35.0,RIDGE AV
2008073499,,3,2.0,,67,W,4,4,,,25.0,MOUNT AIRY AV
2008023985,,4,2.0,,67,N,3,4,,,25.0,MASCHER ST
2007056549,,4,2.0,,67,E,4,4,,,,CHEW AV
2008005960,,3,2.0,,67,N,4,4,,,25.0,62ND ST
2008023962,,3,1.0,,67,W,3,4,,,15.0,FORD RD
2007056727,3.0,4,2.0,0.0,67,N,4,2,3017,60.0,35.0,FIFTYSECOND ST
2007056617,3.0,3,2.0,1677.0,67,N,3,2,0232,32.0,25.0,OXFORD AV
2008018095,,4,2.0,,67,N,3,4,,,,BATTERSBY ST
2007056818,3.0,3,2.0,682.0,67,E,3,2,2016,110.0,25.0,ALLEGHENY AV
2008033005,,3,2.0,,67,N,4,4,,,,LARGE ST
2008008938,1.0,3,2.0,864.0,67,S,3,2,8019,260.0,,RAMP RD
2007051155,,3,1.0,,67,W,4,4,,,,ARROTT ST
2007092193,,4,2.0,,67,E,4,4,,,,BENTON AV
2007051225,,4,99.0,,67,W,3,4,,,,CECIL B MOORE AV
2007022858,3.0,3,2.0,2000.0,67,S,3,2,1013,91.0,35.0,ACADEMY RD
2007022223,3.0,3,2.0,2107.0,67,N,3,2,3007,90.0,,KELLY DR
2008003821,3.0,3,4.0,1098.0,67,W,3,2,3021,20.0,25.0,ELMWOOD AV
2007028462,,3,1.0,,67,E,4,4,,,25.0,ELBRIDGE ST
2008018241,3.0,4,3.0,0.0,67,S,4,2,0001,361.0,45.0,ROOSEVELT BL
2007051157,3.0,3,2.0,2061.0,67,E,3,2,4011,10.0,35.0,MIDVALE AV
2008005988,,3,1.0,,67,N,3,4,,,,7TH ST
2007074033,1.0,3,3.0,889.0,67,E,3,1,0076,3424.0,50.0,SCHUYLKILL EX
2007022816,,3,2.0,,67,N,3,4,,,,S 62ND ST
2008006422,,3,2.0,,67,E,4,4,,,25.0,SPRUCE ST
2008017111,,3,2.0,,67,N,3,4,,,30.0,69TH AV
2008017386,,4,99.0,,67,N,4,4,,,,TWENTYSECOND ST
2007056996,,3,3.0,,67,W,3,1,0076,,50.0,SPRINGGARDEN ST
2008006253,,5,2.0,,67,W,4,4,,,,CALLOWHILL ST
2008033151,,3,1.0,,67,N,4,4,,,25.0,ARIZONA ST
2007056436,,4,1.0,,67,S,3,4,,,25.0,10TH ST
2008002494,1.0,3,2.0,169.0,67,E,3,2,8004,260.0,50.0,RAMP D RD
2008029734,,3,1.0,,67,E,4,4,,,25.0,GREENLAND DR
2007056451,,3,2.0,,67,N,3,4,,,25.0,S 51ST ST
2008005990,,4,2.0,,67,N,3,4,,,,G ST
2008024223,,3,1.0,,67,N,4,4,,,25.0,40TH ST
2007057429,3.0,3,2.0,1246.0,67,E,3,2,0073,80.0,30.0,TORRESDALE AV
2007099457,,3,2.0,,67,E,4,4,,,35.0,GEORGES HILL DR
2007082503,,4,99.0,,67,E,4,4,,,,THOMPSON ST
2007066400,,3,1.0,,67,E,3,4,,,15.0,FANSHAWE ST
2007105963,3.0,3,2.0,2074.0,67,N,3,2,3009,90.0,35.0,RIDGE AV
2007098507,,3,1.0,,67,N,4,4,,,25.0,38TH ST
2007047827,,4,2.0,,67,E,3,4,,,35.0,LOUDEN ST
2007058665,,5,2.0,0.0,67,N,4,2,6073,10.0,25.0,STATE RD
2007100116,1.0,3,4.0,2275.0,67,E,3,1,0076,3404.0,50.0,SCHUYLKILL EX
2007047268,,3,2.0,2470.0,67,N,3,2,3019,30.0,35.0,ESSINGTON AV
2007115685,3.0,3,2.0,2394.0,67,S,3,2,0232,32.0,25.0,OXFORD AV
2007107528,,4,99.0,,67,S,4,4,,,,EIGHTH ST
2007081670,3.0,4,2.0,918.0,67,E,4,2,4009,40.0,35.0,BERKLEY ST
2007095039,,4,99.0,,67,W,3,4,,,,LEVERINGTON AV
2007058639,3.0,3,2.0,0.0,67,N,3,2,0611,100.0,30.0,BROAD ST
2007099148,3.0,3,2.0,0.0,67,N,3,2,3015,74.0,25.0,COBBS CREEK PY
2007048942,3.0,3,3.0,1950.0,67,N,3,2,6001,160.0,40.0,ROOSEVELT BL
2007092070,,3,2.0,,67,E,4,4,,,20.0,HAINES ST
2007120228,3.0,3,2.0,2218.0,67,W,3,2,1001,10.0,35.0,RISING SUN AV
2007048930,,4,4.0,,67,S,3,4,,,35.0,BELFIELD AV
2007091908,,4,99.0,,67,W,3,4,,,,COULTER ST
2008015736,,5,2.0,,67,E,5,4,,,,SOMERVILLE AV
2007125117,,4,2.0,,67,N,4,4,,,30.0,FRONT ST
2007082208,3.0,5,2.0,0.0,67,N,5,2,2007,140.0,25.0,FRANKFORD AV
2007065753,,3,2.0,,67,E,4,4,,,25.0,TIOGA ST
2007107505,,4,99.0,,67,E,5,4,,,,CHALMERS AV
2007080969,,4,2.0,,67,N,4,4,,,,22ND ST
2007065768,,5,4.0,,67,S,4,4,,,35.0,SIXTYFIRST ST
2007027995,,4,2.0,,67,N,3,4,,,,BENNER ST
2007120256,3.0,3,2.0,1468.0,67,N,3,2,2001,30.0,,OREGON AV
2007047372,3.0,3,2.0,2375.0,67,W,3,2,1005,50.0,25.0,CASTOR AV
2007092930,,3,2.0,,67,W,4,4,,,35.0,LANSDOWNE AV
2007106059,,3,2.0,,67,N,3,4,,,35.0,FRONT ST
2007081002,3.0,3,3.0,0.0,67,N,3,2,6001,300.0,45.0,ROOSEVELT BL
2007047701,,4,2.0,,67,N,3,4,,,25.0,5TH ST
2007093372,3.0,4,2.0,0.0,67,E,4,2,0073,90.0,30.0,PRINCETON AV
2007120719,,3,99.0,,67,E,4,4,,,,CHRISTIAN ST
2007029312,,3,2.0,,67,N,3,4,,,35.0,MARLYN RD
2007108535,,3,99.0,,67,N,3,4,,,,16TH ST
2007107894,3.0,3,2.0,321.0,67,W,3,2,3006,11.0,25.0,WALNUT ST
2007098275,,4,2.0,,67,E,3,4,,,30.0,LONGSHORE AV
2007045748,,3,2.0,,67,W,4,4,,,,GRANGE AV
2007091947,,3,4.0,,67,W,3,4,,,35.0,HUNTING PARK AV
2007125137,,3,2.0,,67,W,4,4,,,35.0,HUNTING PARK AV
2007048001,,5,2.0,1904.0,67,N,4,2,6073,20.0,25.0,COTTMAN AV
2007029376,3.0,3,2.0,1268.0,67,N,3,2,4002,60.0,35.0,STENTON AV
2007106083,3.0,3,3.0,836.0,67,N,3,2,3007,30.0,,BENJAMIN FRANKLIN PY
2007097859,,4,1.0,,67,N,4,4,,,25.0,THIRTEENTH ST
2007046885,3.0,3,4.0,811.0,67,B,3,2,3015,50.0,25.0,COBBS CREEK PY
2007093178,3.0,3,2.0,2197.0,67,B,3,2,1001,10.0,35.0,RISING SUN AV
2007120686,,3,2.0,,67,N,4,4,,,25.0,22ND ST
2007048306,3.0,3,3.0,0.0,67,E,3,2,2676,10.0,25.0,VINE ST
2007117262,3.0,3,2.0,1448.0,67,N,3,2,2007,110.0,,FRANKFORD AV
2007107771,,3,1.0,,67,S,3,4,,,25.0,21ST ST
2007080175,,3,1.0,,67,W,3,4,,,25.0,SHAWMONT RD
2007067975,,4,1.0,,67,E,3,4,,,25.0,CUMBERLAND ST
2007027992,,3,2.0,,67,E,3,4,,,25.0,BYBERRY RD
2007098136,1.0,3,1.0,1028.0,67,N,3,2,8008,500.0,,RAMP D RD
2007047573,,4,1.0,,67,S,3,4,,,25.0,FORTIETH ST
2007095804,,4,4.0,,67,W,4,4,,,25.0,CALLOWHILL ST
2007105914,3.0,3,2.0,1672.0,67,W,3,2,2008,41.0,25.0,GIRARD AV
2007082921,,4,99.0,,67,E,3,4,,,,STENTON AV
2007067853,3.0,3,2.0,974.0,67,E,3,2,3015,60.0,25.0,COBBS CREEK PY
2007054647,1.0,3,2.0,941.0,67,W,3,1,0076,3455.0,50.0,SCHUYLKILL EX
2007098977,3.0,4,2.0,0.0,67,S,4,2,0611,181.0,45.0,BROAD ST
2007047368,,3,2.0,,67,E,4,4,,,35.0,JOHNSON ST
2007117226,3.0,3,2.0,474.0,67,E,3,2,4002,120.0,30.0,GODFREY AV
2007110091,,3,2.0,,67,N,3,4,,,30.0,HASBROOK AV
2007084724,3.0,3,2.0,910.0,67,E,3,2,2016,30.0,,ALLEGHENY AV
2007065772,3.0,3,2.0,610.0,67,N,3,2,3009,100.0,35.0,RIDGE AV
2007029242,3.0,3,2.0,1804.0,67,W,3,2,2008,61.0,25.0,GIRARD AV
2007126697,1.0,4,1.0,1192.0,67,S,4,2,8004,260.0,,
