CRN,AXLE_CNT,CARGO_BD_TYPE,CARRIER_ADDR_1,CARRIER_ADDR_2,CARRIER_ADDR_CITY,CARRIER_ADDR_STATE,CARRIER_ADDR_ZIP,CARRIER_NM,CARRIER_TEL,GVWR,HAZMAT_CD1,HAZMAT_CD2,HAZMAT_CD3,HAZMAT_CD4,HAZMAT_IND,HAZMAT_REL_IND1,HAZMAT_REL_IND2,HAZMAT_REL_IND3,HAZMAT_REL_IND4,ICC_NUM,OSIZE_LOAD_IND,PERMITTED,PUC_NUM,SPECIAL_SIZING1,SPECIAL_SIZING2,SPECIAL_SIZING3,SPECIAL_SIZING4,UNIT_NUM,USDOT_NUM,VEH_CONFIG_CD
2009111834,99.0,9,9982 WISTARIA,,PHILADELPHIA,PA,19115,KWESI ANNAN,9999999999,80000.0,,,,,N,,,,,,N,,,,,,,1,,8
2010034922,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009013173,99.0,9,UNKNOWN,,UNKNOWN,ZZ,999999999,UNKNOWN,9999999999,,,,,,N,,,,,,U,,,,,,,1,,8
2009038874,99.0,8,40 N BROAD ST,,PHILADELPHIA,PA,19130,SCHOOL DISTRICT OF PHILA,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009038874,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009039091,5.0,2,813 N OCTORARA TRAIL,,PARKESBURG,PA,19365,BRT INC,6108579216,80000.0,1.0,2.0,0.0,3.0,Y,1.0,1.0,1.0,1.0,,N,,,,,,,2,248932.0,8
2009047079,99.0,1,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999,,,,,,N,,,,,,N,,,,,,,2,,6
2009047091,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009067894,2.0,1,8 EAST INDUSTRIAL DRIVE,,MIFFLINTON,PA,17059,ZIMMERAN TRUCK LINES INC,8009972707,80000.0,,,,,N,,,,,,N,,,,,,,1,246116.0,8
2009067894,3.0,1,13 RUTLEDGE DRIVE,,PITTSTON,PA,18640,NORTH STAR,8003039787,80000.0,,,,,N,,,,,,N,,,,,,,2,745614.0,8
2009073147,99.0,5,613 W OAK LN,,GLENOLDEN,PA,19036,PHOENIX,6103671100,73280.0,,,,,N,,,,,,N,,,,,,,1,223735.0,0
2009081628,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009105859,99.0,9,1250 GLEN AVE,,MOORESTOWN,NJ,08057,PHILA. COCA COLA BOTTLING,9999999999,,,,,,N,,,,,,,,,,,,,4,,99
2009111764,99.0,9,9565 BLACK DOD ALLEY,,EASTON,MD,21601,WILLIAM STEWART,9999999999,,,,,,N,,,,,,N,,,,,,,2,,99
2009119819,99.0,0,3 CAPITSAL DR,,EDEN PRAIRIE,PA,55344,GELCO CORPORATION,9999999999,,,,,,N,,,,,,N,,,,,,,2,,5
2009067588,2.0,1,796HAUNTED LN,,BENSALEM,PA,19020,SHRED IT USA INC,2152446626,33000.0,,,,,N,,,,,,U,,,,,,,1,,3
2009081669,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,2155806407,,,,,,N,,,,,,N,,,,,,,1,,11
2009100095,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009111421,5.0,1,POB 807,,KEYSER,WV,267260807,QUALITY SUPPLIER TRUCKING INC,3047881980,80000.0,,,,,N,,,,,,N,,,,,,,1,207025.0,8
2009111772,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,3,,11
2009114133,3.0,0,9035 COLLINS AVE,,PENNSAUKEN,NJ,08109,FLANAGAN'S AUTO AND TRUCK SERVIC,8564860606,80000.0,,,,,N,,,,,,N,,,,,,,2,1691496.0,4
2009124169,99.0,9,1582 RT 38 PO BOX 619,,LUMBERTON,NJ,08480,MILLER AUTO LEASING CO,9999999999,,,,,,,,,,,,U,,,,,,,2,,99
2010003560,99.0,1,852 N 6TH ST,,PHILADELPHIA,PA,19107,A & A TRUCKING LLC,9999999999,,,,,,N,,,,,,N,,,,,,,2,,8
2010006364,99.0,1,600 PACKER AVENUE,,PHILADELPHIA,PA,19148,SYSCO FOOD SERVICES OF PHILA L,6096171083,65000.0,,,,,N,,,,,,N,,,,,,,2,,8
2010011070,1.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009030419,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009049562,99.0,8,ONE PENN PLAZA,,NEWARK,NJ,07105,NEW JERSEY TRANSIT CORP,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009049562,99.0,9,PO BOX 1350,,BINGHAMTON,NY,13902,WILLOW RUN FOOD,9999999999,,,,,,N,,,,,,U,,,,,,,2,,8
2009054511,2.0,8,2500 WHEATSHEAF LANE,,PHILADELPHIA,PA,19137,DURHAM SCHOOL SERVICES LP,9999999999,999999.0,,,,,N,,,,,,N,,,,,,,2,,11
2009056982,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009086216,5.0,9,909 GARDEN DRIVE,ESSEX,BALTIMORE,MD,21221,HENRY LEE,4445639776,80000.0,,,,,N,,,,,,N,,,,,,,1,548880.0,6
2009106827,99.0,3,7850 NE 74TH AVE,,KENYON,MN,55946,KELLERS TRANSPORT LLC,5073304088,80000.0,,,,,N,,,,,,N,,,,,,,1,631931.0,8
2009120828,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009125426,99.0,1,PO BOX 11626,,WILMINGTON,DE,19850,WALLEY'S TRUCK INC,9999999999,,,,,,N,,,,,,N,,,,,,,1,,8
2010003177,99.0,8,3740 E. THOMPSON ST.,,PHILADELPHIA,PA,19137,ATLANTIC EXPRESS,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009029981,5.0,1,3333 S FRONT STREET,,PHILADELPHIA,PA,19148,TEDDAN PRODUCE,9999999999,80000.0,,,,,N,,,,,,N,,,,,,,1,1483036.0,6
2009054666,2.0,8,2334 CHRISTIAN ST,,PHILADELPHIA,PA,19146,LLC. INC,2019376981,19500.0,,,,,N,,,,,,N,,,,,,,2,,11
2009063878,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009067301,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009091992,99.0,1,P.O. BOX 23,,BAYONNE,NJ,07002,CARAVAN INC,9999999999,,,,,,N,,,,,,N,,,,,,,2,,6
2009039222,99.0,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999,,,,,,N,,,,,,U,,,,,,,2,,99
2009039553,99.0,1,1270 WUNDERLAND RD,,ROSLYN,PA,19001,NICHOLAS FENCL,2154356499,,,,,,N,,,,,,U,,,,,,,1,,6
2009039553,99.0,0,1600 ARCH ST 4TH FL,,PHILADELPHIA,PA,19103,CITY OF PHILADELPHIA,9999999999,73280.0,,,,,N,,,,,,U,,,,,,,2,,99
2009047171,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,3,,11
2009051732,3.0,1,43 RALPH ROAD,,WEST ORANGE,NJ,07052,ROSS TRANSPORTATION LLC,2016869911,50000.0,,,,,N,,,,,,N,,,,,,,2,652066.0,4
2009067439,99.0,8,BOND AVE & BURMONT RD,,DREXEL HILL,PA,19026,UPPER DARBY SCHOOL DISTRICT,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009069705,99.0,3,7777 BREWSTER AVE,,PHILADELPHIA,PA,19153,AAA MID ATLANTIC,9999999999,25500.0,,,,,,,,,,,U,,,,,,,2,,5
2009079526,99.0,9,100 S BROAD ST 3RD FL,,PHILADELPHIA,PA,19110,CITY OF PHILADELPHIA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,99
2009080083,99.0,7,825 HIGHWAY 33 EAST,PO BOX 5010,FREEHOLD,NJ,08527,FCI TRANSPORT INC,9999999999,,,,,,N,,,,,,U,,,,,,,2,,99
2009081626,99.0,8,UNKNOWN,,PHILADELPHIA,PA,99999,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009108867,99.0,1,998 S. HAVERTOWN RD.,,PHILADELPHIA,PA,99999,BERNARD LYNCH B&L HAULING,9999999999,80000.0,,,,,N,,,,,,N,,,,,,,2,,8
2009120620,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009125281,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2010006414,5.0,1,641 ANN ST,DURYEA,DURYEA,PA,18642,A J IZZO TRUCKING INC,5704573765,80000.0,,,,,N,,,,,,U,,,,,,,1,,8
2009044462,99.0,7,5104 GRAYS AVE,,PHILADELPHIA,PA,19142,CITY OF PHILADELPHIA,2156852600,,,,,,N,,,,,,N,,,,,,,1,,5
2009054553,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009067558,99.0,1,"12 GOTWALS LANE,PO BOX",,OLEY,PA,19547,GEORGE HUTT INC,9999999999,80000.0,,,,,N,,,,,,N,,,,,,,2,,8
2009081664,2.0,7,616 FM 1960 WEST STE,800,HOUSTON,TX,77090,ABITIBI CONSOLIDATED CORP,2815863015,48000.0,,,,,N,,,,,,N,,,,,,,1,823571.0,3
2009081664,2.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,58000.0,,,,,N,,,,,,N,,,,,,,2,,11
2009086149,99.0,9,1600CH ST 4TH FL,,PHILADELPHIA,PA,99999,CITY OF PHILADELPHIA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,99
2009086231,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009105722,99.0,8,1350 SCHUYLKILL AVE,,PHILADELPHIA,PA,19146,76 CARRIAGE CO INC,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009105724,99.0,1,7 CENTRE DR SUITE 4,PO BOX 554,JAMESBURG,NJ,08851,SYSTEM FREIGHT,9999999999,,,,,,N,,,,,,N,,,,,,,1,,8
2009111862,99.0,7,100 S. BROAD ST,,PHILADELPHIA,PA,99999,CITY OF PHILA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,5
2010005530,4.0,3,15 EAST UNION AVE,,EAST RUTHERFORD,NJ,07073,ALLIED BUILDING PRODUCTS CTS,9999999999,70000.0,,,,,N,,,,,,N,,,,,,,1,160249.0,4
2010006221,99.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,SEPTA,9999999999,999999.0,,,,,N,,,,,,U,,,,,,,2,,11
2009007829,3.0,2,813 N OCTORARA TRAIL,,PARKESBURG,PA,19365,BUCK RUN TRANSPORT,6108579216,80000.0,2.0,,,,Y,1.0,,,,,N,,,,,,,2,248932.0,6
2009028470,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009054983,3.0,8,440 NORTH BROAD STREET,,PHILADELPHIA,PA,19130,PHILADELPHIA DEPT OF EDUCATION,2154005297,17500.0,,,,,N,,,,,008675409,N,,A-00675309,,,,,1,8675309.0,11
2009056351,99.0,8,7311 ELMWOOD AVE,,PHILADELPHIA,PA,99999,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009093170,99.0,7,100 S BROAD ST,3RD FL,PHILADELPHIA,PA,19110,CITY OF PHILADELPHIA,9999999999,71620.0,,,,,N,,,,,,U,,,,,,,2,,5
2009096838,99.0,9,119 MOONACHIE AVE,,MOONACHIE,NJ,07074,RYDER TRUCK RENTAL,9999999999,,,,,,N,,,,,,N,,,,,,,2,,99
2009100815,99.0,9,809 N BETHLEHEM PIKE,,SPRING HOUSE,PA,19477,DRISCOLL CONSTRUCTION CO INC,9999999999,48860.0,,,,,N,,,,,,U,,,,,,,1,,99
2009105630,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009110646,2.0,1,1500 WEST ELIZABETH AVE,,LINDEN,NJ,07036-6323,DOLAN TRANSPORTATION SERVICES IN,9084741400,25500.0,,,,,N,,,,,,N,,,,,,,1,311682.0,3
2009120583,99.0,9,1443 ELBRIDGE ST,,PHILADELPHIA,PA,99999,JOSE ORTIZ,9999999999,80000.0,,,,,N,,,,,,N,,,,,,,2,,99
2009124869,99.0,9,100 S BROAD ST,,PHILADELPHIA,PA,99999,CITY OF PHILADELPHIA,9999999999,999999.0,,,,,N,,,,,,N,,,,,,,2,,98
2009031128,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009037095,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009048666,99.0,1,111 2ND ST,,PLAINS,PA,99999,RYDER TRUCK RENTAL LT,9999999999,80000.0,,,,,N,,,,,,N,,,,,,,1,,6
2009063705,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,2155807800,,,,,,N,,,,,,N,,,,,,,2,,11
2009086599,5.0,1,PO BOX 538,,NEWARK,NY,14513,SUPERIOR TRUCK LINES,8006784785,80000.0,,,,,N,,,,,,N,,,,,,,2,535565.0,8
2009111593,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,3,,11
2009118939,99.0,9,3600 S 26TH,,UNKNOWN,PA,99999,SJA CONSTRUCTION,9999999999,73280.0,,,,,N,,,,,,U,,,,,,,2,,99
2009120523,99.0,8,1234 MARKET ST 14TH FL,,PHILLADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2009120745,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,2,,11
2010006394,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,1,,11
2009031146,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999,,,,,,N,,,,,,N,,,,,,,4,,11
2009033396,3.0,0,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999,80000.0,,,,,N,,,,,,N,,,,,,,1,99999999.0,7
