CRN,AGE,AIRBAG_PADS,AIRBAG1,AIRBAG2,AIRBAG3,AIRBAG4,CLOTHING_TYPE,DVR_LIC_STATE,DVR_PED_CONDITION,EJECT_PATH_CD,EJECTION_IND,EXTRIC_IND,INJ_SEVERITY,NON_MOTORIST,PED_LOCATION,PED_SIGNAL,PERSON_NUM,PERSON_TYPE,RESTRAINT_HELMET,SEAT_POSITION,SEX,TRANSPORTED,TRANSPORTED_BY,UNIT_NUM,VULNERABLE_ROAD_USER
2008058179,40,99,,,,, ,PA,0.0,0,0,0,8,0,  , ,1,1,99,1,F, ,,2,0
2008058179,41,99,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,F, ,,1,0
2008058179,52,99,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,F, ,,3,0
2008058179,40,99,,,,, ,PA,0.0,0,0,0,8,0,  , ,1,1,99,1,F, ,,2,0
2008058179,41,99,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,F, ,,1,0
2008058179,52,99,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,F, ,,3,0
2008060624,20,99,,,,, ,PA,0.0,0,0,1,0,0,  , ,1,1,99,1,M, ,,1,0
2008060624,28,99,,,,, ,PA,0.0,0,1,9,4,0,  , ,1,1,99,1,F, ,,2,0
2008060624,33,99,,,,, ,PA,0.0,0,1,1,0,0,  , ,2,2,99,3,F, ,,2,0
2008060624,20,99,,,,, ,PA,0.0,0,0,1,0,0,  , ,1,1,99,1,M, ,,1,0
2008060624,28,99,,,,, ,PA,0.0,0,1,9,4,0,  , ,1,1,99,1,F, ,,2,0
2008060624,33,99,,,,, ,PA,0.0,0,1,1,0,0,  , ,2,2,99,3,F, ,,2,0
2008069290,33,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,99,1,M, ,,1,0
2008069290,10,0,,,,,1,  ,0.0,0,0,0,4,1,10,3,1,7,0,0,F, ,,2,1
2008069290,33,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,99,1,M, ,,1,0
2008069290,10,0,,,,,1,  ,0.0,0,0,0,4,1,10,3,1,7,0,0,F, ,,2,1
2008069292,99,99,,,,, ,ZZ,9.0,0,0,0,0,0,  , ,1,1,99,1,M, ,,1,0
2008069292,34,99,,,,, ,PA,0.0,0,0,0,8,0,  , ,1,1,99,1,F, ,,2,0
2008069292,99,99,,,,, ,ZZ,9.0,0,0,0,0,0,  , ,1,1,99,1,M, ,,1,0
2008069292,34,99,,,,, ,PA,0.0,0,0,0,8,0,  , ,1,1,99,1,F, ,,2,0
2008082213,6,8,03,,,, ,PA,0.0,0,0,0,8,0,  , ,2,2,4,6,F, ,,2,0
2008082213,35,8,02,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,3,1,F, ,,2,0
2008082213,57,8,M,,,, ,DE,0.0,0,0,0,0,0,  , ,1,1,3,1,F, ,,1,0
2008082213,6,8,03,,,, ,PA,0.0,0,0,0,8,0,  , ,2,2,4,6,F, ,,2,0
2008082213,35,8,02,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,3,1,F, ,,2,0
2008082213,57,8,M,,,, ,DE,0.0,0,0,0,0,0,  , ,1,1,3,1,F, ,,1,0
2008083261,99,8,04,,,, ,  ,9.0,0,0,0,9,0,  , ,1,1,99,1,F, ,,1,0
2008083261,29,8,02,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,1,1,M, ,,2,0
2008083261,99,8,04,,,, ,  ,9.0,0,0,0,9,0,  , ,1,1,99,1,F, ,,1,0
2008083261,29,8,02,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,1,1,M, ,,2,0
2008085097,22,8,M,,,, ,NY,0.0,0,1,1,4,0,  , ,3,1,3,1,F,Y,,2,0
2008085097,21,0,,,,, ,NJ,2.0,0,1,1,4,0,  , ,2,2,3,3,M,Y,,1,0
2008085097,31,9,,,,, ,NJ,2.0,0,1,1,0,0,  , ,1,1,3,1,M,N,,1,0
2008085097,25,8,02,,,, ,PA,0.0,0,1,0,0,0,  , ,4,1,3,1,M,N,,3,0
2008085097,22,8,M,,,, ,NY,0.0,0,1,1,4,0,  , ,3,1,3,1,F,Y,,2,0
2008085097,21,0,,,,, ,NJ,2.0,0,1,1,4,0,  , ,2,2,3,3,M,Y,,1,0
2008085097,31,9,,,,, ,NJ,2.0,0,1,1,0,0,  , ,1,1,3,1,M,N,,1,0
2008085097,25,8,02,,,, ,PA,0.0,0,1,0,0,0,  , ,4,1,3,1,M,N,,3,0
2008085097,22,8,M,,,, ,NY,0.0,0,1,1,4,0,  , ,3,1,3,1,F,Y,,2,0
2008085097,21,0,,,,, ,NJ,2.0,0,1,1,4,0,  , ,2,2,3,3,M,Y,,1,0
2008085097,31,9,,,,, ,NJ,2.0,0,1,1,0,0,  , ,1,1,3,1,M,N,,1,0
2008085097,25,8,02,,,, ,PA,0.0,0,1,0,0,0,  , ,4,1,3,1,M,N,,3,0
2008087839,63,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,1,1,99,1,M, ,,1,0
2008099222,41,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,1,1,F, ,,2,0
2008099222,42,0,,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,1,1,M, ,,1,0
2008099222,41,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,1,1,F, ,,2,0
2008099222,42,0,,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,1,1,M, ,,1,0
2008104242,45,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,99,1,M,N,,1,0
2008104242,35,0,,,,,,,,0,0,0,4,1,,,1,2,99,1,F,Y,,2,0
2008119234,28,8,02,,,, ,PA,1.0,0,1,0,0,0,  , ,1,1,99,1,F,N,,1,0
2008119234,1,0,,,,, ,PA,1.0,0,1,0,0,0,  , ,2,2,4,4,F, ,,1,0
2008119316,25,8,02,,,, ,PA,0.0,0,0,2,3,0,  , ,1,1,99,1,M,Y,,1,0
2008119316,35,8,02,,,, ,PA,0.0,0,0,2,4,0,  , ,2,2,99,3,F, ,,2,0
2008119316,70,8,02,,,, ,PA,0.0,0,0,2,3,0,  , ,1,1,99,1,F,Y,,2,0
2008119316,25,8,02,,,, ,PA,0.0,0,0,2,3,0,  , ,1,1,99,1,M,Y,,1,0
2008119316,35,8,02,,,, ,PA,0.0,0,0,2,4,0,  , ,2,2,99,3,F, ,,2,0
2008119316,70,8,02,,,, ,PA,0.0,0,0,2,3,0,  , ,1,1,99,1,F,Y,,2,0
2008119687,76,9,,,,, ,NJ,0.0,0,1,0,0,0,  , ,1,1,3,1,M,N,,1,0
2008119687,80,0,,,,,9,  ,0.0,0,0,0,4,1,01,2,1,7,0,0,F, ,,2,1
2008119687,76,9,,,,, ,NJ,0.0,0,1,0,0,0,  , ,1,1,3,1,M,N,,1,0
2008119687,80,0,,,,,9,  ,0.0,0,0,0,4,1,01,2,1,7,0,0,F, ,,2,1
2008120641,19,99,,,,, ,PA,9.0,9,2,0,8,0,  , ,1,1,99,99,M,Y,,1,0
2008121091,62,99,,,,, ,PA,0.0,0,1,1,4,0,  , ,2,2,99,3,F, ,,2,0
2008121091,41,99,,,,, ,OH,0.0,0,1,0,0,0,  , ,1,1,99,1,M,N,,1,0
2008121091,66,99,,,,, ,PA,0.0,0,1,1,4,0,  , ,1,1,99,1,M,Y,,2,0
2008121091,62,99,,,,, ,PA,0.0,0,1,1,4,0,  , ,2,2,99,3,F, ,,2,0
2008121091,41,99,,,,, ,OH,0.0,0,1,0,0,0,  , ,1,1,99,1,M,N,,1,0
2008121091,66,99,,,,, ,PA,0.0,0,1,1,4,0,  , ,1,1,99,1,M,Y,,2,0
2008133176,8,0,,,,,2,  ,0.0,0,0,0,0,1,05,3,1,7,0,0,M,Y,,2,1
2008133176,35,99,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,99,1,F,N,,1,0
2008133176,8,0,,,,,2,  ,0.0,0,0,0,0,1,05,3,1,7,0,0,M,Y,,2,1
2008133176,35,99,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,99,1,F,N,,1,0
2008133630,99,99,,,,, ,  ,9.0,0,0,0,3,1,  , ,1,1,99,1,M,Y,,2,1
2008133630,47,99,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,99,1,F,N,,1,0
2008133630,23,99,,,,, ,PA,0.0,0,1,1,0,0,  , ,2,2,99,3,M,N,,1,0
2008133630,99,99,,,,, ,  ,9.0,0,0,0,3,1,  , ,1,1,99,1,M,Y,,2,1
2008133630,47,99,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,99,1,F,N,,1,0
2008133630,23,99,,,,, ,PA,0.0,0,1,1,0,0,  , ,2,2,99,3,M,N,,1,0
2008134040,46,99,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M,N,,1,0
2008134040,63,99,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M,N,,2,0
2008134040,46,99,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M,N,,1,0
2008134040,63,99,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M,N,,2,0
2009013676,1,0,,,,,9,  ,1.0,0,0,0,3,1,99,2,2,7,0,0,M,Y,,2,1
2009013676,99,99,,,,, ,  ,9.0,0,0,0,0,0,  , ,1,1,99,1,U, ,,1,0
2009013676,1,0,,,,,9,  ,1.0,0,0,0,3,1,99,2,2,7,0,0,M,Y,,2,1
2009013676,99,99,,,,, ,  ,9.0,0,0,0,0,0,  , ,1,1,99,1,U, ,,1,0
2009024703,37,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,1,1,99,1,M,N,,1,0
2009024703,17,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,2,2,99,3,F,N,,2,0
2009024703,17,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,1,1,99,1,F,Y,,2,0
2009024703,37,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,1,1,99,1,M,N,,1,0
2009024703,17,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,2,2,99,3,F,N,,2,0
2009024703,17,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,1,1,99,1,F,Y,,2,0
2009024848,19,8,02,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,99,1,M,N,,1,0
2008032865,22,0,,,,, ,ZO,0.0,0,1,1,0,0,  , ,2,1,3,1,M,N,,2,0
2008032865,30,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,3,1,M,N,,1,0
2008032865,21,0,,,,, ,ZO,0.0,0,1,1,0,0,  , ,3,2,3,3,F,N,,2,0
2008032865,22,0,,,,, ,ZO,0.0,0,1,1,0,0,  , ,2,1,3,1,M,N,,2,0
2008032865,30,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,3,1,M,N,,1,0
2008032865,21,0,,,,, ,ZO,0.0,0,1,1,0,0,  , ,3,2,3,3,F,N,,2,0
2008040100,22,8,M,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M, ,,1,0
2008040100,39,8,M,,,, ,PA,0.0,0,0,0,4,0,  , ,2,2,99,3,F, ,,1,0
2008040100,38,99,,,,, ,PA,0.0,0,0,0,9,0,  , ,1,1,99,1,M, ,,2,0
2008040100,22,8,M,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M, ,,1,0
2008040100,39,8,M,,,, ,PA,0.0,0,0,0,4,0,  , ,2,2,99,3,F, ,,1,0
2008040100,38,99,,,,, ,PA,0.0,0,0,0,9,0,  , ,1,1,99,1,M, ,,2,0
2008042283,18,9,,,,, ,PA,9.0,0,1,1,0,0,  , ,1,1,3,1,F, ,,1,0
2008042283,18,0,,,,, ,PA,9.0,0,1,1,4,0,  , ,3,2,3,6,F, ,,1,0
2008042283,18,9,,,,, ,PA,9.0,0,1,1,0,0,  , ,2,2,3,3,F, ,,1,0
2008057064,28,99,,,,, ,PA,0.0,0,0,0,9,0,  , ,1,1,99,1,M, ,,1,0
2008057064,29,99,,,,, ,PA,0.0,0,0,0,9,0,  , ,2,2,99,3,M, ,,1,0
2008057064,68,0,,,,, ,PA,0.0,0,1,0,8,0,  , ,1,1,3,1,F, ,,2,0
2008057064,28,99,,,,, ,PA,0.0,0,0,0,9,0,  , ,1,1,99,1,M, ,,1,0
2008057064,29,99,,,,, ,PA,0.0,0,0,0,9,0,  , ,2,2,99,3,M, ,,1,0
2008057064,68,0,,,,, ,PA,0.0,0,1,0,8,0,  , ,1,1,3,1,F, ,,2,0
2008059576,99,99,,,,, ,  ,9.0,0,1,1,9,0,  , ,1,1,99,1,F,N,,1,0
2008059576,57,0,,,,, ,PA,9.0,0,1,1,0,0,  , ,3,1,3,1,M,N,,3,0
2008059576,42,0,,,,, ,NJ,0.0,0,1,1,0,0,  , ,2,1,3,1,M,N,,2,0
2008059576,99,99,,,,, ,  ,9.0,0,1,1,9,0,  , ,1,1,99,1,F,N,,1,0
2008059576,57,0,,,,, ,PA,9.0,0,1,1,0,0,  , ,3,1,3,1,M,N,,3,0
2008059576,42,0,,,,, ,NJ,0.0,0,1,1,0,0,  , ,2,1,3,1,M,N,,2,0
2008059576,99,99,,,,, ,  ,9.0,0,1,1,9,0,  , ,1,1,99,1,F,N,,1,0
2008059576,57,0,,,,, ,PA,9.0,0,1,1,0,0,  , ,3,1,3,1,M,N,,3,0
2008059576,42,0,,,,, ,NJ,0.0,0,1,1,0,0,  , ,2,1,3,1,M,N,,2,0
2008071635,42,0,,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,3,1,M, ,,2,0
2008071635,40,0,,,,, ,PA,0.0,0,0,0,4,0,  , ,2,2,3,3,F, ,,2,0
2008071635,33,0,,,,, ,FL,0.0,0,0,0,0,0,  , ,1,1,3,1,M, ,,1,0
2008071635,14,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,3,2,3,6,F, ,,2,0
2008071635,42,0,,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,3,1,M, ,,2,0
2008071635,40,0,,,,, ,PA,0.0,0,0,0,4,0,  , ,2,2,3,3,F, ,,2,0
2008071635,33,0,,,,, ,FL,0.0,0,0,0,0,0,  , ,1,1,3,1,M, ,,1,0
2008071635,14,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,3,2,3,6,F, ,,2,0
2008074469,21,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,4,2,3,6,M,N,,1,0
2008074469,39,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,9,1,3,1,M,N,,2,0
2008074469,21,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,3,2,3,5,F,N,,1,0
2008074469,42,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,5,2,3,3,F,N,,2,0
2008074469,25,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,2,2,3,4,M,N,,1,0
2008074469,22,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,8,1,3,1,F,N,,1,0
2008074469,22,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,2,3,3,M,N,,1,0
2008074469,12,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,7,2,3,6,M,N,,2,0
2008074469,12,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,6,2,3,4,M,N,,2,0
2008074469,21,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,4,2,3,6,M,N,,1,0
2008074469,39,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,9,1,3,1,M,N,,2,0
2008074469,21,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,3,2,3,5,F,N,,1,0
2008074469,42,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,5,2,3,3,F,N,,2,0
2008074469,25,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,2,2,3,4,M,N,,1,0
2008074469,22,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,8,1,3,1,F,N,,1,0
2008074469,22,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,2,3,3,M,N,,1,0
2008074469,12,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,7,2,3,6,M,N,,2,0
2008074469,12,0,,,,, ,PA,0.0,0,1,1,0,0,  , ,6,2,3,4,M,N,,2,0
2008082610,18,0,,,,, ,  ,0.0,0,0,0,8,1,  , ,1,1,0,1,M, ,,2,1
2008082610,69,0,,,,, ,FL,0.0,0,0,0,0,0,  , ,1,1,3,1,M, ,,1,0
2008082610,18,0,,,,, ,  ,0.0,0,0,0,8,1,  , ,1,1,0,1,M, ,,2,1
2008082610,69,0,,,,, ,FL,0.0,0,0,0,0,0,  , ,1,1,3,1,M, ,,1,0
2008088425,37,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,F,N,,2,0
2008088425,45,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M,N,,3,0
2008088425,30,8,M,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,99,1,F,Y,,1,0
2008088425,33,8,M,,,, ,PA,0.0,0,0,0,4,0,  , ,2,2,99,3,F,Y,,1,0
2008088425,37,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,F,N,,2,0
2008088425,45,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M,N,,3,0
2008088425,30,8,M,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,99,1,F,Y,,1,0
2008088425,33,8,M,,,, ,PA,0.0,0,0,0,4,0,  , ,2,2,99,3,F,Y,,1,0
2008088425,37,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,F,N,,2,0
2008088425,45,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M,N,,3,0
2008088425,30,8,M,,,, ,PA,0.0,0,0,0,4,0,  , ,1,1,99,1,F,Y,,1,0
2008024503,7,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,1,2,99,6,M, ,,1,0
2008024503,23,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,2,2,99,3,F, ,,2,0
2008024503,5,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,3,2,99,6,M, ,,2,0
2008024503,51,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M, ,,2,0
2008024503,36,8,02,,,, ,PA,0.0,0,0,0,3,0,  , ,2,1,99,1,F, ,,1,0
2008024503,7,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,1,2,99,6,M, ,,1,0
2008024503,23,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,2,2,99,3,F, ,,2,0
2008024503,5,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,3,2,99,6,M, ,,2,0
2008024503,51,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M, ,,2,0
2008024503,36,8,02,,,, ,PA,0.0,0,0,0,3,0,  , ,2,1,99,1,F, ,,1,0
2008042332,19,8,M,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,3,1,F, ,,1,0
2008042332,19,8,M,,,, ,PA,0.0,0,1,1,0,0,  , ,2,2,3,3,F, ,,1,0
2008052080,29,8,M,,,, ,PA,0.0,0,1,1,8,0,  , ,1,1,3,1,F,Y,,2,0
2008052080,44,8,M,,,, ,PA,0.0,0,1,1,0,0,  , ,3,2,3,3,F,N,,3,0
2008052080,39,8,M,,,, ,PA,0.0,0,1,1,8,0,  , ,2,1,3,1,M,Y,,3,0
2008052080,29,8,M,,,, ,PA,0.0,0,1,1,8,0,  , ,1,1,3,1,F,Y,,2,0
2008052080,44,8,M,,,, ,PA,0.0,0,1,1,0,0,  , ,3,2,3,3,F,N,,3,0
2008052080,39,8,M,,,, ,PA,0.0,0,1,1,8,0,  , ,2,1,3,1,M,Y,,3,0
2008052080,29,8,M,,,, ,PA,0.0,0,1,1,8,0,  , ,1,1,3,1,F,Y,,2,0
2008052080,44,8,M,,,, ,PA,0.0,0,1,1,0,0,  , ,3,2,3,3,F,N,,3,0
2008052080,39,8,M,,,, ,PA,0.0,0,1,1,8,0,  , ,2,1,3,1,M,Y,,3,0
2008058208,24,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,3,1,M, ,,2,0
2008058208,20,8,02,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,3,1,F, ,,1,0
2008058208,1,0,,,,, ,PA,0.0,0,0,0,9,0,  , ,4,2,4,4,M, ,,3,0
2008058208,35,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,2,2,1,3,F, ,,3,0
2008058208,34,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,3,1,M, ,,3,0
2008058208,1,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,3,2,4,6,M, ,,3,0
2008058208,24,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,3,1,M, ,,2,0
2008058208,20,8,02,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,3,1,F, ,,1,0
2008058208,1,0,,,,, ,PA,0.0,0,0,0,9,0,  , ,4,2,4,4,M, ,,3,0
2008058208,35,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,2,2,1,3,F, ,,3,0
2008058208,34,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,3,1,M, ,,3,0
2008058208,1,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,3,2,4,6,M, ,,3,0
2008058208,24,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,3,1,M, ,,2,0
2008058208,20,8,02,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,3,1,F, ,,1,0
2008058208,1,0,,,,, ,PA,0.0,0,0,0,9,0,  , ,4,2,4,4,M, ,,3,0
2008058208,35,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,2,2,1,3,F, ,,3,0
2008058208,34,0,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,3,1,M, ,,3,0
2008058208,1,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,3,2,4,6,M, ,,3,0
2008072050,33,99,,,,, ,PA,0.0,0,0,0,9,0,  , ,1,1,99,1,M, ,,1,0
2008072050,26,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,4,2,99,99,F, ,,1,0
2008072050,33,99,,,,, ,PA,0.0,0,0,0,8,0,  , ,2,2,99,3,F, ,,1,0
2008072050,6,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,2,2,99,99,F, ,,2,0
2008072050,9,99,,,,, ,PA,0.0,0,0,0,8,0,  , ,3,2,99,99,F, ,,1,0
2008072050,36,99,,,,, ,PA,0.0,0,0,0,9,0,  , ,1,1,99,1,M, ,,2,0
2008072050,33,99,,,,, ,PA,0.0,0,0,0,9,0,  , ,1,1,99,1,M, ,,1,0
2008072050,26,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,4,2,99,99,F, ,,1,0
2008072050,33,99,,,,, ,PA,0.0,0,0,0,8,0,  , ,2,2,99,3,F, ,,1,0
2008072050,6,0,,,,, ,PA,0.0,0,0,0,8,0,  , ,2,2,99,99,F, ,,2,0
2008072050,9,99,,,,, ,PA,0.0,0,0,0,8,0,  , ,3,2,99,99,F, ,,1,0
2008072050,36,99,,,,, ,PA,0.0,0,0,0,9,0,  , ,1,1,99,1,M, ,,2,0
2008078913,19,99,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,99,1,F, ,,1,0
2008078913,53,0,,,,, ,PA,0.0,0,1,1,4,0,  , ,1,1,99,1,F, ,,2,0
2008078913,19,99,,,,, ,PA,0.0,0,1,1,0,0,  , ,1,1,99,1,F, ,,1,0
2008078913,53,0,,,,, ,PA,0.0,0,1,1,4,0,  , ,1,1,99,1,F, ,,2,0
2008079355,36,0,,,,, ,NJ,1.0,0,1,0,4,0,  , ,1,1,3,1,F, ,,1,0
2008082612,22,99,,,,, ,PA,1.0,0,0,0,0,0,  , ,1,1,0,1,M, ,,1,0
2008082612,19,0,,,,,2,  ,0.0,0,0,0,4,1,05,2,1,7,0,98,F, ,,2,1
2008082612,20,99,,,,, ,PA,1.0,0,0,0,0,0,  , ,2,2,1,3,M, ,,1,0
2008082612,22,99,,,,, ,PA,1.0,0,0,0,0,0,  , ,1,1,0,1,M, ,,1,0
2008082612,19,0,,,,,2,  ,0.0,0,0,0,4,1,05,2,1,7,0,98,F, ,,2,1
2008082612,20,99,,,,, ,PA,1.0,0,0,0,0,0,  , ,2,2,1,3,M, ,,1,0
2008083336,63,99,,,,, ,PA,1.0,0,1,1,0,0,  , ,1,1,99,1,M, ,,1,0
2008097495,8,99,,,,, ,PA,0.0,0,1,0,8,0,  , ,2,2,99,99,F, ,,2,0
2008097495,47,99,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M, ,,2,0
2008097495,29,19,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,F,N,,1,0
2008097495,8,99,,,,, ,PA,0.0,0,1,0,8,0,  , ,2,2,99,99,F, ,,2,0
2008097495,47,99,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,M, ,,2,0
2008097495,29,19,,,,, ,PA,0.0,0,0,0,0,0,  , ,1,1,99,1,F,N,,1,0
